encounter_key,map_key,logical_location_key,method,condition,slot,species_key,evolution_chain_id,level_min,level_max,weight,table_profile,base_table_key,unlock_key,hidden_ability_policy,egg_move_policy,item_key,shared_capture_key,difficulty_policy,status,notes
ENCOUNTER_KEY_KANTO_FAMILY_0272,MAP_KEY_KANTO_K15,K15,釣りオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,272,SPECIES_KEY_BASCULIN_RED,280,85,90,10,NORMAL,TABLE_KEY_KANTO_K15,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0273,MAP_KEY_KANTO_K30,K30,夜間オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,273,SPECIES_KEY_SANDILE,281,80,87,8,NORMAL,TABLE_KEY_KANTO_K30,KANTO_CERT_1,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0274,MAP_KEY_KANTO_K17,K17,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,274,SPECIES_KEY_DARUMAKA,282,83,89,8,NORMAL,TABLE_KEY_KANTO_K17,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0275,MAP_KEY_KANTO_VIRIDIAN_FOREST,K26,ずつき／朝昼オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,275,SPECIES_KEY_MARACTUS,283,70,76,8,NORMAL,TABLE_KEY_KANTO_K26,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0276,MAP_KEY_KANTO_K03,K03,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,276,SPECIES_KEY_DWEBBLE,284,71,75,8,NORMAL,TABLE_KEY_KANTO_K03,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0277,MAP_KEY_KANTO_K08,K08,夜間オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,277,SPECIES_KEY_SCRAGGY,285,79,84,8,NORMAL,TABLE_KEY_KANTO_K08,KANTO_CERT_1,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0278,MAP_KEY_KANTO_K23,K23,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,278,SPECIES_KEY_SIGILYPH,286,92,98,8,NORMAL,TABLE_KEY_KANTO_K23,KANTO_CERT_5,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0279,MAP_KEY_KANTO_K31,K31,夜間オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,279,SPECIES_KEY_YAMASK,287,82,90,8,NORMAL,TABLE_KEY_KANTO_K31,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0280,MAP_KEY_KANTO_K44,K44,博物館鑑定後に復元,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,280,SPECIES_KEY_TIRTOUGA,288,68,68,8,NORMAL,TABLE_KEY_KANTO_K44,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは早期の復元、カントーは高個体値・隠れ特性の再復元を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0281,MAP_KEY_KANTO_K44,K44,博物館鑑定後に復元,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,281,SPECIES_KEY_ARCHEN,289,68,68,8,NORMAL,TABLE_KEY_KANTO_K44,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは早期の復元、カントーは高個体値・隠れ特性の再復元を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0282,MAP_KEY_KANTO_K32,K32,洞窟・屋内オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,282,SPECIES_KEY_TRUBBISH,290,83,91,8,NORMAL,TABLE_KEY_KANTO_K32,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0283,MAP_KEY_KANTO_K32,K32,夜間オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,283,SPECIES_KEY_ZORUA,291,83,91,8,NORMAL,TABLE_KEY_KANTO_K32,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0284,MAP_KEY_KANTO_K14,K14,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,284,SPECIES_KEY_MINCCINO,292,84,89,8,NORMAL,TABLE_KEY_KANTO_K14,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0285,MAP_KEY_KANTO_K27,K27,洞窟・屋内オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,285,SPECIES_KEY_GOTHITA,293,73,80,8,NORMAL,TABLE_KEY_KANTO_K27,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0286,MAP_KEY_KANTO_K43,K43,洞窟・屋内オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,286,SPECIES_KEY_SOLOSIS,294,95,100,8,NORMAL,TABLE_KEY_KANTO_K43,KANTO_CERT_6,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0287,MAP_KEY_KANTO_K11,K11,釣りオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,287,SPECIES_KEY_DUCKLETT,295,76,82,10,NORMAL,TABLE_KEY_KANTO_K11,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0288,MAP_KEY_KANTO_K38,K38,洞窟・屋内オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,288,SPECIES_KEY_VANILLITE,296,88,96,8,NORMAL,TABLE_KEY_KANTO_K38,KANTO_CERT_4,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0289,MAP_KEY_KANTO_K02,K02,ずつき／朝昼オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,289,SPECIES_KEY_DEERLING,297,69,73,8,NORMAL,TABLE_KEY_KANTO_K02,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0290,MAP_KEY_KANTO_K10,K10,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,290,SPECIES_KEY_EMOLGA,298,78,84,8,NORMAL,TABLE_KEY_KANTO_K10,KANTO_CERT_1,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0291,MAP_KEY_KANTO_K33,K33,ずつき／朝昼オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,291,SPECIES_KEY_KARRABLAST,299,82,90,8,NORMAL,TABLE_KEY_KANTO_K33,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0292,MAP_KEY_KANTO_K06,K06,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,292,SPECIES_KEY_FOONGUS,300,75,80,8,NORMAL,TABLE_KEY_KANTO_K06,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0293,MAP_KEY_KANTO_K12,K12,水上オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,293,SPECIES_KEY_FRILLISH,301,82,87,10,NORMAL,TABLE_KEY_KANTO_K12,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0294,MAP_KEY_KANTO_K19,K19,釣りオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,294,SPECIES_KEY_ALOMOMOLA,302,87,92,10,NORMAL,TABLE_KEY_KANTO_K19,KANTO_CERT_4,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0295,MAP_KEY_KANTO_K40,K40,洞窟・屋内オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,295,SPECIES_KEY_JOLTIK,303,82,94,8,NORMAL,TABLE_KEY_KANTO_K40,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0296,MAP_KEY_KANTO_K33,K33,ずつき／朝昼オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,296,SPECIES_KEY_FERROSEED,304,82,90,8,NORMAL,TABLE_KEY_KANTO_K33,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0297,MAP_KEY_KANTO_K40,K40,屋内異常遭遇／DexNav,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,297,SPECIES_KEY_KLINK,305,82,94,0,NORMAL,TABLE_KEY_KANTO_K40,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0298,MAP_KEY_KANTO_K40,K40,洞窟・屋内オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,298,SPECIES_KEY_TYNAMO,306,82,94,8,NORMAL,TABLE_KEY_KANTO_K40,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0299,MAP_KEY_KANTO_K27,K27,洞窟・屋内オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,299,SPECIES_KEY_ELGYEM,307,73,80,8,NORMAL,TABLE_KEY_KANTO_K27,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0300,MAP_KEY_KANTO_K31,K31,夜間オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,300,SPECIES_KEY_LITWICK,308,82,90,8,NORMAL,TABLE_KEY_KANTO_K31,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0301,MAP_KEY_KANTO_K43,K43,洞窟・屋内オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,301,SPECIES_KEY_AXEW,309,95,100,8,NORMAL,TABLE_KEY_KANTO_K43,KANTO_CERT_6,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0302,MAP_KEY_KANTO_K38,K38,洞窟・屋内オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,302,SPECIES_KEY_CUBCHOO,310,88,96,8,NORMAL,TABLE_KEY_KANTO_K38,KANTO_CERT_4,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0303,MAP_KEY_KANTO_K38,K38,屋内異常遭遇／DexNav,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,303,SPECIES_KEY_CRYOGONAL,311,88,96,0,NORMAL,TABLE_KEY_KANTO_K38,KANTO_CERT_4,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0304,MAP_KEY_KANTO_K35,K35,ずつき／朝昼オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,304,SPECIES_KEY_SHELMET,312,85,94,8,NORMAL,TABLE_KEY_KANTO_K35,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0305,MAP_KEY_KANTO_K10,K10,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,305,SPECIES_KEY_STUNFISK,313,78,84,8,NORMAL,TABLE_KEY_KANTO_K10,KANTO_CERT_1,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0306,MAP_KEY_KANTO_K09,K09,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,306,SPECIES_KEY_MIENFOO,314,77,82,8,NORMAL,TABLE_KEY_KANTO_K09,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0307,MAP_KEY_KANTO_K43,K43,洞窟・屋内オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,307,SPECIES_KEY_DRUDDIGON,315,95,100,8,NORMAL,TABLE_KEY_KANTO_K43,KANTO_CERT_6,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0308,MAP_KEY_KANTO_K41,K41,屋内異常遭遇／DexNav,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,308,SPECIES_KEY_GOLETT,316,90,97,0,NORMAL,TABLE_KEY_KANTO_K41,KANTO_CERT_5,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0309,MAP_KEY_KANTO_LEAGUE,K42,いわくだき／DexNav,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,309,SPECIES_KEY_PAWNIARD,317,94,100,0,NORMAL,TABLE_KEY_KANTO_K42,KANTO_LEAGUE,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0310,MAP_KEY_KANTO_K34,K34,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,310,SPECIES_KEY_BOUFFALANT,318,85,94,8,NORMAL,TABLE_KEY_KANTO_K34,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0311,MAP_KEY_KANTO_ROUTE1,K01,大量発生,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,311,SPECIES_KEY_RUFFLET,319,68,72,0,NORMAL,TABLE_KEY_KANTO_K01,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0312,MAP_KEY_KANTO_K03,K03,夜間オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,312,SPECIES_KEY_VULLABY,320,71,75,8,NORMAL,TABLE_KEY_KANTO_K03,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0313,MAP_KEY_KANTO_K17,K17,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,313,SPECIES_KEY_HEATMOR,321,83,89,8,NORMAL,TABLE_KEY_KANTO_K17,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0314,MAP_KEY_KANTO_K33,K33,ずつき／朝昼オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,314,SPECIES_KEY_DURANT,322,82,90,8,NORMAL,TABLE_KEY_KANTO_K33,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0315,MAP_KEY_KANTO_K23,K23,DexNav隠し枠,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,315,SPECIES_KEY_DEINO,323,92,98,0,NORMAL,TABLE_KEY_KANTO_K23,KANTO_CERT_5,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0316,MAP_KEY_KANTO_K24,K24,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,316,SPECIES_KEY_LARVESTA,324,74,79,8,NORMAL,TABLE_KEY_KANTO_K24,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0317,MAP_KEY_KANTO_K43,K43,SIMPLE_EVENT,殿堂入り＋格闘調査,317,SPECIES_KEY_COBALION,325,75,75,0,EVENT,TABLE_KEY_KANTO_K43,KANTO_LEAGUE_CLEAR,SHARED_ONCE,ONE_LEGAL_MOVE,ITEM_KEY_NONE,SHARED_CAPTURE_KEY_NATIONAL_0638,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。
ENCOUNTER_KEY_KANTO_FAMILY_0318,MAP_KEY_KANTO_K43,K43,SIMPLE_EVENT,殿堂入り＋格闘調査,318,SPECIES_KEY_TERRAKION,326,75,75,0,EVENT,TABLE_KEY_KANTO_K43,KANTO_LEAGUE_CLEAR,SHARED_ONCE,ONE_LEGAL_MOVE,ITEM_KEY_NONE,SHARED_CAPTURE_KEY_NATIONAL_0639,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。
