item_key,id,vega_id,cfru_id,cfru_symbol,classification,display_name,description_key,icon_key,palette_key,pocket,price,importance,role,item_type_key,item_type_id,item_type_explicit,item_type_source,source_mystery,is_evolution_stone,is_evolution_item,hold_effect_key,hold_effect_param,field_effect_key,field_effect_param,field_use_callback_key,battle_usage,battle_effect_key,battle_effect_param,battle_use_callback_key,secondary_id,ball_kind,consume_policy,target_policy,supply_key,runtime_binding,status,notes
ITEM_KEY_NONE,0,0,0,ITEM_NONE,VEGA_CFRU_CANONICAL,？？？？？？？？,VEGA_ITEM_DESC_000,VEGA_ITEM_ICON_000,VEGA_ITEM_PALETTE_000,POCKET_ITEMS,0,0,FIELD_ITEM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,0,0,0,NONE,0,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_TM21,540,NONE,309,ITEM_TM21,CFRU_APPEND,わざマシン21,DESC_TM21,gItemIcon_TMTiles,gItemIcon_TMNormalPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,21,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM22,541,NONE,310,ITEM_TM22,CFRU_APPEND,わざマシン22,DESC_TM22,gItemIcon_TMTiles,gItemIcon_TMGrassPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,22,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM23,542,NONE,311,ITEM_TM23,CFRU_APPEND,わざマシン23,DESC_TM23,gItemIcon_TMTiles,gItemIcon_TMSteelPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,23,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM24,543,NONE,312,ITEM_TM24,CFRU_APPEND,わざマシン24,DESC_TM24,gItemIcon_TMTiles,gItemIcon_TMElectricPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,24,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM25,544,NONE,313,ITEM_TM25,CFRU_APPEND,わざマシン25,DESC_TM25,gItemIcon_TMTiles,gItemIcon_TMElectricPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,25,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM26,545,NONE,314,ITEM_TM26,CFRU_APPEND,わざマシン26,DESC_TM26,gItemIcon_TMTiles,gItemIcon_TMGroundPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,26,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM27,546,NONE,315,ITEM_TM27,CFRU_APPEND,わざマシン27,DESC_TM27,gItemIcon_TMTiles,gItemIcon_TMNormalPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,27,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM28,547,NONE,316,ITEM_TM28,CFRU_APPEND,わざマシン28,DESC_TM28,gItemIcon_TMTiles,gItemIcon_TMGroundPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,28,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM29,548,NONE,317,ITEM_TM29,CFRU_APPEND,わざマシン29,DESC_TM29,gItemIcon_TMTiles,gItemIcon_TMPsychicPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,29,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM30,549,NONE,318,ITEM_TM30,CFRU_APPEND,わざマシン30,DESC_TM30,gItemIcon_TMTiles,gItemIcon_TMGhostPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,30,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM31,550,NONE,319,ITEM_TM31,CFRU_APPEND,わざマシン31,DESC_TM31,gItemIcon_TMTiles,gItemIcon_TMFightingPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,31,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM32,551,NONE,320,ITEM_TM32,CFRU_APPEND,わざマシン32,DESC_TM32,gItemIcon_TMTiles,gItemIcon_TMNormalPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,32,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM33,552,NONE,321,ITEM_TM33,CFRU_APPEND,わざマシン33,DESC_TM33,gItemIcon_TMTiles,gItemIcon_TMPsychicPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,33,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM34,553,NONE,322,ITEM_TM34,CFRU_APPEND,わざマシン34,DESC_TM34,gItemIcon_TMTiles,gItemIcon_TMElectricPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,34,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM35,554,NONE,323,ITEM_TM35,CFRU_APPEND,わざマシン35,DESC_TM35,gItemIcon_TMTiles,gItemIcon_TMFirePal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,35,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM36,555,NONE,324,ITEM_TM36,CFRU_APPEND,わざマシン36,DESC_TM36,gItemIcon_TMTiles,gItemIcon_TMPoisonPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,36,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM37,556,NONE,325,ITEM_TM37,CFRU_APPEND,わざマシン37,DESC_TM37,gItemIcon_TMTiles,gItemIcon_TMRockPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,37,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM38,557,NONE,326,ITEM_TM38,CFRU_APPEND,わざマシン38,DESC_TM38,gItemIcon_TMTiles,gItemIcon_TMFirePal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,38,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM39,558,NONE,327,ITEM_TM39,CFRU_APPEND,わざマシン39,DESC_TM39,gItemIcon_TMTiles,gItemIcon_TMRockPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,39,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM40,559,NONE,328,ITEM_TM40,CFRU_APPEND,わざマシン40,DESC_TM40,gItemIcon_TMTiles,gItemIcon_TMFlyingPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,40,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM41,560,NONE,329,ITEM_TM41,CFRU_APPEND,わざマシン41,DESC_TM41,gItemIcon_TMTiles,gItemIcon_TMDarkPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,41,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM42,561,NONE,330,ITEM_TM42,CFRU_APPEND,わざマシン42,DESC_TM42,gItemIcon_TMTiles,gItemIcon_TMNormalPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,42,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM43,562,NONE,331,ITEM_TM43,CFRU_APPEND,わざマシン43,DESC_TM43,gItemIcon_TMTiles,gItemIcon_TMNormalPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,43,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM44,563,NONE,332,ITEM_TM44,CFRU_APPEND,わざマシン44,DESC_TM44,gItemIcon_TMTiles,gItemIcon_TMPsychicPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,44,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM45,564,NONE,333,ITEM_TM45,CFRU_APPEND,わざマシン45,DESC_TM45,gItemIcon_TMTiles,gItemIcon_TMNormalPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,45,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM46,565,NONE,334,ITEM_TM46,CFRU_APPEND,わざマシン46,DESC_TM46,gItemIcon_TMTiles,gItemIcon_TMDarkPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,46,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM47,566,NONE,335,ITEM_TM47,CFRU_APPEND,わざマシン47,DESC_TM47,gItemIcon_TMTiles,gItemIcon_TMSteelPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,47,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM48,567,NONE,336,ITEM_TM48,CFRU_APPEND,わざマシン48,DESC_TM48,gItemIcon_TMTiles,gItemIcon_TMPsychicPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,48,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM49,568,NONE,337,ITEM_TM49,CFRU_APPEND,わざマシン49,DESC_TM49,gItemIcon_TMTiles,gItemIcon_TM_BugPal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,49,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TM50,569,NONE,338,ITEM_TM50,CFRU_APPEND,わざマシン50,DESC_TM50,gItemIcon_TMTiles,gItemIcon_TMFirePal,POCKET_TM_CASE,3000,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,50,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_HM01_CUT,570,NONE,339,ITEM_HM01_CUT,CFRU_APPEND,ひでんマシン01,DESC_HM01,gItemIcon_TMTiles,gItemIcon_TMNormalPal,POCKET_TM_CASE,0,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,121,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_HM02_FLY,571,NONE,340,ITEM_HM02_FLY,CFRU_APPEND,ひでんマシン02,DESC_HM02,gItemIcon_TMTiles,gItemIcon_TMFlyingPal,POCKET_TM_CASE,0,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,122,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_HM03_SURF,572,NONE,341,ITEM_HM03_SURF,CFRU_APPEND,ひでんマシン03,DESC_HM03,gItemIcon_TMTiles,gItemIcon_TMWaterPal,POCKET_TM_CASE,0,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,123,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_HM04_STRENGTH,573,NONE,342,ITEM_HM04_STRENGTH,CFRU_APPEND,ひでんマシン04,DESC_HM04,gItemIcon_TMTiles,gItemIcon_TMNormalPal,POCKET_TM_CASE,0,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,124,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_HM05_DIVE,574,NONE,343,ITEM_HM05_DIVE,CFRU_APPEND,ひでんマシン05,DESC_HM05,gItemIcon_TMTiles,gItemIcon_TMWaterPal,POCKET_TM_CASE,0,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,125,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_HM06_ROCK_SMASH,575,NONE,344,ITEM_HM06_ROCK_SMASH,CFRU_APPEND,ひでんマシン06,DESC_HM06,gItemIcon_TMTiles,gItemIcon_TMFightingPal,POCKET_TM_CASE,0,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,126,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_HM07_WATERFALL,576,NONE,345,ITEM_HM07_WATERFALL,CFRU_APPEND,ひでんマシン07,DESC_HM07,gItemIcon_TMTiles,gItemIcon_TMWaterPal,POCKET_TM_CASE,0,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,127,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_HM08_ROCK_CLIMB,577,NONE,346,ITEM_HM08_ROCK_CLIMB,CFRU_APPEND,ひでんマシン08,DESC_HM08,gItemIcon_TMTiles,gItemIcon_TMNormalPal,POCKET_TM_CASE,0,1,TM_HM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,128,0,0,NONE,0,NONE,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NEVER,PARTY_ONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_DYNAMAX_BAND,578,NONE,347,ITEM_DYNAMAX_BAND,CFRU_APPEND,ダイマックスB,DESC_DYNAMAX_BAND,gItemIcon_Dynamax_BandTiles,gItemIcon_Dynamax_BandPal,POCKET_KEY_ITEMS,0,1,KEY_ITEM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,0,0,0,NONE,0,NONE,NONE,gFieldFunc_Item_None,0,NONE,NONE,NONE,0,NONE,NEVER,NONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_OAKS_PARCEL,579,NONE,349,ITEM_OAKS_PARCEL,CFRU_APPEND,おとどけもの,DESC_OAKS_PARCEL,gItemIcon_OaksParcelTiles,gItemIcon_OaksParcelPal,POCKET_KEY_ITEMS,0,1,KEY_ITEM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,0,0,0,NONE,0,NONE,NONE,gFieldFunc_Item_None,0,NONE,NONE,NONE,0,NONE,NEVER,NONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_MEGA_RING,580,NONE,353,ITEM_MEGA_RING,CFRU_APPEND,メガリング,DESC_MEGA_RING,gItemIcon_Mega_RingTiles,gItemIcon_Mega_RingPal,POCKET_KEY_ITEMS,0,1,KEY_ITEM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,0,0,0,NONE,0,NONE,NONE,gFieldFunc_Item_None,0,NONE,NONE,NONE,0,NONE,NEVER,NONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_OLD_AMBER,581,NONE,354,ITEM_OLD_AMBER,CFRU_APPEND,ひみつのコハク,DESC_OLD_AMBER,gItemIcon_OldAmberTiles,gItemIcon_OldAmberPal,POCKET_ITEMS,7000,0,FIELD_ITEM,ITEM_TYPE_FOSSIL,59,1,src/Tables/item_tables.c:1052:ITEM_OLD_AMBER,0,0,0,NONE,0,NONE,NONE,gFieldFunc_Item_None,0,NONE,NONE,NONE,0,NONE,ON_EFFECT,NONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_LIFT_KEY,582,NONE,356,ITEM_LIFT_KEY,CFRU_APPEND,エレベータのカギ,DESC_LIFT_KEY,gItemIcon_LiftKeyTiles,gItemIcon_LiftKeyPal,POCKET_KEY_ITEMS,0,1,KEY_ITEM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,0,0,0,NONE,0,NONE,NONE,gFieldFunc_Item_None,0,NONE,NONE,NONE,0,NONE,NEVER,NONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_HELIX_FOSSIL,583,NONE,357,ITEM_HELIX_FOSSIL,CFRU_APPEND,かいのカセキ,DESC_HELIX_FOSSIL,gItemIcon_HelixFossilTiles,gItemIcon_HelixFossilPal,POCKET_ITEMS,7000,0,FIELD_ITEM,ITEM_TYPE_FOSSIL,59,1,src/Tables/item_tables.c:1050:ITEM_HELIX_FOSSIL,0,0,0,NONE,0,NONE,NONE,gFieldFunc_Item_None,0,NONE,NONE,NONE,0,NONE,ON_EFFECT,NONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_DOME_FOSSIL,584,NONE,358,ITEM_DOME_FOSSIL,CFRU_APPEND,こうらのカセキ,DESC_DOME_FOSSIL,gItemIcon_DomeFossilTiles,gItemIcon_DomeFossilPal,POCKET_ITEMS,7000,0,FIELD_ITEM,ITEM_TYPE_FOSSIL,59,1,src/Tables/item_tables.c:1051:ITEM_DOME_FOSSIL,0,0,0,NONE,0,NONE,NONE,gFieldFunc_Item_None,0,NONE,NONE,NONE,0,NONE,ON_EFFECT,NONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_BICYCLE,585,NONE,360,ITEM_BICYCLE,CFRU_APPEND,じてんしゃ,DESC_BICYCLE,gItemIcon_BicycleTiles,gItemIcon_BicyclePal,POCKET_KEY_ITEMS,0,1,KEY_ITEM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,1,0,0,NONE,0,NONE,NONE,gFieldFunc_Bike,0,NONE,NONE,NONE,0,NONE,NEVER,NONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_TEACHY_TV,586,NONE,366,ITEM_TEACHY_TV,CFRU_APPEND,おしえテレビ,DESC_TEACHY_TV,gItemIcon_TeachyTVTiles,gItemIcon_TeachyTVPal,POCKET_KEY_ITEMS,0,1,KEY_ITEM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,1,0,0,NONE,0,NONE,NONE,gFieldFunc_TeachTV,0,NONE,NONE,NONE,0,NONE,NEVER,NONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
ITEM_KEY_RUBY,587,NONE,373,ITEM_RUBY,CFRU_APPEND,ルビー,DESC_RUBY,gItemIcon_RubyTiles,gItemIcon_RubyPal,POCKET_KEY_ITEMS,0,1,KEY_ITEM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,1,0,0,NONE,0,NONE,NONE,gFieldFunc_Item_None,0,NONE,NONE,NONE,0,NONE,NEVER,NONE,SUPPLY_T12_T16_PENDING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU source ID alias generated
