species_key,id,vega_id,dpe_id,dpe_symbol,classification,display_name,form_key,is_official,canonical_national_dex,review_state,status,notes
SPECIES_KEY_SHADOW_WARRIOR,887,,706,SPECIES_SHADOW_WARRIOR,DPE_FORM_APPEND,かげ,FORM_KEY_SHADOW_WARRIOR,true,488,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_BURMY_SANDY,888,,707,SPECIES_BURMY_SANDY,DPE_FORM_APPEND,ミノムッチ,FORM_KEY_BURMY_SANDY,true,412,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_BURMY_TRASH,889,,708,SPECIES_BURMY_TRASH,DPE_FORM_APPEND,ミノムッチ,FORM_KEY_BURMY_TRASH,true,412,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_WORMADAM_SANDY,890,,709,SPECIES_WORMADAM_SANDY,DPE_FORM_APPEND,ミノマダム,FORM_KEY_WORMADAM_SANDY,true,413,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_WORMADAM_TRASH,891,,710,SPECIES_WORMADAM_TRASH,DPE_FORM_APPEND,ミノマダム,FORM_KEY_WORMADAM_TRASH,true,413,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_SHELLOS_EAST,892,,711,SPECIES_SHELLOS_EAST,DPE_FORM_APPEND,カラナクシ,FORM_KEY_SHELLOS_EAST,true,422,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_GASTRODON_EAST,893,,712,SPECIES_GASTRODON_EAST,DPE_FORM_APPEND,トリトドン,FORM_KEY_GASTRODON_EAST,true,423,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ROTOM_HEAT,894,,713,SPECIES_ROTOM_HEAT,DPE_FORM_APPEND,ロトム,FORM_KEY_ROTOM_HEAT,true,479,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ROTOM_WASH,895,,714,SPECIES_ROTOM_WASH,DPE_FORM_APPEND,ロトム,FORM_KEY_ROTOM_WASH,true,479,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ROTOM_FROST,896,,715,SPECIES_ROTOM_FROST,DPE_FORM_APPEND,ロトム,FORM_KEY_ROTOM_FROST,true,479,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ROTOM_FAN,897,,716,SPECIES_ROTOM_FAN,DPE_FORM_APPEND,ロトム,FORM_KEY_ROTOM_FAN,true,479,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ROTOM_MOW,898,,717,SPECIES_ROTOM_MOW,DPE_FORM_APPEND,ロトム,FORM_KEY_ROTOM_MOW,true,479,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_GIRATINA_ORIGIN,899,,718,SPECIES_GIRATINA_ORIGIN,DPE_FORM_APPEND,ギラティナ,FORM_KEY_GIRATINA_ORIGIN,true,487,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_SHAYMIN_SKY,900,,719,SPECIES_SHAYMIN_SKY,DPE_FORM_APPEND,シェイミ,FORM_KEY_SHAYMIN_SKY,true,492,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ARCEUS_FIGHT,901,,720,SPECIES_ARCEUS_FIGHT,DPE_FORM_APPEND,アルセウス,FORM_KEY_ARCEUS_FIGHT,true,493,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ARCEUS_FLYING,902,,721,SPECIES_ARCEUS_FLYING,DPE_FORM_APPEND,アルセウス,FORM_KEY_ARCEUS_FLYING,true,493,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ARCEUS_POISON,903,,722,SPECIES_ARCEUS_POISON,DPE_FORM_APPEND,アルセウス,FORM_KEY_ARCEUS_POISON,true,493,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ARCEUS_GROUND,904,,723,SPECIES_ARCEUS_GROUND,DPE_FORM_APPEND,アルセウス,FORM_KEY_ARCEUS_GROUND,true,493,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ARCEUS_ROCK,905,,724,SPECIES_ARCEUS_ROCK,DPE_FORM_APPEND,アルセウス,FORM_KEY_ARCEUS_ROCK,true,493,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ARCEUS_BUG,906,,725,SPECIES_ARCEUS_BUG,DPE_FORM_APPEND,アルセウス,FORM_KEY_ARCEUS_BUG,true,493,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ARCEUS_GHOST,907,,726,SPECIES_ARCEUS_GHOST,DPE_FORM_APPEND,アルセウス,FORM_KEY_ARCEUS_GHOST,true,493,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ARCEUS_STEEL,908,,727,SPECIES_ARCEUS_STEEL,DPE_FORM_APPEND,アルセウス,FORM_KEY_ARCEUS_STEEL,true,493,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ARCEUS_FIRE,909,,728,SPECIES_ARCEUS_FIRE,DPE_FORM_APPEND,アルセウス,FORM_KEY_ARCEUS_FIRE,true,493,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ARCEUS_WATER,910,,729,SPECIES_ARCEUS_WATER,DPE_FORM_APPEND,アルセウス,FORM_KEY_ARCEUS_WATER,true,493,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ARCEUS_GRASS,911,,730,SPECIES_ARCEUS_GRASS,DPE_FORM_APPEND,アルセウス,FORM_KEY_ARCEUS_GRASS,true,493,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ARCEUS_ELECTRIC,912,,731,SPECIES_ARCEUS_ELECTRIC,DPE_FORM_APPEND,アルセウス,FORM_KEY_ARCEUS_ELECTRIC,true,493,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ARCEUS_PSYCHIC,913,,732,SPECIES_ARCEUS_PSYCHIC,DPE_FORM_APPEND,アルセウス,FORM_KEY_ARCEUS_PSYCHIC,true,493,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ARCEUS_ICE,914,,733,SPECIES_ARCEUS_ICE,DPE_FORM_APPEND,アルセウス,FORM_KEY_ARCEUS_ICE,true,493,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ARCEUS_DRAGON,915,,734,SPECIES_ARCEUS_DRAGON,DPE_FORM_APPEND,アルセウス,FORM_KEY_ARCEUS_DRAGON,true,493,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ARCEUS_DARK,916,,735,SPECIES_ARCEUS_DARK,DPE_FORM_APPEND,アルセウス,FORM_KEY_ARCEUS_DARK,true,493,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_BASCULIN_BLUE,917,,736,SPECIES_BASCULIN_BLUE,DPE_FORM_APPEND,バスラオ,FORM_KEY_BASCULIN_BLUE,true,550,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_DARMANITANZEN,918,,737,SPECIES_DARMANITANZEN,DPE_FORM_APPEND,ヒヒダルマ,FORM_KEY_DARMANITANZEN,true,555,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_DEERLING_SUMMER,919,,738,SPECIES_DEERLING_SUMMER,DPE_FORM_APPEND,シキジカ,FORM_KEY_DEERLING_SUMMER,true,585,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_DEERLING_AUTUMN,920,,739,SPECIES_DEERLING_AUTUMN,DPE_FORM_APPEND,シキジカ,FORM_KEY_DEERLING_AUTUMN,true,585,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_DEERLING_WINTER,921,,740,SPECIES_DEERLING_WINTER,DPE_FORM_APPEND,シキジカ,FORM_KEY_DEERLING_WINTER,true,585,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_SAWSBUCK_SUMMER,922,,741,SPECIES_SAWSBUCK_SUMMER,DPE_FORM_APPEND,メブキジカ,FORM_KEY_SAWSBUCK_SUMMER,true,586,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_SAWSBUCK_AUTUMN,923,,742,SPECIES_SAWSBUCK_AUTUMN,DPE_FORM_APPEND,メブキジカ,FORM_KEY_SAWSBUCK_AUTUMN,true,586,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_SAWSBUCK_WINTER,924,,743,SPECIES_SAWSBUCK_WINTER,DPE_FORM_APPEND,メブキジカ,FORM_KEY_SAWSBUCK_WINTER,true,586,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_HIPPOPOTAS_F,925,,744,SPECIES_HIPPOPOTAS_F,DPE_FORM_APPEND,ヒポポタス,FORM_KEY_HIPPOPOTAS_F,true,449,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_HIPPOWDON_F,926,,745,SPECIES_HIPPOWDON_F,DPE_FORM_APPEND,カバルドン,FORM_KEY_HIPPOWDON_F,true,450,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_MELOETTA_PIROUETTE,927,,746,SPECIES_MELOETTA_PIROUETTE,DPE_FORM_APPEND,メロエッタ,FORM_KEY_MELOETTA_PIROUETTE,true,648,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_GENESECT_SHOCK,928,,747,SPECIES_GENESECT_SHOCK,DPE_FORM_APPEND,ゲノセクト,FORM_KEY_GENESECT_SHOCK,true,649,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_GENESECT_BURN,929,,748,SPECIES_GENESECT_BURN,DPE_FORM_APPEND,ゲノセクト,FORM_KEY_GENESECT_BURN,true,649,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_GENESECT_CHILL,930,,749,SPECIES_GENESECT_CHILL,DPE_FORM_APPEND,ゲノセクト,FORM_KEY_GENESECT_CHILL,true,649,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_GENESECT_DOUSE,931,,750,SPECIES_GENESECT_DOUSE,DPE_FORM_APPEND,ゲノセクト,FORM_KEY_GENESECT_DOUSE,true,649,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_CHERRIM_SUN,932,,751,SPECIES_CHERRIM_SUN,DPE_FORM_APPEND,チェリム,FORM_KEY_CHERRIM_SUN,true,421,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_KYUREM_BLACK,933,,752,SPECIES_KYUREM_BLACK,DPE_FORM_APPEND,キュレム,FORM_KEY_KYUREM_BLACK,true,646,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_KYUREM_WHITE,934,,753,SPECIES_KYUREM_WHITE,DPE_FORM_APPEND,キュレム,FORM_KEY_KYUREM_WHITE,true,646,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_TORNADUS_THERIAN,935,,754,SPECIES_TORNADUS_THERIAN,DPE_FORM_APPEND,トルネロス,FORM_KEY_TORNADUS_THERIAN,true,641,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_THUNDURUS_THERIAN,936,,755,SPECIES_THUNDURUS_THERIAN,DPE_FORM_APPEND,ボルトロス,FORM_KEY_THUNDURUS_THERIAN,true,642,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_LANDORUS_THERIAN,937,,756,SPECIES_LANDORUS_THERIAN,DPE_FORM_APPEND,ランドロス,FORM_KEY_LANDORUS_THERIAN,true,645,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_KELDEO_RESOLUTE,938,,757,SPECIES_KELDEO_RESOLUTE,DPE_FORM_APPEND,ケルディオ,FORM_KEY_KELDEO_RESOLUTE,true,647,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_CHESPIN,939,,758,SPECIES_CHESPIN,DPE_SPECIES_APPEND,ハリマロン,,true,650,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_QUILLADIN,940,,759,SPECIES_QUILLADIN,DPE_SPECIES_APPEND,ハリボーグ,,true,651,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CHESNAUGHT,941,,760,SPECIES_CHESNAUGHT,DPE_SPECIES_APPEND,ブリガロン,,true,652,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_FENNEKIN,942,,761,SPECIES_FENNEKIN,DPE_SPECIES_APPEND,フォッコ,,true,653,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_BRAIXEN,943,,762,SPECIES_BRAIXEN,DPE_SPECIES_APPEND,テールナー,,true,654,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_DELPHOX,944,,763,SPECIES_DELPHOX,DPE_SPECIES_APPEND,マフォクシー,,true,655,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_FROAKIE,945,,764,SPECIES_FROAKIE,DPE_SPECIES_APPEND,ケロマツ,,true,656,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_FROGADIER,946,,765,SPECIES_FROGADIER,DPE_SPECIES_APPEND,ゲコガシラ,,true,657,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_GRENINJA,947,,766,SPECIES_GRENINJA,DPE_SPECIES_APPEND,ゲッコウガ,,true,658,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_BUNNELBY,948,,767,SPECIES_BUNNELBY,DPE_SPECIES_APPEND,ホルビー,,true,659,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_DIGGERSBY,949,,768,SPECIES_DIGGERSBY,DPE_SPECIES_APPEND,ホルード,,true,660,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_FLETCHLING,950,,769,SPECIES_FLETCHLING,DPE_SPECIES_APPEND,ヤヤコマ,,true,661,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_FLETCHINDER,951,,770,SPECIES_FLETCHINDER,DPE_SPECIES_APPEND,ヒノヤコマ,,true,662,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_TALONFLAME,952,,771,SPECIES_TALONFLAME,DPE_SPECIES_APPEND,ファイアロー,,true,663,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SCATTERBUG,953,,772,SPECIES_SCATTERBUG,DPE_SPECIES_APPEND,コフキムシ,,true,664,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SPEWPA,954,,773,SPECIES_SPEWPA,DPE_SPECIES_APPEND,コフーライ,,true,665,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_VIVILLON,955,,774,SPECIES_VIVILLON,DPE_SPECIES_APPEND,ビビヨン,,true,666,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_LITLEO,956,,775,SPECIES_LITLEO,DPE_SPECIES_APPEND,シシコ,,true,667,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_PYROAR,957,,776,SPECIES_PYROAR,DPE_SPECIES_APPEND,カエンジシ,,true,668,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_FLABEBE,958,,777,SPECIES_FLABEBE,DPE_SPECIES_APPEND,フラベベ,,true,669,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_FLOETTE,959,,778,SPECIES_FLOETTE,DPE_SPECIES_APPEND,フラエッテ,,true,670,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_FLORGES,960,,779,SPECIES_FLORGES,DPE_SPECIES_APPEND,フラージェス,,true,671,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SKIDDO,961,,780,SPECIES_SKIDDO,DPE_SPECIES_APPEND,メェークル,,true,672,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_GOGOAT,962,,781,SPECIES_GOGOAT,DPE_SPECIES_APPEND,ゴーゴート,,true,673,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_PANCHAM,963,,782,SPECIES_PANCHAM,DPE_SPECIES_APPEND,ヤンチャム,,true,674,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_PANGORO,964,,783,SPECIES_PANGORO,DPE_SPECIES_APPEND,ゴロンダ,,true,675,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_FURFROU,965,,784,SPECIES_FURFROU,DPE_SPECIES_APPEND,トリミアン,,true,676,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_ESPURR,966,,785,SPECIES_ESPURR,DPE_SPECIES_APPEND,ニャスパー,,true,677,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MEOWSTIC,967,,786,SPECIES_MEOWSTIC,DPE_SPECIES_APPEND,ニャオニクス,,true,678,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_HONEDGE,968,,787,SPECIES_HONEDGE,DPE_SPECIES_APPEND,ヒトツキ,,true,679,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_DOUBLADE,969,,788,SPECIES_DOUBLADE,DPE_SPECIES_APPEND,ニダンギル,,true,680,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_AEGISLASH,970,,789,SPECIES_AEGISLASH,DPE_SPECIES_APPEND,ギルガルド,,true,681,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SPRITZEE,971,,790,SPECIES_SPRITZEE,DPE_SPECIES_APPEND,シュシュプ,,true,682,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_AROMATISSE,972,,791,SPECIES_AROMATISSE,DPE_SPECIES_APPEND,フレフワン,,true,683,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SWIRLIX,973,,792,SPECIES_SWIRLIX,DPE_SPECIES_APPEND,ペロッパフ,,true,684,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SLURPUFF,974,,793,SPECIES_SLURPUFF,DPE_SPECIES_APPEND,ペロリーム,,true,685,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_INKAY,975,,794,SPECIES_INKAY,DPE_SPECIES_APPEND,マーイーカ,,true,686,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MALAMAR,976,,795,SPECIES_MALAMAR,DPE_SPECIES_APPEND,カラマネロ,,true,687,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_BINACLE,977,,796,SPECIES_BINACLE,DPE_SPECIES_APPEND,カメテテ,,true,688,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_BARBARACLE,978,,797,SPECIES_BARBARACLE,DPE_SPECIES_APPEND,ガメノデス,,true,689,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SKRELP,979,,798,SPECIES_SKRELP,DPE_SPECIES_APPEND,クズモー,,true,690,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_DRAGALGE,980,,799,SPECIES_DRAGALGE,DPE_SPECIES_APPEND,ドラミドロ,,true,691,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CLAUNCHER,981,,800,SPECIES_CLAUNCHER,DPE_SPECIES_APPEND,ウデッポウ,,true,692,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CLAWITZER,982,,801,SPECIES_CLAWITZER,DPE_SPECIES_APPEND,ブロスター,,true,693,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_HELIOPTILE,983,,802,SPECIES_HELIOPTILE,DPE_SPECIES_APPEND,エリキテル,,true,694,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_HELIOLISK,984,,803,SPECIES_HELIOLISK,DPE_SPECIES_APPEND,エレザード,,true,695,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_TYRUNT,985,,804,SPECIES_TYRUNT,DPE_SPECIES_APPEND,チゴラス,,true,696,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_TYRANTRUM,986,,805,SPECIES_TYRANTRUM,DPE_SPECIES_APPEND,ガチゴラス,,true,697,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_AMAURA,987,,806,SPECIES_AMAURA,DPE_SPECIES_APPEND,アマルス,,true,698,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_AURORUS,988,,807,SPECIES_AURORUS,DPE_SPECIES_APPEND,アマルルガ,,true,699,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SYLVEON,989,,808,SPECIES_SYLVEON,DPE_SPECIES_APPEND,ニンフィア,,true,700,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_HAWLUCHA,990,,809,SPECIES_HAWLUCHA,DPE_SPECIES_APPEND,ルチャブル,,true,701,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_DEDENNE,991,,810,SPECIES_DEDENNE,DPE_SPECIES_APPEND,デデンネ,,true,702,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CARBINK,992,,811,SPECIES_CARBINK,DPE_SPECIES_APPEND,メレシー,,true,703,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_GOOMY,993,,812,SPECIES_GOOMY,DPE_SPECIES_APPEND,ヌメラ,,true,704,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SLIGGOO,994,,813,SPECIES_SLIGGOO,DPE_SPECIES_APPEND,ヌメイル,,true,705,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_GOODRA,995,,814,SPECIES_GOODRA,DPE_SPECIES_APPEND,ヌメルゴン,,true,706,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_KLEFKI,996,,815,SPECIES_KLEFKI,DPE_SPECIES_APPEND,クレッフィ,,true,707,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_PHANTUMP,997,,816,SPECIES_PHANTUMP,DPE_SPECIES_APPEND,ボクレー,,true,708,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_TREVENANT,998,,817,SPECIES_TREVENANT,DPE_SPECIES_APPEND,オーロット,,true,709,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_PUMPKABOO,999,,818,SPECIES_PUMPKABOO,DPE_SPECIES_APPEND,バケッチャ,,true,710,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_GOURGEIST,1000,,819,SPECIES_GOURGEIST,DPE_SPECIES_APPEND,パンプジン,,true,711,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_BERGMITE,1001,,820,SPECIES_BERGMITE,DPE_SPECIES_APPEND,カチコール,,true,712,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_AVALUGG,1002,,821,SPECIES_AVALUGG,DPE_SPECIES_APPEND,クレベース,,true,713,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_NOIBAT,1003,,822,SPECIES_NOIBAT,DPE_SPECIES_APPEND,オンバット,,true,714,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_NOIVERN,1004,,823,SPECIES_NOIVERN,DPE_SPECIES_APPEND,オンバーン,,true,715,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_XERNEAS,1005,,824,SPECIES_XERNEAS,DPE_SPECIES_APPEND,ゼルネアス,,true,716,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_YVELTAL,1006,,825,SPECIES_YVELTAL,DPE_SPECIES_APPEND,イベルタル,,true,717,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_ZYGARDE,1007,,826,SPECIES_ZYGARDE,DPE_SPECIES_APPEND,ジガルデ,,true,718,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_DIANCIE,1008,,827,SPECIES_DIANCIE,DPE_SPECIES_APPEND,ディアンシー,,true,719,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_HOOPA,1009,,828,SPECIES_HOOPA,DPE_SPECIES_APPEND,フーパ,,true,720,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_HOOPA_UNBOUND,1010,,829,SPECIES_HOOPA_UNBOUND,DPE_FORM_APPEND,フーパ,FORM_KEY_HOOPA_UNBOUND,true,720,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_VOLCANION,1011,,830,SPECIES_VOLCANION,DPE_SPECIES_APPEND,ボルケニオン,,true,721,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_PYROAR_FEMALE,1012,,831,SPECIES_PYROAR_FEMALE,DPE_FORM_APPEND,カエンジシ,FORM_KEY_PYROAR_FEMALE,true,668,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_MEOWSTIC_FEMALE,1013,,832,SPECIES_MEOWSTIC_FEMALE,DPE_FORM_APPEND,ニャオニクス,FORM_KEY_MEOWSTIC_FEMALE,true,678,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_AEGISLASH_BLADE,1014,,833,SPECIES_AEGISLASH_BLADE,DPE_FORM_APPEND,ギルガルド,FORM_KEY_AEGISLASH_BLADE,true,681,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ARCEUS_FAIRY,1015,,834,SPECIES_ARCEUS_FAIRY,DPE_FORM_APPEND,アルセウス,FORM_KEY_ARCEUS_FAIRY,true,493,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ZYGARDE_CELL,1016,,835,SPECIES_ZYGARDE_CELL,DPE_FORM_APPEND,ジガルデ,FORM_KEY_ZYGARDE_CELL,true,718,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ZYGARDE_CORE,1017,,836,SPECIES_ZYGARDE_CORE,DPE_FORM_APPEND,ジガルデ,FORM_KEY_ZYGARDE_CORE,true,718,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ZYGARDE_10,1018,,837,SPECIES_ZYGARDE_10,DPE_FORM_APPEND,ジガルデ,FORM_KEY_ZYGARDE_10,true,718,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ZYGARDE_COMPLETE,1019,,838,SPECIES_ZYGARDE_COMPLETE,DPE_FORM_APPEND,ジガルデ,FORM_KEY_ZYGARDE_COMPLETE,true,718,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_ASHGRENINJA,1020,,839,SPECIES_ASHGRENINJA,DPE_FORM_APPEND,ゲッコウガ,FORM_KEY_ASHGRENINJA,true,658,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_FLABEBE_BLUE,1021,,840,SPECIES_FLABEBE_BLUE,DPE_FORM_APPEND,フラベベ,FORM_KEY_FLABEBE_BLUE,true,669,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_FLABEBE_ORANGE,1022,,841,SPECIES_FLABEBE_ORANGE,DPE_FORM_APPEND,フラベベ,FORM_KEY_FLABEBE_ORANGE,true,669,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
SPECIES_KEY_FLABEBE_YELLOW,1023,,842,SPECIES_FLABEBE_YELLOW,DPE_FORM_APPEND,フラベベ,FORM_KEY_FLABEBE_YELLOW,true,669,REVIEWED_FORM_NATIONAL_DEX,APPENDED,
