research_key,region,map_key,logical_location_key,base_table_key,species_key,evolution_chain_id,level_min,level_max,iv_floor,hidden_ability_rate,egg_move_policy,held_item_policy,shiny_policy,unlock_key,normal_preserved,shared_capture_key,status,notes
RESEARCH_KEY_KANTO_0609,KANTO,MAP_KEY_KANTO_K10,K10,TABLE_KEY_KANTO_K10,SPECIES_KEY_STUNFISK,313,78,84,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_1,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0610,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_STUNFISK,313,45,68,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存テーブル・固定イベント・配布・進化参照を変更しない。
RESEARCH_KEY_KANTO_0611,KANTO,MAP_KEY_KANTO_K09,K09,TABLE_KEY_KANTO_K09,SPECIES_KEY_MIENFOO,314,77,82,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0612,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_MIENFOO,314,45,68,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存テーブル・固定イベント・配布・進化参照を変更しない。
RESEARCH_KEY_KANTO_0613,KANTO,MAP_KEY_KANTO_K43,K43,TABLE_KEY_KANTO_K43,SPECIES_KEY_DRUDDIGON,315,95,100,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_6,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0614,TOHOKU,MAP_KEY_TOHOKU_T031,T031,TABLE_KEY_TOHOKU_T031,SPECIES_KEY_DRUDDIGON,315,36,46,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_5,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0615,KANTO,MAP_KEY_KANTO_K41,K41,TABLE_KEY_KANTO_K41,SPECIES_KEY_GOLETT,316,90,97,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_5,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0616,TOHOKU,MAP_KEY_TOHOKU_T034,T034,TABLE_KEY_TOHOKU_T034,SPECIES_KEY_GOLETT,316,42,55,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_6,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0617,KANTO,MAP_KEY_KANTO_LEAGUE,K42,TABLE_KEY_KANTO_K42,SPECIES_KEY_PAWNIARD,317,94,100,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_LEAGUE,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0618,TOHOKU,MAP_KEY_TOHOKU_T035,T035,TABLE_KEY_TOHOKU_T035,SPECIES_KEY_PAWNIARD,317,44,57,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_6,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0619,KANTO,MAP_KEY_KANTO_K34,K34,TABLE_KEY_KANTO_K34,SPECIES_KEY_BOUFFALANT,318,85,94,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_3,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0620,TOHOKU,MAP_KEY_TOHOKU_T503,T503,TABLE_KEY_TOHOKU_T503,SPECIES_KEY_BOUFFALANT,318,5,9,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0621,KANTO,MAP_KEY_KANTO_ROUTE1,K01,TABLE_KEY_KANTO_K01,SPECIES_KEY_RUFFLET,319,68,72,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0622,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_RUFFLET,319,2,5,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0623,KANTO,MAP_KEY_KANTO_K03,K03,TABLE_KEY_KANTO_K03,SPECIES_KEY_VULLABY,320,71,75,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0624,TOHOKU,MAP_KEY_TOHOKU_T522,T522,TABLE_KEY_TOHOKU_T522,SPECIES_KEY_VULLABY,320,47,54,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_7,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0625,KANTO,MAP_KEY_KANTO_K17,K17,TABLE_KEY_KANTO_K17,SPECIES_KEY_HEATMOR,321,83,89,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_2,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0626,TOHOKU,MAP_KEY_TOHOKU_T037,T037,TABLE_KEY_TOHOKU_T037,SPECIES_KEY_HEATMOR,321,38,48,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_6,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0627,KANTO,MAP_KEY_KANTO_K33,K33,TABLE_KEY_KANTO_K33,SPECIES_KEY_DURANT,322,82,90,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_2,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0628,TOHOKU,MAP_KEY_TOHOKU_T036,T036,TABLE_KEY_TOHOKU_T036,SPECIES_KEY_DURANT,322,38,48,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_6,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0629,KANTO,MAP_KEY_KANTO_K23,K23,TABLE_KEY_KANTO_K23,SPECIES_KEY_DEINO,323,92,98,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_5,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0630,TOHOKU,MAP_KEY_TOHOKU_T040,T040,TABLE_KEY_TOHOKU_T040,SPECIES_KEY_DEINO,323,50,60,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_7,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0631,KANTO,MAP_KEY_KANTO_K24,K24,TABLE_KEY_KANTO_K24,SPECIES_KEY_LARVESTA,324,74,79,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0632,TOHOKU,MAP_KEY_TOHOKU_T503,T503,TABLE_KEY_TOHOKU_T503,SPECIES_KEY_LARVESTA,324,5,9,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0633,KANTO,MAP_KEY_KANTO_VERMILION_TERMINAL,K46,TABLE_KEY_KANTO_K46,SPECIES_KEY_COBALION,325,75,75,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,SHARED_CAPTURE_KEY_NATIONAL_0638,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_TOHOKU_0634,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_COBALION,325,45,68,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,SHARED_CAPTURE_KEY_NATIONAL_0638,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_KANTO_0635,KANTO,MAP_KEY_KANTO_VERMILION_TERMINAL,K46,TABLE_KEY_KANTO_K46,SPECIES_KEY_TERRAKION,326,75,75,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,SHARED_CAPTURE_KEY_NATIONAL_0639,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_TOHOKU_0636,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_TERRAKION,326,45,68,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,SHARED_CAPTURE_KEY_NATIONAL_0639,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_KANTO_0637,KANTO,MAP_KEY_KANTO_VERMILION_TERMINAL,K46,TABLE_KEY_KANTO_K46,SPECIES_KEY_VIRIZION,327,75,75,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,SHARED_CAPTURE_KEY_NATIONAL_0640,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_TOHOKU_0638,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_VIRIZION,327,45,68,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,SHARED_CAPTURE_KEY_NATIONAL_0640,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_KANTO_0639,KANTO,MAP_KEY_KANTO_VERMILION_TERMINAL,K46,TABLE_KEY_KANTO_K46,SPECIES_KEY_TORNADUS,328,68,100,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,SHARED_CAPTURE_KEY_NATIONAL_0641,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_TOHOKU_0640,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_TORNADUS,328,75,75,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,SHARED_CAPTURE_KEY_NATIONAL_0641,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_KANTO_0641,KANTO,MAP_KEY_KANTO_VERMILION_TERMINAL,K46,TABLE_KEY_KANTO_K46,SPECIES_KEY_THUNDURUS,329,75,75,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,SHARED_CAPTURE_KEY_NATIONAL_0642,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_TOHOKU_0642,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_THUNDURUS,329,45,68,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,SHARED_CAPTURE_KEY_NATIONAL_0642,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_KANTO_0643,KANTO,MAP_KEY_KANTO_VERMILION_TERMINAL,K46,TABLE_KEY_KANTO_K46,SPECIES_KEY_RESHIRAM,330,68,100,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,SHARED_CAPTURE_KEY_NATIONAL_0643,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_TOHOKU_0644,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_RESHIRAM,330,75,75,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,SHARED_CAPTURE_KEY_NATIONAL_0643,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_KANTO_0645,KANTO,MAP_KEY_KANTO_VERMILION_TERMINAL,K46,TABLE_KEY_KANTO_K46,SPECIES_KEY_ZEKROM,331,68,100,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,SHARED_CAPTURE_KEY_NATIONAL_0644,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_TOHOKU_0646,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_ZEKROM,331,75,75,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,SHARED_CAPTURE_KEY_NATIONAL_0644,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_KANTO_0647,KANTO,MAP_KEY_KANTO_VERMILION_TERMINAL,K46,TABLE_KEY_KANTO_K46,SPECIES_KEY_LANDORUS,332,75,75,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,SHARED_CAPTURE_KEY_NATIONAL_0645,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_TOHOKU_0648,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_LANDORUS,332,45,68,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,SHARED_CAPTURE_KEY_NATIONAL_0645,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_KANTO_0649,KANTO,MAP_KEY_KANTO_VERMILION_TERMINAL,K46,TABLE_KEY_KANTO_K46,SPECIES_KEY_KYUREM,333,68,100,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,SHARED_CAPTURE_KEY_NATIONAL_0646,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_TOHOKU_0650,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_KYUREM,333,75,75,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,SHARED_CAPTURE_KEY_NATIONAL_0646,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_KANTO_0651,KANTO,MAP_KEY_KANTO_VERMILION_TERMINAL,K46,TABLE_KEY_KANTO_K46,SPECIES_KEY_KELDEO,334,80,80,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,SHARED_CAPTURE_KEY_NATIONAL_0647,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_TOHOKU_0652,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_KELDEO,334,45,68,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,SHARED_CAPTURE_KEY_NATIONAL_0647,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_KANTO_0653,KANTO,MAP_KEY_KANTO_VERMILION_TERMINAL,K46,TABLE_KEY_KANTO_K46,SPECIES_KEY_MELOETTA,335,80,80,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,SHARED_CAPTURE_KEY_NATIONAL_0648,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_TOHOKU_0654,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_MELOETTA,335,45,68,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,SHARED_CAPTURE_KEY_NATIONAL_0648,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_KANTO_0655,KANTO,MAP_KEY_KANTO_VERMILION_TERMINAL,K46,TABLE_KEY_KANTO_K46,SPECIES_KEY_GENESECT,336,80,80,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,SHARED_CAPTURE_KEY_NATIONAL_0649,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_TOHOKU_0656,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_GENESECT,336,45,68,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,SHARED_CAPTURE_KEY_NATIONAL_0649,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_KANTO_0657,KANTO,MAP_KEY_KANTO_K47,K47,TABLE_KEY_KANTO_K47,SPECIES_KEY_CHESPIN,337,68,68,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0658,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_CHESPIN,337,5,5,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0659,KANTO,MAP_KEY_KANTO_K47,K47,TABLE_KEY_KANTO_K47,SPECIES_KEY_FENNEKIN,338,68,68,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0660,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_FENNEKIN,338,5,5,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0661,KANTO,MAP_KEY_KANTO_K47,K47,TABLE_KEY_KANTO_K47,SPECIES_KEY_FROAKIE,339,68,68,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0662,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_FROAKIE,339,5,5,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0663,KANTO,MAP_KEY_KANTO_K04,K04,TABLE_KEY_KANTO_K04,SPECIES_KEY_BUNNELBY,340,72,77,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0664,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_BUNNELBY,340,2,5,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0665,KANTO,MAP_KEY_KANTO_ROUTE1,K01,TABLE_KEY_KANTO_K01,SPECIES_KEY_FLETCHLING,341,68,72,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0666,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_FLETCHLING,341,2,5,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0667,KANTO,MAP_KEY_KANTO_K24,K24,TABLE_KEY_KANTO_K24,SPECIES_KEY_SCATTERBUG,342,74,79,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0668,TOHOKU,MAP_KEY_TOHOKU_T505,T505,TABLE_KEY_TOHOKU_T505,SPECIES_KEY_SCATTERBUG,342,10,14,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_1,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
