ability_key,id,vega_id,cfru_id,cfru_symbol,dpe_symbol,classification,display_name,description_key,effect_key,runtime_binding,status,notes
ABILITY_KEY_GALEWINGS,178,NONE,177,ABILITY_GALEWINGS,ABILITY_GALEWINGS,CFRU_APPEND,はやてのつばさ,ABILITY_DESC_GALEWINGS,ABILITY_EFFECT_GALEWINGS,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_MEGALAUNCHER,179,NONE,178,ABILITY_MEGALAUNCHER,ABILITY_MEGALAUNCHER,CFRU_APPEND,メガランチャー,ABILITY_DESC_MEGALAUNCHER,ABILITY_EFFECT_MEGALAUNCHER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_GRASSPELT,180,NONE,179,ABILITY_GRASSPELT,ABILITY_GRASSPELT,CFRU_APPEND,くさのけがわ,ABILITY_DESC_GRASSPELT,ABILITY_EFFECT_GRASSPELT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SYMBIOSIS,181,NONE,180,ABILITY_SYMBIOSIS,ABILITY_SYMBIOSIS,CFRU_APPEND,きょうせい,ABILITY_DESC_SYMBIOSIS,ABILITY_EFFECT_SYMBIOSIS,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_TOUGHCLAWS,182,NONE,181,ABILITY_TOUGHCLAWS,ABILITY_TOUGHCLAWS,CFRU_APPEND,かたいツメ,ABILITY_DESC_TOUGHCLAWS,ABILITY_EFFECT_TOUGHCLAWS,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_PIXILATE,183,NONE,182,ABILITY_PIXILATE,ABILITY_PIXILATE,CFRU_APPEND,フェアリースキン,ABILITY_DESC_PIXILATE,ABILITY_EFFECT_PIXILATE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_GOOEY,184,NONE,183,ABILITY_GOOEY,ABILITY_GOOEY,CFRU_APPEND,ぬめぬめ,ABILITY_DESC_GOOEY,ABILITY_EFFECT_GOOEY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_AERILATE,185,NONE,184,ABILITY_AERILATE,ABILITY_AERILATE,CFRU_APPEND,スカイスキン,ABILITY_DESC_AERILATE,ABILITY_EFFECT_AERILATE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_PARENTALBOND,186,NONE,185,ABILITY_PARENTALBOND,ABILITY_PARENTALBOND,CFRU_APPEND,おやこあい,ABILITY_DESC_PARENTALBOND,ABILITY_EFFECT_PARENTALBOND,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_DARKAURA,187,NONE,186,ABILITY_DARKAURA,ABILITY_DARKAURA,CFRU_APPEND,ダークオーラ,ABILITY_DESC_DARKAURA,ABILITY_EFFECT_DARKAURA,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_FAIRYAURA,188,NONE,187,ABILITY_FAIRYAURA,ABILITY_FAIRYAURA,CFRU_APPEND,フェアリーオーラ,ABILITY_DESC_FAIRYAURA,ABILITY_EFFECT_FAIRYAURA,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_AURABREAK,189,NONE,188,ABILITY_AURABREAK,ABILITY_AURABREAK,CFRU_APPEND,オーラブレイク,ABILITY_DESC_AURABREAK,ABILITY_EFFECT_AURABREAK,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_PRIMORDIALSEA,190,NONE,189,ABILITY_PRIMORDIALSEA,ABILITY_PRIMORDIALSEA,CFRU_APPEND,はじまりのうみ,ABILITY_DESC_PRIMORDIALSEA,ABILITY_EFFECT_PRIMORDIALSEA,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_DESOLATELAND,191,NONE,190,ABILITY_DESOLATELAND,ABILITY_DESOLATELAND,CFRU_APPEND,おわりのだいち,ABILITY_DESC_DESOLATELAND,ABILITY_EFFECT_DESOLATELAND,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_DELTASTREAM,192,NONE,191,ABILITY_DELTASTREAM,ABILITY_DELTASTREAM,CFRU_APPEND,デルタストリーム,ABILITY_DESC_DELTASTREAM,ABILITY_EFFECT_DELTASTREAM,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_STAMINA,193,NONE,192,ABILITY_STAMINA,ABILITY_STAMINA,CFRU_APPEND,じきゅうりょく,ABILITY_DESC_STAMINA,ABILITY_EFFECT_STAMINA,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_WIMPOUT,194,NONE,193,ABILITY_WIMPOUT,ABILITY_WIMPOUT,CFRU_APPEND,にげごし,ABILITY_DESC_WIMPOUT,ABILITY_EFFECT_WIMPOUT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_EMERGENCYEXIT,195,NONE,194,ABILITY_EMERGENCYEXIT,ABILITY_EMERGENCYEXIT,CFRU_APPEND,ききかいひ,ABILITY_DESC_EMERGENCYEXIT,ABILITY_EFFECT_EMERGENCYEXIT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_WATERCOMPACTION,196,NONE,195,ABILITY_WATERCOMPACTION,ABILITY_WATERCOMPACTION,CFRU_APPEND,みずがため,ABILITY_DESC_WATERCOMPACTION,ABILITY_EFFECT_WATERCOMPACTION,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_MERCILESS,197,NONE,196,ABILITY_MERCILESS,ABILITY_MERCILESS,CFRU_APPEND,ひとでなし,ABILITY_DESC_MERCILESS,ABILITY_EFFECT_MERCILESS,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SHIELDSDOWN,198,NONE,197,ABILITY_SHIELDSDOWN,ABILITY_SHIELDSDOWN,CFRU_APPEND,リミットシールド,ABILITY_DESC_SHIELDSDOWN,ABILITY_EFFECT_SHIELDSDOWN,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_STAKEOUT,199,NONE,198,ABILITY_STAKEOUT,ABILITY_STAKEOUT,CFRU_APPEND,はりこみ,ABILITY_DESC_STAKEOUT,ABILITY_EFFECT_STAKEOUT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_WATERBUBBLE,200,NONE,199,ABILITY_WATERBUBBLE,ABILITY_WATERBUBBLE,CFRU_APPEND,すいほう,ABILITY_DESC_WATERBUBBLE,ABILITY_EFFECT_WATERBUBBLE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_STEELWORKER,201,NONE,200,ABILITY_STEELWORKER,ABILITY_STEELWORKER,CFRU_APPEND,はがねつかい,ABILITY_DESC_STEELWORKER,ABILITY_EFFECT_STEELWORKER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_BERSERK,202,NONE,201,ABILITY_BERSERK,ABILITY_BERSERK,CFRU_APPEND,ぎゃくじょう,ABILITY_DESC_BERSERK,ABILITY_EFFECT_BERSERK,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SLUSHRUSH,203,NONE,202,ABILITY_SLUSHRUSH,ABILITY_SLUSHRUSH,CFRU_APPEND,ゆきかき,ABILITY_DESC_SLUSHRUSH,ABILITY_EFFECT_SLUSHRUSH,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_LONGREACH,204,NONE,203,ABILITY_LONGREACH,ABILITY_LONGREACH,CFRU_APPEND,えんかく,ABILITY_DESC_LONGREACH,ABILITY_EFFECT_LONGREACH,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_LIQUIDVOICE,205,NONE,204,ABILITY_LIQUIDVOICE,ABILITY_LIQUIDVOICE,CFRU_APPEND,うるおいボイス,ABILITY_DESC_LIQUIDVOICE,ABILITY_EFFECT_LIQUIDVOICE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_TRIAGE,206,NONE,205,ABILITY_TRIAGE,ABILITY_TRIAGE,CFRU_APPEND,ヒーリングシフト,ABILITY_DESC_TRIAGE,ABILITY_EFFECT_TRIAGE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_GALVANIZE,207,NONE,206,ABILITY_GALVANIZE,ABILITY_GALVANIZE,CFRU_APPEND,エレキスキン,ABILITY_DESC_GALVANIZE,ABILITY_EFFECT_GALVANIZE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SURGESURFER,208,NONE,207,ABILITY_SURGESURFER,ABILITY_SURGESURFER,CFRU_APPEND,サーフテール,ABILITY_DESC_SURGESURFER,ABILITY_EFFECT_SURGESURFER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SCHOOLING,209,NONE,208,ABILITY_SCHOOLING,ABILITY_SCHOOLING,CFRU_APPEND,ぎょぐん,ABILITY_DESC_SCHOOLING,ABILITY_EFFECT_SCHOOLING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_DISGUISE,210,NONE,209,ABILITY_DISGUISE,ABILITY_DISGUISE,CFRU_APPEND,ばけのかわ,ABILITY_DESC_DISGUISE,ABILITY_EFFECT_DISGUISE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_BATTLEBOND,211,NONE,210,ABILITY_BATTLEBOND,ABILITY_BATTLEBOND,CFRU_APPEND,きずなへんげ,ABILITY_DESC_BATTLEBOND,ABILITY_EFFECT_BATTLEBOND,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_POWERCONSTRUCT,212,NONE,211,ABILITY_POWERCONSTRUCT,ABILITY_POWERCONSTRUCT,CFRU_APPEND,スワームチェンジ,ABILITY_DESC_POWERCONSTRUCT,ABILITY_EFFECT_POWERCONSTRUCT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_CORROSION,213,NONE,212,ABILITY_CORROSION,ABILITY_CORROSION,CFRU_APPEND,ふしょく,ABILITY_DESC_CORROSION,ABILITY_EFFECT_CORROSION,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_COMATOSE,214,NONE,213,ABILITY_COMATOSE,ABILITY_COMATOSE,CFRU_APPEND,ぜったいねむり,ABILITY_DESC_COMATOSE,ABILITY_EFFECT_COMATOSE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_QUEENLYMAJESTY,215,NONE,214,ABILITY_QUEENLYMAJESTY,ABILITY_QUEENLYMAJESTY,CFRU_APPEND,じょおうのいげん,ABILITY_DESC_QUEENLYMAJESTY,ABILITY_EFFECT_QUEENLYMAJESTY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_INNARDSOUT,216,NONE,215,ABILITY_INNARDSOUT,ABILITY_INNARDSOUT,CFRU_APPEND,とびだすなかみ,ABILITY_DESC_INNARDSOUT,ABILITY_EFFECT_INNARDSOUT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_DANCER,217,NONE,216,ABILITY_DANCER,ABILITY_DANCER,CFRU_APPEND,おどりこ,ABILITY_DESC_DANCER,ABILITY_EFFECT_DANCER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_BATTERY,218,NONE,217,ABILITY_BATTERY,ABILITY_BATTERY,CFRU_APPEND,バッテリー,ABILITY_DESC_BATTERY,ABILITY_EFFECT_BATTERY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_FLUFFY,219,NONE,218,ABILITY_FLUFFY,ABILITY_FLUFFY,CFRU_APPEND,もふもふ,ABILITY_DESC_FLUFFY,ABILITY_EFFECT_FLUFFY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_DAZZLING,220,NONE,219,ABILITY_DAZZLING,ABILITY_DAZZLING,CFRU_APPEND,ビビッドボディ,ABILITY_DESC_DAZZLING,ABILITY_EFFECT_DAZZLING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SOULHEART,221,NONE,220,ABILITY_SOULHEART,ABILITY_SOULHEART,CFRU_APPEND,ソウルハート,ABILITY_DESC_SOULHEART,ABILITY_EFFECT_SOULHEART,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_TANGLINGHAIR,222,NONE,221,ABILITY_TANGLINGHAIR,ABILITY_TANGLINGHAIR,CFRU_APPEND,カーリーヘアー,ABILITY_DESC_TANGLINGHAIR,ABILITY_EFFECT_TANGLINGHAIR,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_RECEIVER,223,NONE,222,ABILITY_RECEIVER,ABILITY_RECEIVER,CFRU_APPEND,レシーバー,ABILITY_DESC_RECEIVER,ABILITY_EFFECT_RECEIVER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_POWEROFALCHEMY,224,NONE,223,ABILITY_POWEROFALCHEMY,ABILITY_POWEROFALCHEMY,CFRU_APPEND,かがくのちから,ABILITY_DESC_POWEROFALCHEMY,ABILITY_EFFECT_POWEROFALCHEMY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_BEASTBOOST,225,NONE,224,ABILITY_BEASTBOOST,ABILITY_BEASTBOOST,CFRU_APPEND,ビーストブースト,ABILITY_DESC_BEASTBOOST,ABILITY_EFFECT_BEASTBOOST,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_RKS_SYSTEM,226,NONE,225,ABILITY_RKS_SYSTEM,ABILITY_RKS_SYSTEM,CFRU_APPEND,ARシステム,ABILITY_DESC_RKS_SYSTEM,ABILITY_EFFECT_RKS_SYSTEM,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_ELECTRICSURGE,227,NONE,226,ABILITY_ELECTRICSURGE,ABILITY_ELECTRICSURGE,CFRU_APPEND,エレキメイカー,ABILITY_DESC_ELECTRICSURGE,ABILITY_EFFECT_ELECTRICSURGE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_PSYCHICSURGE,228,NONE,227,ABILITY_PSYCHICSURGE,ABILITY_PSYCHICSURGE,CFRU_APPEND,サイコメイカー,ABILITY_DESC_PSYCHICSURGE,ABILITY_EFFECT_PSYCHICSURGE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_MISTYSURGE,229,NONE,228,ABILITY_MISTYSURGE,ABILITY_MISTYSURGE,CFRU_APPEND,ミストメイカー,ABILITY_DESC_MISTYSURGE,ABILITY_EFFECT_MISTYSURGE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_GRASSYSURGE,230,NONE,229,ABILITY_GRASSYSURGE,ABILITY_GRASSYSURGE,CFRU_APPEND,グラスメイカー,ABILITY_DESC_GRASSYSURGE,ABILITY_EFFECT_GRASSYSURGE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_FULLMETALBODY,231,NONE,230,ABILITY_FULLMETALBODY,ABILITY_FULLMETALBODY,CFRU_APPEND,メタルプロテクト,ABILITY_DESC_FULLMETALBODY,ABILITY_EFFECT_FULLMETALBODY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SHADOWSHIELD,232,NONE,231,ABILITY_SHADOWSHIELD,ABILITY_SHADOWSHIELD,CFRU_APPEND,ファントムガード,ABILITY_DESC_SHADOWSHIELD,ABILITY_EFFECT_SHADOWSHIELD,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_PRISMARMOR,233,NONE,232,ABILITY_PRISMARMOR,ABILITY_PRISMARMOR,CFRU_APPEND,プリズムアーマー,ABILITY_DESC_PRISMARMOR,ABILITY_EFFECT_PRISMARMOR,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_NEUROFORCE,234,NONE,233,ABILITY_NEUROFORCE,ABILITY_NEUROFORCE,CFRU_APPEND,ブレインフォース,ABILITY_DESC_NEUROFORCE,ABILITY_EFFECT_NEUROFORCE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_INTREPIDSWORD,235,NONE,234,ABILITY_INTREPIDSWORD,ABILITY_INTREPIDSWORD,CFRU_APPEND,ふとうのけん,ABILITY_DESC_INTREPIDSWORD,ABILITY_EFFECT_INTREPIDSWORD,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_DAUNTLESSSHIELD,236,NONE,235,ABILITY_DAUNTLESSSHIELD,ABILITY_DAUNTLESSSHIELD,CFRU_APPEND,ふくつのたて,ABILITY_DESC_DAUNTLESSSHIELD,ABILITY_EFFECT_DAUNTLESSSHIELD,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_LIBERO,237,NONE,236,ABILITY_LIBERO,ABILITY_LIBERO,CFRU_APPEND,リベロ,ABILITY_DESC_LIBERO,ABILITY_EFFECT_LIBERO,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_BALLFETCH,238,NONE,237,ABILITY_BALLFETCH,ABILITY_BALLFETCH,CFRU_APPEND,たまひろい,ABILITY_DESC_BALLFETCH,ABILITY_EFFECT_BALLFETCH,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_COTTONDOWN,239,NONE,238,ABILITY_COTTONDOWN,ABILITY_COTTONDOWN,CFRU_APPEND,わたげ,ABILITY_DESC_COTTONDOWN,ABILITY_EFFECT_COTTONDOWN,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_PROPELLERTAIL,240,NONE,239,ABILITY_PROPELLERTAIL,ABILITY_PROPELLERTAIL,CFRU_APPEND,スクリューおびれ,ABILITY_DESC_PROPELLERTAIL,ABILITY_EFFECT_PROPELLERTAIL,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_MIRRORARMOR,241,NONE,240,ABILITY_MIRRORARMOR,ABILITY_MIRRORARMOR,CFRU_APPEND,ミラーアーマー,ABILITY_DESC_MIRRORARMOR,ABILITY_EFFECT_MIRRORARMOR,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_GULPMISSILE,242,NONE,241,ABILITY_GULPMISSILE,ABILITY_GULPMISSILE,CFRU_APPEND,うのミサイル,ABILITY_DESC_GULPMISSILE,ABILITY_EFFECT_GULPMISSILE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_STALWART,243,NONE,242,ABILITY_STALWART,ABILITY_STALWART,CFRU_APPEND,すじがねいり,ABILITY_DESC_STALWART,ABILITY_EFFECT_STALWART,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_STEAMENGINE,244,NONE,243,ABILITY_STEAMENGINE,ABILITY_STEAMENGINE,CFRU_APPEND,じょうききかん,ABILITY_DESC_STEAMENGINE,ABILITY_EFFECT_STEAMENGINE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_PUNKROCK,245,NONE,244,ABILITY_PUNKROCK,ABILITY_PUNKROCK,CFRU_APPEND,パンクロック,ABILITY_DESC_PUNKROCK,ABILITY_EFFECT_PUNKROCK,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SANDSPIT,246,NONE,245,ABILITY_SANDSPIT,ABILITY_SANDSPIT,CFRU_APPEND,すなはき,ABILITY_DESC_SANDSPIT,ABILITY_EFFECT_SANDSPIT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_ICESCALES,247,NONE,246,ABILITY_ICESCALES,ABILITY_ICESCALES,CFRU_APPEND,こおりのりんぷん,ABILITY_DESC_ICESCALES,ABILITY_EFFECT_ICESCALES,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_RIPEN,248,NONE,247,ABILITY_RIPEN,ABILITY_RIPEN,CFRU_APPEND,じゅくせい,ABILITY_DESC_RIPEN,ABILITY_EFFECT_RIPEN,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_ICEFACE,249,NONE,248,ABILITY_ICEFACE,ABILITY_ICEFACE,CFRU_APPEND,アイスフェイス,ABILITY_DESC_ICEFACE,ABILITY_EFFECT_ICEFACE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_POWERSPOT,250,NONE,249,ABILITY_POWERSPOT,ABILITY_POWERSPOT,CFRU_APPEND,パワースポット,ABILITY_DESC_POWERSPOT,ABILITY_EFFECT_POWERSPOT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_MIMICRY,251,NONE,250,ABILITY_MIMICRY,ABILITY_MIMICRY,CFRU_APPEND,ぎたい,ABILITY_DESC_MIMICRY,ABILITY_EFFECT_MIMICRY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SCREENCLEANER,252,NONE,251,ABILITY_SCREENCLEANER,ABILITY_SCREENCLEANER,CFRU_APPEND,バリアフリー,ABILITY_DESC_SCREENCLEANER,ABILITY_EFFECT_SCREENCLEANER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_STEELYSPIRIT,253,NONE,252,ABILITY_STEELYSPIRIT,ABILITY_STEELYSPIRIT,CFRU_APPEND,はがねのせいしん,ABILITY_DESC_STEELYSPIRIT,ABILITY_EFFECT_STEELYSPIRIT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_PERISHBODY,254,NONE,253,ABILITY_PERISHBODY,ABILITY_PERISHBODY,CFRU_APPEND,ほろびのボディ,ABILITY_DESC_PERISHBODY,ABILITY_EFFECT_PERISHBODY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_WANDERINGSPIRIT,255,NONE,254,ABILITY_WANDERINGSPIRIT,ABILITY_WANDERINGSPIRIT,CFRU_APPEND,さまようたましい,ABILITY_DESC_WANDERINGSPIRIT,ABILITY_EFFECT_WANDERINGSPIRIT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_GORILLATACTICS,256,NONE,255,ABILITY_GORILLATACTICS,ABILITY_GORILLATACTICS,CFRU_APPEND,ごりむちゅう,ABILITY_DESC_GORILLATACTICS,ABILITY_EFFECT_GORILLATACTICS,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_NEUTRALIZINGGAS,257,NONE,256,ABILITY_NEUTRALIZINGGAS,ABILITY_NEUTRALIZINGGAS,CFRU_APPEND,かがくへんかガス,ABILITY_DESC_NEUTRALIZINGGAS,ABILITY_EFFECT_NEUTRALIZINGGAS,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_PASTELVEIL,258,NONE,257,ABILITY_PASTELVEIL,ABILITY_PASTELVEIL,CFRU_APPEND,パステルベール,ABILITY_DESC_PASTELVEIL,ABILITY_EFFECT_PASTELVEIL,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_HUNGERSWITCH,259,NONE,258,ABILITY_HUNGERSWITCH,ABILITY_HUNGERSWITCH,CFRU_APPEND,はらぺこスイッチ,ABILITY_DESC_HUNGERSWITCH,ABILITY_EFFECT_HUNGERSWITCH,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_QUICKDRAW,260,NONE,259,ABILITY_QUICKDRAW,ABILITY_QUICKDRAW,CFRU_APPEND,クイックドロウ,ABILITY_DESC_QUICKDRAW,ABILITY_EFFECT_QUICKDRAW,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_UNSEENFIST,261,NONE,260,ABILITY_UNSEENFIST,ABILITY_UNSEENFIST,CFRU_APPEND,ふかしのこぶし,ABILITY_DESC_UNSEENFIST,ABILITY_EFFECT_UNSEENFIST,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_CURIOUSMEDICINE,262,NONE,261,ABILITY_CURIOUSMEDICINE,ABILITY_CURIOUSMEDICINE,CFRU_APPEND,きみょうなくすり,ABILITY_DESC_CURIOUSMEDICINE,ABILITY_EFFECT_CURIOUSMEDICINE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_TRANSISTOR,263,NONE,262,ABILITY_TRANSISTOR,ABILITY_TRANSISTOR,CFRU_APPEND,トランジスタ,ABILITY_DESC_TRANSISTOR,ABILITY_EFFECT_TRANSISTOR,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
