species_key,canonical_id,display_name,target_status,completion_weight,current_audit_class,proof_strength,current_method,current_runtime_status,current_physical_status,current_evidence,designed_primary_route_key,designed_method,designed_runtime_status,designed_physical_status,designed_evidence,remaining_exact_rom_gate
SPECIES_KEY_STARAPTOR,688,ムクホーク,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=2; predecessor canonical id 687 (ムクバード); evolution table root 0x09F79290,ROUTE_0688_STARAPTOR,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 687; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_BIDOOF,689,ビッパ,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:96/17:K06:FISHING:Lv75-80; ROM_WILD:96/17:K06:LAND:Lv75-80; ROM_WILD:96/17:K06:ROCK:Lv75-80; ROM_WILD:96/17:K06:WATER:Lv75-80; ROM_WILD:97/32:K06:FISHING:Lv75-80; ROM_WILD:97/32:K06:LAND:Lv75-80; ROM_WILD:97/32:K06:ROCK:Lv75-80; ROM_WILD:97/32:K06:WATER:Lv75-80; TOHOKU_ECOLOGY:T509:釣りオーバーレイ:Lv21-27,ROUTE_0689_BIDOOF,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T509:釣りオーバーレイ:Lv21-27,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_BIBAREL,690,ビーダル,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 689 (ビッパ); evolution table root 0x09F79290,ROUTE_0690_BIBAREL,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 689; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_KRICKETOT,691,コロボーシ,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:97/64:K35:FISHING:Lv85-94; ROM_WILD:97/64:K35:LAND:Lv85-94; ROM_WILD:97/64:K35:ROCK:Lv85-94; ROM_WILD:97/68:K35:FISHING:Lv85-94; ROM_WILD:97/68:K35:LAND:Lv85-94; ROM_WILD:97/68:K35:ROCK:Lv85-94; TOHOKU_ECOLOGY:T036:ずつき／朝昼オーバーレイ:Lv38-48,ROUTE_0691_KRICKETOT,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T036:ずつき／朝昼オーバーレイ:Lv38-48,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_KRICKETUNE,692,コロトック,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 691 (コロボーシ); evolution table root 0x09F79290,ROUTE_0692_KRICKETUNE,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 691; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_SHINX,693,コリンク,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:97/95:K40:FISHING:Lv82-94; ROM_WILD:97/95:K40:LAND:Lv82-94; ROM_WILD:97/95:K40:ROCK:Lv82-94; ROM_WILD:97/95:K40:WATER:Lv82-94; TOHOKU_ECOLOGY:T029:草むらオーバーレイ:Lv30-40,ROUTE_0693_SHINX,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T029:草むらオーバーレイ:Lv30-40,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_LUXIO,694,ルクシオ,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 693 (コリンク); evolution table root 0x09F79290,ROUTE_0694_LUXIO,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 693; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_LUXRAY,695,レントラー,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=2; predecessor canonical id 694 (ルクシオ); evolution table root 0x09F79290,ROUTE_0695_LUXRAY,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 694; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_BUDEW,696,スボミー,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:96/6:K33:FISHING:Lv82-90; ROM_WILD:96/6:K33:LAND:Lv82-90; ROM_WILD:96/6:K33:ROCK:Lv82-90; ROM_WILD:96/6:K33:WATER:Lv82-90; TOHOKU_ECOLOGY:T504:DexNav隠し枠／低確率タマゴ:Lv9-13,ROUTE_0696_BUDEW,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T504:DexNav隠し枠／低確率タマゴ:Lv9-13,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_ROSERADE,697,ロズレイド,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=2; predecessor canonical id 618 (ロゼリア); evolution table root 0x09F79290,ROUTE_0697_ROSERADE,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 618; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_CRANIDOS,698,ズガイドス,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:96/2:K44:FISHING:Lv68-68; ROM_WILD:96/2:K44:LAND:Lv68-68; ROM_WILD:96/2:K44:ROCK:Lv68-68; ROM_WILD:96/2:K44:WATER:Lv68-68,ROUTE_0698_CRANIDOS,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:96/2:K44:FISHING:Lv68-68,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_RAMPARDOS,699,ラムパルド,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 698 (ズガイドス); evolution table root 0x09F79290,ROUTE_0699_RAMPARDOS,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 698; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_SHIELDON,700,タテトプス,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:96/8:K45:FISHING:Lv68-68; ROM_WILD:96/8:K45:LAND:Lv68-68; ROM_WILD:96/8:K45:ROCK:Lv68-68; ROM_WILD:96/8:K45:WATER:Lv68-68,ROUTE_0700_SHIELDON,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:96/8:K45:FISHING:Lv68-68,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_BASTIODON,701,トリデプス,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 700 (タテトプス); evolution table root 0x09F79290,ROUTE_0701_BASTIODON,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 700; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_BURMY,702,ミノムッチ,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:96/13:K02:FISHING:Lv69-73; ROM_WILD:96/13:K02:LAND:Lv69-73; ROM_WILD:96/13:K02:ROCK:Lv69-73; ROM_WILD:96/13:K02:WATER:Lv69-73; TOHOKU_ECOLOGY:T517:草むらオーバーレイ:Lv38-45,ROUTE_0702_BURMY,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T517:草むらオーバーレイ:Lv38-45,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_WORMADAM,703,ミノマダム,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 702 (ミノムッチ); evolution table root 0x09F79290,ROUTE_0703_WORMADAM,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 702; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_MOTHIM,704,ガーメイル,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 702 (ミノムッチ); evolution table root 0x09F79290,ROUTE_0704_MOTHIM,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 702; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_COMBEE,705,ミツハニー,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:96/13:K02:FISHING:Lv69-73; ROM_WILD:96/13:K02:LAND:Lv69-73; ROM_WILD:96/13:K02:ROCK:Lv69-73; TOHOKU_ECOLOGY:T502:ずつき／朝昼オーバーレイ:Lv3-6,ROUTE_0705_COMBEE,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T502:ずつき／朝昼オーバーレイ:Lv3-6,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_VESPIQUEN,706,ビークイン,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 705 (ミツハニー); evolution table root 0x09F79290,ROUTE_0706_VESPIQUEN,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 705; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_CHERUBI,707,チェリンボ,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:96/7:K34:FISHING:Lv85-94; ROM_WILD:96/7:K34:LAND:Lv85-94; ROM_WILD:96/7:K34:ROCK:Lv85-94; ROM_WILD:96/7:K34:WATER:Lv85-94; ROM_WILD:97/63:K34:FISHING:Lv85-94; ROM_WILD:97/63:K34:LAND:Lv85-94; ROM_WILD:97/63:K34:ROCK:Lv85-94; ROM_WILD:97/63:K34:WATER:Lv85-94; ROM_WILD:97/67:K34:FISHING:Lv85-94; ROM_WILD:97/67:K34:LAND:Lv85-94; ROM_WILD:97/67:K34:ROCK:Lv85-94; ROM_WILD:97/67:K34:WATER:Lv85-94; ROM_WILD:97/71:K34:FISHING:Lv85-94; ROM_WILD:97/71:K34:LAND:Lv85-94; ROM_WILD:97/71:K34:ROCK:Lv85-94; ROM_WILD:97/71:K34:WATER:Lv85-94; TOHOKU_ECOLOGY:T036:ずつき／朝昼オーバーレイ:Lv38-48,ROUTE_0707_CHERUBI,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T036:ずつき／朝昼オーバーレイ:Lv38-48,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_CHERRIM,708,チェリム,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 707 (チェリンボ); evolution table root 0x09F79290,ROUTE_0708_CHERRIM,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 707; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_SHELLOS,709,カラナクシ,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:96/32:K21:FISHING:Lv89-94; ROM_WILD:96/32:K21:LAND:Lv89-94; ROM_WILD:96/33:K21:FISHING:Lv89-94; ROM_WILD:96/33:K21:LAND:Lv89-94; TOHOKU_ECOLOGY:T027:水上オーバーレイ:Lv20-30,ROUTE_0709_SHELLOS,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T027:水上オーバーレイ:Lv20-30,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_GASTRODON,710,トリトドン,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 709 (カラナクシ); evolution table root 0x09F79290,ROUTE_0710_GASTRODON,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 709; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_AMBIPOM,711,エテボース,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 524 (エイパム); evolution table root 0x09F79290,ROUTE_0711_AMBIPOM,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 524; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_DRIFLOON,712,フワンテ,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:96/19:K08:FISHING:Lv79-84; ROM_WILD:96/19:K08:LAND:Lv79-84; ROM_WILD:96/19:K08:ROCK:Lv79-84; ROM_WILD:96/19:K08:WATER:Lv79-84; ROM_WILD:97/34:K08:FISHING:Lv79-84; ROM_WILD:97/34:K08:LAND:Lv79-84; ROM_WILD:97/34:K08:ROCK:Lv79-84; ROM_WILD:97/34:K08:WATER:Lv79-84; ROM_WILD:97/35:K08:FISHING:Lv79-84; ROM_WILD:97/35:K08:LAND:Lv79-84; ROM_WILD:97/35:K08:ROCK:Lv79-84; ROM_WILD:97/35:K08:WATER:Lv79-84; TOHOKU_ECOLOGY:T515:夜間オーバーレイ:Lv33-40,ROUTE_0712_DRIFLOON,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T515:夜間オーバーレイ:Lv33-40,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_DRIFBLIM,713,フワライド,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 712 (フワンテ); evolution table root 0x09F79290,ROUTE_0713_DRIFBLIM,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 712; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_BUNEARY,714,ミミロル,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:96/25:K14:FISHING:Lv84-89; ROM_WILD:96/25:K14:LAND:Lv84-89; ROM_WILD:96/25:K14:ROCK:Lv84-89; ROM_WILD:96/25:K14:WATER:Lv84-89; TOHOKU_ECOLOGY:T506:大量発生:Lv12-17,ROUTE_0714_BUNEARY,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T506:大量発生:Lv12-17,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_LOPUNNY,715,ミミロップ,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 714 (ミミロル); evolution table root 0x09F79290,ROUTE_0715_LOPUNNY,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 714; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_MISMAGIUS,716,ムウマージ,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 533 (ムウマ); evolution table root 0x09F79290,ROUTE_0716_MISMAGIUS,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 533; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
