national_no,species_key,canonical_id,display_name,group,vega_existing,source_event_arc,new_event_arc,event_key,host_key,entry_type,prerequisite_species_key,capture_level,unlock_key,condition_expression,shared_capture_key,repeatability,defeat_escape_policy,party_box_policy,current_rom_evidence,primary_route_policy,physical_status,runtime_status,dialogue_key,acceptance_test_prefix,notes
772,SPECIES_KEY_TYPE_NULL,1170,タイプ：ヌル,伝説,no,人工生命保護,ARC_ALOLA_LIGHT,EVENT_SPECIAL_NATIONAL_0772,HOST_ALOLA_LIGHT,GIFT,,,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (D・H残党イベント完了),SHARED_CAPTURE_KEY_NATIONAL_0772,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0772,TEST_EVENT_SPECIAL_NATIONAL_0772,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
773,SPECIES_KEY_SILVALLY,1171,シルヴァディ,伝説,no,人工生命保護,ARC_ALOLA_LIGHT,EVENT_SPECIAL_NATIONAL_0773,HOST_ALOLA_LIGHT,EVOLUTION_SUPPORT,SPECIES_KEY_TYPE_NULL,,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (D・H残党イベント完了),SHARED_CAPTURE_KEY_NATIONAL_0773,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0773,TEST_EVENT_SPECIAL_NATIONAL_0773,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
785,SPECIES_KEY_TAPU_KOKO,1183,カプ・コケコ,伝説,no,四島の守り神,ARC_ALOLA_LIGHT,EVENT_SPECIAL_NATIONAL_0785,HOST_ALOLA_LIGHT,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋各島試練),SHARED_CAPTURE_KEY_NATIONAL_0785,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0785,TEST_EVENT_SPECIAL_NATIONAL_0785,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
786,SPECIES_KEY_TAPU_LELE,1184,カプ・テテフ,伝説,no,四島の守り神,ARC_ALOLA_LIGHT,EVENT_SPECIAL_NATIONAL_0786,HOST_ALOLA_LIGHT,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋各島試練),SHARED_CAPTURE_KEY_NATIONAL_0786,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0786,TEST_EVENT_SPECIAL_NATIONAL_0786,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
787,SPECIES_KEY_TAPU_BULU,1185,カプ・ブルル,伝説,no,四島の守り神,ARC_ALOLA_LIGHT,EVENT_SPECIAL_NATIONAL_0787,HOST_ALOLA_LIGHT,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋各島試練),SHARED_CAPTURE_KEY_NATIONAL_0787,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0787,TEST_EVENT_SPECIAL_NATIONAL_0787,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
788,SPECIES_KEY_TAPU_FINI,1186,カプ・レヒレ,伝説,no,四島の守り神,ARC_ALOLA_LIGHT,EVENT_SPECIAL_NATIONAL_0788,HOST_ALOLA_LIGHT,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋各島試練),SHARED_CAPTURE_KEY_NATIONAL_0788,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0788,TEST_EVENT_SPECIAL_NATIONAL_0788,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
789,SPECIES_KEY_COSMOG,1187,コスモッグ,伝説,no,星雲の子,ARC_ALOLA_LIGHT,EVENT_SPECIAL_NATIONAL_0789,HOST_ALOLA_LIGHT,GIFT,,,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋星の祈り完了),SHARED_CAPTURE_KEY_NATIONAL_0789,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0789,TEST_EVENT_SPECIAL_NATIONAL_0789,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
790,SPECIES_KEY_COSMOEM,1188,コスモウム,伝説,no,星雲の子,ARC_ALOLA_LIGHT,EVENT_SPECIAL_NATIONAL_0790,HOST_ALOLA_LIGHT,EVOLUTION_SUPPORT,SPECIES_KEY_COSMOG,,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋星の祈り完了),SHARED_CAPTURE_KEY_NATIONAL_0790,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0790,TEST_EVENT_SPECIAL_NATIONAL_0790,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
791,SPECIES_KEY_SOLGALEO,1189,ソルガレオ,伝説,no,星雲の子,ARC_ALOLA_LIGHT,EVENT_SPECIAL_NATIONAL_0791,HOST_ALOLA_LIGHT,EVOLUTION_SUPPORT,SPECIES_KEY_COSMOEM,,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋星の祈り完了),SHARED_CAPTURE_KEY_NATIONAL_0791,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0791,TEST_EVENT_SPECIAL_NATIONAL_0791,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
792,SPECIES_KEY_LUNALA,1190,ルナアーラ,伝説,no,星雲の子,ARC_ALOLA_LIGHT,EVENT_SPECIAL_NATIONAL_0792,HOST_ALOLA_LIGHT,EVOLUTION_SUPPORT,SPECIES_KEY_COSMOEM,,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋星の祈り完了),SHARED_CAPTURE_KEY_NATIONAL_0792,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0792,TEST_EVENT_SPECIAL_NATIONAL_0792,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
793,SPECIES_KEY_NIHILEGO,1191,ウツロイド,UB,no,ウルトラホール調査,ARC_ULTRA_BREACH,EVENT_SPECIAL_NATIONAL_0793,HOST_ULTRA_BREACH,CAPTURE,,90,UNLOCK_BEAST_BALL,UNLOCK_BEAST_BALL AND (殿堂入り＋ビーストボール解禁),SHARED_CAPTURE_KEY_NATIONAL_0793,初回1回／以後レイド再出現,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0793,TEST_EVENT_SPECIAL_NATIONAL_0793,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
794,SPECIES_KEY_BUZZWOLE,1192,マッシブーン,UB,no,ウルトラホール調査,ARC_ULTRA_BREACH,EVENT_SPECIAL_NATIONAL_0794,HOST_ULTRA_BREACH,CAPTURE,,90,UNLOCK_BEAST_BALL,UNLOCK_BEAST_BALL AND (殿堂入り＋ビーストボール解禁),SHARED_CAPTURE_KEY_NATIONAL_0794,初回1回／以後レイド再出現,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0794,TEST_EVENT_SPECIAL_NATIONAL_0794,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
795,SPECIES_KEY_PHEROMOSA,1193,フェローチェ,UB,no,ウルトラホール調査,ARC_ULTRA_BREACH,EVENT_SPECIAL_NATIONAL_0795,HOST_ULTRA_BREACH,CAPTURE,,90,UNLOCK_BEAST_BALL,UNLOCK_BEAST_BALL AND (殿堂入り＋ビーストボール解禁),SHARED_CAPTURE_KEY_NATIONAL_0795,初回1回／以後レイド再出現,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0795,TEST_EVENT_SPECIAL_NATIONAL_0795,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
796,SPECIES_KEY_XURKITREE,1194,デンジュモク,UB,no,ウルトラホール調査,ARC_ULTRA_BREACH,EVENT_SPECIAL_NATIONAL_0796,HOST_ULTRA_BREACH,CAPTURE,,90,UNLOCK_BEAST_BALL,UNLOCK_BEAST_BALL AND (殿堂入り＋ビーストボール解禁),SHARED_CAPTURE_KEY_NATIONAL_0796,初回1回／以後レイド再出現,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0796,TEST_EVENT_SPECIAL_NATIONAL_0796,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
797,SPECIES_KEY_CELESTEELA,1195,テッカグヤ,UB,no,ウルトラホール調査,ARC_ULTRA_BREACH,EVENT_SPECIAL_NATIONAL_0797,HOST_ULTRA_BREACH,CAPTURE,,90,UNLOCK_BEAST_BALL,UNLOCK_BEAST_BALL AND (殿堂入り＋ビーストボール解禁),SHARED_CAPTURE_KEY_NATIONAL_0797,初回1回／以後レイド再出現,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0797,TEST_EVENT_SPECIAL_NATIONAL_0797,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
798,SPECIES_KEY_KARTANA,1196,カミツルギ,UB,no,ウルトラホール調査,ARC_ULTRA_BREACH,EVENT_SPECIAL_NATIONAL_0798,HOST_ULTRA_BREACH,CAPTURE,,90,UNLOCK_BEAST_BALL,UNLOCK_BEAST_BALL AND (殿堂入り＋ビーストボール解禁),SHARED_CAPTURE_KEY_NATIONAL_0798,初回1回／以後レイド再出現,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0798,TEST_EVENT_SPECIAL_NATIONAL_0798,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
799,SPECIES_KEY_GUZZLORD,1197,アクジキング,UB,no,ウルトラホール調査,ARC_ULTRA_BREACH,EVENT_SPECIAL_NATIONAL_0799,HOST_ULTRA_BREACH,CAPTURE,,90,UNLOCK_BEAST_BALL,UNLOCK_BEAST_BALL AND (殿堂入り＋ビーストボール解禁),SHARED_CAPTURE_KEY_NATIONAL_0799,初回1回／以後レイド再出現,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0799,TEST_EVENT_SPECIAL_NATIONAL_0799,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
800,SPECIES_KEY_NECROZMA,1198,ネクロズマ,伝説,no,星雲の子,ARC_ALOLA_LIGHT,EVENT_SPECIAL_NATIONAL_0800,HOST_ALOLA_LIGHT,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋星の祈り完了),SHARED_CAPTURE_KEY_NATIONAL_0800,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0800,TEST_EVENT_SPECIAL_NATIONAL_0800,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
801,SPECIES_KEY_MAGEARNA,1199,マギアナ,幻,no,失われた機巧,ARC_ALOLA_LIGHT,EVENT_SPECIAL_NATIONAL_0801,HOST_ALOLA_LIGHT,GIFT,,,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋部品5種),SHARED_CAPTURE_KEY_NATIONAL_0801,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0801,TEST_EVENT_SPECIAL_NATIONAL_0801,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
802,SPECIES_KEY_MARSHADOW,1200,マーシャドー,幻,no,影踏みの試練,ARC_ALOLA_LIGHT,EVENT_SPECIAL_NATIONAL_0802,HOST_ALOLA_LIGHT,CAPTURE,,80,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋夜間),SHARED_CAPTURE_KEY_NATIONAL_0802,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0802,TEST_EVENT_SPECIAL_NATIONAL_0802,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
803,SPECIES_KEY_POIPOLE,1255,ベベノム,UB,no,ウルトラホール調査,ARC_ULTRA_BREACH,EVENT_SPECIAL_NATIONAL_0803,HOST_ULTRA_BREACH,GIFT,,,UNLOCK_BEAST_BALL,UNLOCK_BEAST_BALL AND (殿堂入り＋ビーストボール解禁),SHARED_CAPTURE_KEY_NATIONAL_0803,初回1回／以後レイド再出現,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0803,TEST_EVENT_SPECIAL_NATIONAL_0803,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
804,SPECIES_KEY_NAGANADEL,1256,アーゴヨン,UB,no,ウルトラホール調査,ARC_ULTRA_BREACH,EVENT_SPECIAL_NATIONAL_0804,HOST_ULTRA_BREACH,EVOLUTION_SUPPORT,SPECIES_KEY_POIPOLE,,UNLOCK_BEAST_BALL,UNLOCK_BEAST_BALL AND (殿堂入り＋ビーストボール解禁),SHARED_CAPTURE_KEY_NATIONAL_0804,初回1回／以後レイド再出現,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0804,TEST_EVENT_SPECIAL_NATIONAL_0804,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
805,SPECIES_KEY_STAKATAKA,1257,ツンデツンデ,UB,no,ウルトラホール調査,ARC_ULTRA_BREACH,EVENT_SPECIAL_NATIONAL_0805,HOST_ULTRA_BREACH,CAPTURE,,90,UNLOCK_BEAST_BALL,UNLOCK_BEAST_BALL AND (殿堂入り＋ビーストボール解禁),SHARED_CAPTURE_KEY_NATIONAL_0805,初回1回／以後レイド再出現,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0805,TEST_EVENT_SPECIAL_NATIONAL_0805,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
806,SPECIES_KEY_BLACEPHALON,1258,ズガドーン,UB,no,ウルトラホール調査,ARC_ULTRA_BREACH,EVENT_SPECIAL_NATIONAL_0806,HOST_ULTRA_BREACH,CAPTURE,,90,UNLOCK_BEAST_BALL,UNLOCK_BEAST_BALL AND (殿堂入り＋ビーストボール解禁),SHARED_CAPTURE_KEY_NATIONAL_0806,初回1回／以後レイド再出現,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0806,TEST_EVENT_SPECIAL_NATIONAL_0806,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
807,SPECIES_KEY_ZERAORA,1259,ゼラオラ,幻,no,雷光の救助,ARC_ALOLA_LIGHT,EVENT_SPECIAL_NATIONAL_0807,HOST_ALOLA_LIGHT,CAPTURE,,80,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋停電復旧),SHARED_CAPTURE_KEY_NATIONAL_0807,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0807,TEST_EVENT_SPECIAL_NATIONAL_0807,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
808,SPECIES_KEY_MELTAN,1264,メルタン,幻,no,金属生命の群れ,ARC_MELTAN_FORGE,EVENT_SPECIAL_NATIONAL_0808,HOST_FUTURE_CORE,GIFT,,,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り),SHARED_CAPTURE_KEY_NATIONAL_0808,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0808,TEST_EVENT_SPECIAL_NATIONAL_0808,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
809,SPECIES_KEY_MELMETAL,1265,メルメタル,幻,no,金属生命の群れ,ARC_MELTAN_FORGE,EVENT_SPECIAL_NATIONAL_0809,HOST_FUTURE_CORE,EVOLUTION_SUPPORT,SPECIES_KEY_MELTAN,,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り),SHARED_CAPTURE_KEY_NATIONAL_0809,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0809,TEST_EVENT_SPECIAL_NATIONAL_0809,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
888,SPECIES_KEY_ZACIAN,1361,ザシアン,伝説,no,双王の武具,ARC_GALAR_CROWN,EVENT_SPECIAL_NATIONAL_0888,HOST_GALAR_CROWN,CAPTURE,,75,UNLOCK_SPHERE_RUINS_CLEAR,UNLOCK_SPHERE_RUINS_CLEAR AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_0888,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0888,TEST_EVENT_SPECIAL_NATIONAL_0888,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
889,SPECIES_KEY_ZAMAZENTA,1362,ザマゼンタ,伝説,no,双王の武具,ARC_GALAR_CROWN,EVENT_SPECIAL_NATIONAL_0889,HOST_GALAR_CROWN,CAPTURE,,75,UNLOCK_SPHERE_RUINS_CLEAR,UNLOCK_SPHERE_RUINS_CLEAR AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_0889,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0889,TEST_EVENT_SPECIAL_NATIONAL_0889,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
890,SPECIES_KEY_ETERNATUS,1363,ムゲンダイナ,伝説,no,無限炉心レイド,ARC_GALAR_CROWN,EVENT_SPECIAL_NATIONAL_0890,HOST_GALAR_CROWN,CAPTURE,,75,UNLOCK_SPHERE_RUINS_CLEAR,UNLOCK_SPHERE_RUINS_CLEAR AND (殿堂入り＋ダイマックスバンド),SHARED_CAPTURE_KEY_NATIONAL_0890,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0890,TEST_EVENT_SPECIAL_NATIONAL_0890,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
891,SPECIES_KEY_KUBFU,1364,ダクマ,伝説,no,双拳の道,ARC_GALAR_CROWN,EVENT_SPECIAL_NATIONAL_0891,HOST_GALAR_CROWN,GIFT,,,UNLOCK_SPHERE_RUINS_CLEAR,UNLOCK_SPHERE_RUINS_CLEAR AND (殿堂入り),SHARED_CAPTURE_KEY_NATIONAL_0891,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0891,TEST_EVENT_SPECIAL_NATIONAL_0891,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
