collection_key,species_key,canonical_id,display_name,target_status,primary_route_key,fallback_route_key,region,logical_location_key,physical_map_key,group_id,map_id,host_kind,host_key,host_local_id_or_bg_index,x,y,elevation,method,method_detail,prerequisite_species_key,unlock_key,level_or_egg,repeatability,missable_policy,defeat_policy,party_full_policy,box_full_policy,rtc_fallback,shared_capture_key,runtime_status,physical_status,evidence,implementation_priority,notes
COLLECTION_CATALOG_0902,SPECIES_KEY_ARCEUS_FLYING,902,アルセウス,OPTIONAL_FORM,ROUTE_0902_ARCEUS_FLYING,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0903,SPECIES_KEY_ARCEUS_POISON,903,アルセウス,OPTIONAL_FORM,ROUTE_0903_ARCEUS_POISON,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0904,SPECIES_KEY_ARCEUS_GROUND,904,アルセウス,OPTIONAL_FORM,ROUTE_0904_ARCEUS_GROUND,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0905,SPECIES_KEY_ARCEUS_ROCK,905,アルセウス,OPTIONAL_FORM,ROUTE_0905_ARCEUS_ROCK,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0906,SPECIES_KEY_ARCEUS_BUG,906,アルセウス,OPTIONAL_FORM,ROUTE_0906_ARCEUS_BUG,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0907,SPECIES_KEY_ARCEUS_GHOST,907,アルセウス,OPTIONAL_FORM,ROUTE_0907_ARCEUS_GHOST,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0908,SPECIES_KEY_ARCEUS_STEEL,908,アルセウス,OPTIONAL_FORM,ROUTE_0908_ARCEUS_STEEL,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0909,SPECIES_KEY_ARCEUS_FIRE,909,アルセウス,OPTIONAL_FORM,ROUTE_0909_ARCEUS_FIRE,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0910,SPECIES_KEY_ARCEUS_WATER,910,アルセウス,OPTIONAL_FORM,ROUTE_0910_ARCEUS_WATER,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0911,SPECIES_KEY_ARCEUS_GRASS,911,アルセウス,OPTIONAL_FORM,ROUTE_0911_ARCEUS_GRASS,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0912,SPECIES_KEY_ARCEUS_ELECTRIC,912,アルセウス,OPTIONAL_FORM,ROUTE_0912_ARCEUS_ELECTRIC,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0913,SPECIES_KEY_ARCEUS_PSYCHIC,913,アルセウス,OPTIONAL_FORM,ROUTE_0913_ARCEUS_PSYCHIC,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0914,SPECIES_KEY_ARCEUS_ICE,914,アルセウス,OPTIONAL_FORM,ROUTE_0914_ARCEUS_ICE,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0915,SPECIES_KEY_ARCEUS_DRAGON,915,アルセウス,OPTIONAL_FORM,ROUTE_0915_ARCEUS_DRAGON,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0916,SPECIES_KEY_ARCEUS_DARK,916,アルセウス,OPTIONAL_FORM,ROUTE_0916_ARCEUS_DARK,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0917,SPECIES_KEY_BASCULIN_BLUE,917,バスラオ,OPTIONAL_FORM,ROUTE_0917_BASCULIN_BLUE,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0918,SPECIES_KEY_DARMANITANZEN,918,ヒヒダルマ,BATTLE_ONLY_EXCLUDED,ROUTE_0918_DARMANITANZEN,,,,,,,,,,,,,EXCLUDED,戦闘中／一時変身／巨大化等の状態,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0919,SPECIES_KEY_DEERLING_SUMMER,919,シキジカ,OPTIONAL_FORM,ROUTE_0919_DEERLING_SUMMER,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0920,SPECIES_KEY_DEERLING_AUTUMN,920,シキジカ,OPTIONAL_FORM,ROUTE_0920_DEERLING_AUTUMN,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0921,SPECIES_KEY_DEERLING_WINTER,921,シキジカ,OPTIONAL_FORM,ROUTE_0921_DEERLING_WINTER,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0922,SPECIES_KEY_SAWSBUCK_SUMMER,922,メブキジカ,OPTIONAL_FORM,ROUTE_0922_SAWSBUCK_SUMMER,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0923,SPECIES_KEY_SAWSBUCK_AUTUMN,923,メブキジカ,OPTIONAL_FORM,ROUTE_0923_SAWSBUCK_AUTUMN,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0924,SPECIES_KEY_SAWSBUCK_WINTER,924,メブキジカ,OPTIONAL_FORM,ROUTE_0924_SAWSBUCK_WINTER,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0925,SPECIES_KEY_HIPPOPOTAS_F,925,ヒポポタス,OPTIONAL_FORM,ROUTE_0925_HIPPOPOTAS_F,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0926,SPECIES_KEY_HIPPOWDON_F,926,カバルドン,OPTIONAL_FORM,ROUTE_0926_HIPPOWDON_F,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0927,SPECIES_KEY_MELOETTA_PIROUETTE,927,メロエッタ,BATTLE_ONLY_EXCLUDED,ROUTE_0927_MELOETTA_PIROUETTE,,,,,,,,,,,,,EXCLUDED,戦闘中／一時変身／巨大化等の状態,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0928,SPECIES_KEY_GENESECT_SHOCK,928,ゲノセクト,OPTIONAL_FORM,ROUTE_0928_GENESECT_SHOCK,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0929,SPECIES_KEY_GENESECT_BURN,929,ゲノセクト,OPTIONAL_FORM,ROUTE_0929_GENESECT_BURN,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0930,SPECIES_KEY_GENESECT_CHILL,930,ゲノセクト,OPTIONAL_FORM,ROUTE_0930_GENESECT_CHILL,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0931,SPECIES_KEY_GENESECT_DOUSE,931,ゲノセクト,OPTIONAL_FORM,ROUTE_0931_GENESECT_DOUSE,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0932,SPECIES_KEY_CHERRIM_SUN,932,チェリム,BATTLE_ONLY_EXCLUDED,ROUTE_0932_CHERRIM_SUN,,,,,,,,,,,,,EXCLUDED,戦闘中／一時変身／巨大化等の状態,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0933,SPECIES_KEY_KYUREM_BLACK,933,キュレム,OPTIONAL_FORM,ROUTE_0933_KYUREM_BLACK,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0934,SPECIES_KEY_KYUREM_WHITE,934,キュレム,OPTIONAL_FORM,ROUTE_0934_KYUREM_WHITE,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0935,SPECIES_KEY_TORNADUS_THERIAN,935,トルネロス,OPTIONAL_FORM,ROUTE_0935_TORNADUS_THERIAN,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0936,SPECIES_KEY_THUNDURUS_THERIAN,936,ボルトロス,OPTIONAL_FORM,ROUTE_0936_THUNDURUS_THERIAN,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0937,SPECIES_KEY_LANDORUS_THERIAN,937,ランドロス,OPTIONAL_FORM,ROUTE_0937_LANDORUS_THERIAN,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_CATALOG_0938,SPECIES_KEY_KELDEO_RESOLUTE,938,ケルディオ,OPTIONAL_FORM,ROUTE_0938_KELDEO_RESOLUTE,,,,,,,,,,,,,OPTIONAL_FORM_TRANSFORMATION,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,,,,NOT_REQUIRED,,,,,,,NOT_IN_COLLECTION_TARGET,NOT_APPLICABLE,snapshot/manifests/species_ids.csv,OUT_OF_SCOPE,registryには残すがroute graphと完成数から除外。
COLLECTION_NATIONAL_0650,SPECIES_KEY_CHESPIN,939,ハリマロン,REQUIRED_BASE,ROUTE_0939_CHESPIN,FALLBACK_ROUTE_0939_CHESPIN_EXISTING_ROM_WILD_96_0_K47_FISHING_LV68_68,KANTO,K47,KANTO_INDOOR_PALLET_TOWN_PROFESSOR_OAKS_LAB,98,3,OBJECT_REUSE,HOST_STARTER_LAB,1,3,11,3,RESEARCH_EGG,世代別研究タマゴ選択,,UNLOCK_KANTO_EARLY_ACCESS,EGG,ONCE_PER_SPECIES; cancel/reset/full retryable,NON_MISSABLE,NOT_APPLICABLE,PC_THEN_SHARED_EGG_QUEUE,NO_CONSUME_NO_LEDGER_WRITE,NOT_REQUIRED,CLAIM_STARTER_NATIONAL_0650,ROM_REACHABLE_VERIFIED_WITH_OPTIONAL_BACKUP,READY_TO_SERIALIZE,analysis/STARTER_LAB_EVENT_STATUS_24.csv + exact Oak lab host JSON,P2,未接続11系統はprimary。既存到達13種は登録済み限定backup。
COLLECTION_NATIONAL_0651,SPECIES_KEY_QUILLADIN,940,ハリボーグ,REQUIRED_BASE,ROUTE_0940_QUILLADIN,,GLOBAL,GLOBAL_EVOLUTION,,,,EVOLUTION_ENGINE,,,,,,EVOLUTION,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,SPECIES_KEY_CHESPIN,UNLOCK_EVOLUTION_GLOBAL,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,REPEATABLE_WHILE_SOURCE_AVAILABLE,NON_MISSABLE_IF_SUPPLY_VALIDATED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,audit evolution_supply_routes.csv,,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 939; evolution root 0x09F79290,P1,edge存在だけを完全入手扱いしない。全条件供給のexact-ROM試験が必要。
COLLECTION_NATIONAL_0652,SPECIES_KEY_CHESNAUGHT,941,ブリガロン,REQUIRED_BASE,ROUTE_0941_CHESNAUGHT,,GLOBAL,GLOBAL_EVOLUTION,,,,EVOLUTION_ENGINE,,,,,,EVOLUTION,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,SPECIES_KEY_QUILLADIN,UNLOCK_EVOLUTION_GLOBAL,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,REPEATABLE_WHILE_SOURCE_AVAILABLE,NON_MISSABLE_IF_SUPPLY_VALIDATED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,audit evolution_supply_routes.csv,,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 940; evolution root 0x09F79290,P1,edge存在だけを完全入手扱いしない。全条件供給のexact-ROM試験が必要。
COLLECTION_NATIONAL_0653,SPECIES_KEY_FENNEKIN,942,フォッコ,REQUIRED_BASE,ROUTE_0942_FENNEKIN,,KANTO,K47,KANTO_INDOOR_PALLET_TOWN_PROFESSOR_OAKS_LAB,98,3,OBJECT_REUSE,HOST_STARTER_LAB,1,3,11,3,RESEARCH_EGG,世代別研究タマゴ選択,,UNLOCK_KANTO_EARLY_ACCESS,EGG,ONCE_PER_SPECIES; cancel/reset/full retryable,NON_MISSABLE,NOT_APPLICABLE,PC_THEN_SHARED_EGG_QUEUE,NO_CONSUME_NO_LEDGER_WRITE,NOT_REQUIRED,CLAIM_STARTER_NATIONAL_0653,READY_TO_INTEGRATE,READY_TO_SERIALIZE,analysis/STARTER_LAB_EVENT_STATUS_24.csv + exact Oak lab host JSON,P0,未接続11系統はprimary。既存到達13種は登録済み限定backup。
COLLECTION_NATIONAL_0654,SPECIES_KEY_BRAIXEN,943,テールナー,REQUIRED_BASE,ROUTE_0943_BRAIXEN,,GLOBAL,GLOBAL_EVOLUTION,,,,EVOLUTION_ENGINE,,,,,,EVOLUTION,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,SPECIES_KEY_FENNEKIN,UNLOCK_EVOLUTION_GLOBAL,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,REPEATABLE_WHILE_SOURCE_AVAILABLE,NON_MISSABLE_IF_SOURCE_ROUTE_COMPLETE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,condition-specific fallback catalog,,READY_TO_INTEGRATE_AFTER_SOURCE_EVENT,GLOBAL_RUNTIME,official evolution master + source species acquisition route,P0,主に未接続御三家の2・3段階目。
COLLECTION_NATIONAL_0655,SPECIES_KEY_DELPHOX,944,マフォクシー,REQUIRED_BASE,ROUTE_0944_DELPHOX,,GLOBAL,GLOBAL_EVOLUTION,,,,EVOLUTION_ENGINE,,,,,,EVOLUTION,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,SPECIES_KEY_BRAIXEN,UNLOCK_EVOLUTION_GLOBAL,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,REPEATABLE_WHILE_SOURCE_AVAILABLE,NON_MISSABLE_IF_SOURCE_ROUTE_COMPLETE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,condition-specific fallback catalog,,READY_TO_INTEGRATE_AFTER_SOURCE_EVENT,GLOBAL_RUNTIME,official evolution master + source species acquisition route,P0,主に未接続御三家の2・3段階目。
COLLECTION_NATIONAL_0656,SPECIES_KEY_FROAKIE,945,ケロマツ,REQUIRED_BASE,ROUTE_0945_FROAKIE,,KANTO,K47,KANTO_INDOOR_PALLET_TOWN_PROFESSOR_OAKS_LAB,98,3,OBJECT_REUSE,HOST_STARTER_LAB,1,3,11,3,RESEARCH_EGG,世代別研究タマゴ選択,,UNLOCK_KANTO_EARLY_ACCESS,EGG,ONCE_PER_SPECIES; cancel/reset/full retryable,NON_MISSABLE,NOT_APPLICABLE,PC_THEN_SHARED_EGG_QUEUE,NO_CONSUME_NO_LEDGER_WRITE,NOT_REQUIRED,CLAIM_STARTER_NATIONAL_0656,READY_TO_INTEGRATE,READY_TO_SERIALIZE,analysis/STARTER_LAB_EVENT_STATUS_24.csv + exact Oak lab host JSON,P0,未接続11系統はprimary。既存到達13種は登録済み限定backup。
COLLECTION_NATIONAL_0657,SPECIES_KEY_FROGADIER,946,ゲコガシラ,REQUIRED_BASE,ROUTE_0946_FROGADIER,,GLOBAL,GLOBAL_EVOLUTION,,,,EVOLUTION_ENGINE,,,,,,EVOLUTION,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,SPECIES_KEY_FROAKIE,UNLOCK_EVOLUTION_GLOBAL,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,REPEATABLE_WHILE_SOURCE_AVAILABLE,NON_MISSABLE_IF_SOURCE_ROUTE_COMPLETE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,condition-specific fallback catalog,,READY_TO_INTEGRATE_AFTER_SOURCE_EVENT,GLOBAL_RUNTIME,official evolution master + source species acquisition route,P0,主に未接続御三家の2・3段階目。
COLLECTION_NATIONAL_0658,SPECIES_KEY_GRENINJA,947,ゲッコウガ,REQUIRED_BASE,ROUTE_0947_GRENINJA,,GLOBAL,GLOBAL_EVOLUTION,,,,EVOLUTION_ENGINE,,,,,,EVOLUTION,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,SPECIES_KEY_FROGADIER,UNLOCK_EVOLUTION_GLOBAL,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,REPEATABLE_WHILE_SOURCE_AVAILABLE,NON_MISSABLE_IF_SOURCE_ROUTE_COMPLETE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,condition-specific fallback catalog,,READY_TO_INTEGRATE_AFTER_SOURCE_EVENT,GLOBAL_RUNTIME,official evolution master + source species acquisition route,P0,主に未接続御三家の2・3段階目。
COLLECTION_NATIONAL_0659,SPECIES_KEY_BUNNELBY,948,ホルビー,REQUIRED_BASE,ROUTE_0948_BUNNELBY,FALLBACK_DIRECT_0948,TOHOKU,T501,VEGA_PHYSICAL_03_019,3,19,ECOLOGY_RUNTIME,,,,,,ECOLOGY_OVERLAY,大量発生,,UNLOCK_EXISTING_MAP_PROGRESSION,Lv.2-5,REPEATABLE_WILD,NON_MISSABLE,normal wild encounter,normal capture storage,normal capture failure/no duplicate,ecology radar fixed mode when source condition is time-based,,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T501:大量発生:Lv2-5,P2,other verified sources: ROM_WILD:96/15:K04:FISHING:Lv72-77; ROM_WILD:96/15:K04:LAND:Lv72-77; ROM_WILD:96/15:K04:ROCK:Lv72-77; ROM_WILD:96/15:K04:WATER:Lv72-77
