collection_key,species_key,canonical_id,display_name,national_no,vega_internal_id,base_or_form,target_status,completion_weight,route_required,is_official,family_key,form_key,source_classification,current_audit_class,exclusion_reason,evidence,notes
COLLECTION_CATALOG_0924,SPECIES_KEY_SAWSBUCK_WINTER,924,メブキジカ,586,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0297,FORM_KEY_SAWSBUCK_WINTER,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_0925,SPECIES_KEY_HIPPOPOTAS_F,925,ヒポポタス,449,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0233,FORM_KEY_HIPPOPOTAS_F,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_0926,SPECIES_KEY_HIPPOWDON_F,926,カバルドン,450,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0233,FORM_KEY_HIPPOWDON_F,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_0927,SPECIES_KEY_MELOETTA_PIROUETTE,927,メロエッタ,648,,FORM,BATTLE_ONLY_EXCLUDED,0,no,true,OFFICIAL_CHAIN_0335,FORM_KEY_MELOETTA_PIROUETTE,DPE_FORM_APPEND,TARGET_EXCLUDED,戦闘中／一時変身／巨大化等の状態,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_0928,SPECIES_KEY_GENESECT_SHOCK,928,ゲノセクト,649,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0336,FORM_KEY_GENESECT_SHOCK,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_0929,SPECIES_KEY_GENESECT_BURN,929,ゲノセクト,649,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0336,FORM_KEY_GENESECT_BURN,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_0930,SPECIES_KEY_GENESECT_CHILL,930,ゲノセクト,649,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0336,FORM_KEY_GENESECT_CHILL,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_0931,SPECIES_KEY_GENESECT_DOUSE,931,ゲノセクト,649,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0336,FORM_KEY_GENESECT_DOUSE,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_0932,SPECIES_KEY_CHERRIM_SUN,932,チェリム,421,,FORM,BATTLE_ONLY_EXCLUDED,0,no,true,OFFICIAL_CHAIN_0217,FORM_KEY_CHERRIM_SUN,DPE_FORM_APPEND,TARGET_EXCLUDED,戦闘中／一時変身／巨大化等の状態,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_0933,SPECIES_KEY_KYUREM_BLACK,933,キュレム,646,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0333,FORM_KEY_KYUREM_BLACK,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_0934,SPECIES_KEY_KYUREM_WHITE,934,キュレム,646,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0333,FORM_KEY_KYUREM_WHITE,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_0935,SPECIES_KEY_TORNADUS_THERIAN,935,トルネロス,641,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0328,FORM_KEY_TORNADUS_THERIAN,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_0936,SPECIES_KEY_THUNDURUS_THERIAN,936,ボルトロス,642,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0329,FORM_KEY_THUNDURUS_THERIAN,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_0937,SPECIES_KEY_LANDORUS_THERIAN,937,ランドロス,645,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0332,FORM_KEY_LANDORUS_THERIAN,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_0938,SPECIES_KEY_KELDEO_RESOLUTE,938,ケルディオ,647,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0334,FORM_KEY_KELDEO_RESOLUTE,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_NATIONAL_0650,SPECIES_KEY_CHESPIN,939,ハリマロン,650,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0337,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0651,SPECIES_KEY_QUILLADIN,940,ハリボーグ,651,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0337,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0652,SPECIES_KEY_CHESNAUGHT,941,ブリガロン,652,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0337,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0653,SPECIES_KEY_FENNEKIN,942,フォッコ,653,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0338,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0654,SPECIES_KEY_BRAIXEN,943,テールナー,654,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0338,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0655,SPECIES_KEY_DELPHOX,944,マフォクシー,655,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0338,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0656,SPECIES_KEY_FROAKIE,945,ケロマツ,656,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0339,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0657,SPECIES_KEY_FROGADIER,946,ゲコガシラ,657,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0339,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0658,SPECIES_KEY_GRENINJA,947,ゲッコウガ,658,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0339,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0659,SPECIES_KEY_BUNNELBY,948,ホルビー,659,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0340,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0660,SPECIES_KEY_DIGGERSBY,949,ホルード,660,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0340,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0661,SPECIES_KEY_FLETCHLING,950,ヤヤコマ,661,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0341,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0662,SPECIES_KEY_FLETCHINDER,951,ヒノヤコマ,662,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0341,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0663,SPECIES_KEY_TALONFLAME,952,ファイアロー,663,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0341,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0664,SPECIES_KEY_SCATTERBUG,953,コフキムシ,664,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0342,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0665,SPECIES_KEY_SPEWPA,954,コフーライ,665,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0342,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0666,SPECIES_KEY_VIVILLON,955,ビビヨン,666,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0342,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0667,SPECIES_KEY_LITLEO,956,シシコ,667,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0343,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0668,SPECIES_KEY_PYROAR,957,カエンジシ,668,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0343,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0669,SPECIES_KEY_FLABEBE,958,フラベベ,669,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0344,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0670,SPECIES_KEY_FLOETTE,959,フラエッテ,670,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0344,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0671,SPECIES_KEY_FLORGES,960,フラージェス,671,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0344,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0672,SPECIES_KEY_SKIDDO,961,メェークル,672,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0345,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0673,SPECIES_KEY_GOGOAT,962,ゴーゴート,673,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0345,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0674,SPECIES_KEY_PANCHAM,963,ヤンチャム,674,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0346,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0675,SPECIES_KEY_PANGORO,964,ゴロンダ,675,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0346,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0676,SPECIES_KEY_FURFROU,965,トリミアン,676,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0347,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0677,SPECIES_KEY_ESPURR,966,ニャスパー,677,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0348,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0678,SPECIES_KEY_MEOWSTIC,967,ニャオニクス,678,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0348,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0679,SPECIES_KEY_HONEDGE,968,ヒトツキ,679,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0349,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0680,SPECIES_KEY_DOUBLADE,969,ニダンギル,680,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0349,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0681,SPECIES_KEY_AEGISLASH,970,ギルガルド,681,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0349,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0682,SPECIES_KEY_SPRITZEE,971,シュシュプ,682,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0350,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0683,SPECIES_KEY_AROMATISSE,972,フレフワン,683,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0350,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0684,SPECIES_KEY_SWIRLIX,973,ペロッパフ,684,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0351,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0685,SPECIES_KEY_SLURPUFF,974,ペロリーム,685,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0351,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0686,SPECIES_KEY_INKAY,975,マーイーカ,686,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0352,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0687,SPECIES_KEY_MALAMAR,976,カラマネロ,687,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0352,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0688,SPECIES_KEY_BINACLE,977,カメテテ,688,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0353,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0689,SPECIES_KEY_BARBARACLE,978,ガメノデス,689,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0353,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0690,SPECIES_KEY_SKRELP,979,クズモー,690,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0354,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0691,SPECIES_KEY_DRAGALGE,980,ドラミドロ,691,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0354,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0692,SPECIES_KEY_CLAUNCHER,981,ウデッポウ,692,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0355,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0693,SPECIES_KEY_CLAWITZER,982,ブロスター,693,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0355,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0694,SPECIES_KEY_HELIOPTILE,983,エリキテル,694,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0356,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0695,SPECIES_KEY_HELIOLISK,984,エレザード,695,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0356,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0696,SPECIES_KEY_TYRUNT,985,チゴラス,696,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0357,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0697,SPECIES_KEY_TYRANTRUM,986,ガチゴラス,697,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0357,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0698,SPECIES_KEY_AMAURA,987,アマルス,698,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0358,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0699,SPECIES_KEY_AURORUS,988,アマルルガ,699,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0358,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0700,SPECIES_KEY_SYLVEON,989,ニンフィア,700,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0067,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0701,SPECIES_KEY_HAWLUCHA,990,ルチャブル,701,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0359,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0702,SPECIES_KEY_DEDENNE,991,デデンネ,702,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0360,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0703,SPECIES_KEY_CARBINK,992,メレシー,703,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0361,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0704,SPECIES_KEY_GOOMY,993,ヌメラ,704,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0362,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0705,SPECIES_KEY_SLIGGOO,994,ヌメイル,705,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0362,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0706,SPECIES_KEY_GOODRA,995,ヌメルゴン,706,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0362,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0707,SPECIES_KEY_KLEFKI,996,クレッフィ,707,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0363,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0708,SPECIES_KEY_PHANTUMP,997,ボクレー,708,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0364,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0709,SPECIES_KEY_TREVENANT,998,オーロット,709,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0364,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0710,SPECIES_KEY_PUMPKABOO,999,バケッチャ,710,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0365,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
