species_national_no,species_name,form_identifier,japanese_form_name,class,battle_only,mega,separate_learnset,move_inheritance_policy,storage_note,verification
6,リザードン,mega-y,メガリザードンＹ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
9,カメックス,mega,メガカメックス,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
65,フーディン,mega,メガフーディン,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
94,ゲンガー,mega,メガゲンガー,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
115,ガルーラ,mega,メガガルーラ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
127,カイロス,mega,メガカイロス,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
130,ギャラドス,mega,メガギャラドス,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
142,プテラ,mega,メガプテラ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
150,ミュウツー,mega-x,メガミュウツーＸ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
150,ミュウツー,mega-y,メガミュウツーＹ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
181,デンリュウ,mega,メガデンリュウ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
212,ハッサム,mega,メガハッサム,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
214,ヘラクロス,mega,メガヘラクロス,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
229,ヘルガー,mega,メガヘルガー,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
248,バンギラス,mega,メガバンギラス,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
257,バシャーモ,mega,メガバシャーモ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
282,サーナイト,mega,メガサーナイト,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
303,クチート,mega,メガクチート,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
306,ボスゴドラ,mega,メガボスゴドラ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
308,チャーレム,mega,メガチャーレム,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
310,ライボルト,mega,メガライボルト,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
354,ジュペッタ,mega,メガジュペッタ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
359,アブソル,mega,メガアブソル,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
445,ガブリアス,mega,メガガブリアス,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
448,ルカリオ,mega,メガルカリオ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
460,ユキノオー,mega,メガユキノオー,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
670,フラエッテ,eternal,えいえんのはな,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
380,ラティアス,mega,メガラティアス,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
381,ラティオス,mega,メガラティオス,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
260,ラグラージ,mega,メガラグラージ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
254,ジュカイン,mega,メガジュカイン,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
302,ヤミラミ,mega,メガヤミラミ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
334,チルタリス,mega,メガチルタリス,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
475,エルレイド,mega,メガエルレイド,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
531,タブンネ,mega,メガタブンネ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
319,サメハダー,mega,メガサメハダー,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
80,ヤドラン,mega,メガヤドラン,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
208,ハガネール,mega,メガハガネール,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
18,ピジョット,mega,メガピジョット,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
362,オニゴーリ,mega,メガオニゴーリ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
719,ディアンシー,mega,メガディアンシー,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
376,メタグロス,mega,メガメタグロス,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
382,カイオーガ,primal,ゲンシカイキのすがた,戦闘中フォーム,yes,no,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
383,グラードン,primal,ゲンシカイキのすがた,戦闘中フォーム,yes,no,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
384,レックウザ,mega,メガレックウザ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
25,ピカチュウ,rock-star,ハードロック・ピカチュウ,衣装・特別個体,no,no,conditional,基礎種共有を原則とし、タイプまたは戦闘役割が変わる場合のみフォーム専用技を1～2個追加。,基礎種ID＋FormIdを優先,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
25,ピカチュウ,belle,マダム・ピカチュウ,衣装・特別個体,no,no,conditional,基礎種共有を原則とし、タイプまたは戦闘役割が変わる場合のみフォーム専用技を1～2個追加。,基礎種ID＋FormIdを優先,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
25,ピカチュウ,pop-star,アイドル・ピカチュウ,衣装・特別個体,no,no,conditional,基礎種共有を原則とし、タイプまたは戦闘役割が変わる場合のみフォーム専用技を1～2個追加。,基礎種ID＋FormIdを優先,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
25,ピカチュウ,phd,ドクター・ピカチュウ,衣装・特別個体,no,no,conditional,基礎種共有を原則とし、タイプまたは戦闘役割が変わる場合のみフォーム専用技を1～2個追加。,基礎種ID＋FormIdを優先,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
25,ピカチュウ,libre,マスクド・ピカチュウ,衣装・特別個体,no,no,conditional,基礎種共有を原則とし、タイプまたは戦闘役割が変わる場合のみフォーム専用技を1～2個追加。,基礎種ID＋FormIdを優先,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
25,ピカチュウ,cosplay,おきがえピカチュウ,衣装・特別個体,no,no,conditional,基礎種共有を原則とし、タイプまたは戦闘役割が変わる場合のみフォーム専用技を1～2個追加。,基礎種ID＋FormIdを優先,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
720,フーパ,unbound,ときはなたれしフーパ,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
323,バクーダ,mega,メガバクーダ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
428,ミミロップ,mega,メガミミロップ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
373,ボーマンダ,mega,メガボーマンダ,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
15,スピアー,mega,メガスピアー,メガシンカ,yes,yes,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
19,コラッタ,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
20,ラッタ,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
20,ラッタ,totem-alola,アローラのぬし,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
25,ピカチュウ,original-cap,オリジナルキャップ,衣装・特別個体,no,no,conditional,基礎種共有を原則とし、タイプまたは戦闘役割が変わる場合のみフォーム専用技を1～2個追加。,基礎種ID＋FormIdを優先,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
25,ピカチュウ,hoenn-cap,ホウエンキャップ,衣装・特別個体,no,no,conditional,基礎種共有を原則とし、タイプまたは戦闘役割が変わる場合のみフォーム専用技を1～2個追加。,基礎種ID＋FormIdを優先,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
25,ピカチュウ,sinnoh-cap,シンオウキャップ,衣装・特別個体,no,no,conditional,基礎種共有を原則とし、タイプまたは戦闘役割が変わる場合のみフォーム専用技を1～2個追加。,基礎種ID＋FormIdを優先,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
25,ピカチュウ,unova-cap,イッシュキャップ,衣装・特別個体,no,no,conditional,基礎種共有を原則とし、タイプまたは戦闘役割が変わる場合のみフォーム専用技を1～2個追加。,基礎種ID＋FormIdを優先,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
25,ピカチュウ,kalos-cap,カロスキャップ,衣装・特別個体,no,no,conditional,基礎種共有を原則とし、タイプまたは戦闘役割が変わる場合のみフォーム専用技を1～2個追加。,基礎種ID＋FormIdを優先,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
25,ピカチュウ,alola-cap,アローラキャップ,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
26,ライチュウ,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
27,サンド,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
28,サンドパン,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
37,ロコン,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
38,キュウコン,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
50,ディグダ,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
51,ダグトリオ,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
52,ニャース,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
53,ペルシアン,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
74,イシツブテ,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
75,ゴローン,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
76,ゴローニャ,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
88,ベトベター,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
89,ベトベトン,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
103,ナッシー,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
105,ガラガラ,alola,アローラのすがた,リージョンフォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,独立内部ID（恒常個体）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
658,ゲッコウガ,battle-bond,きずなへんげ,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
658,ゲッコウガ,ash,サトシゲッコウガ,戦闘中フォーム,yes,no,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
718,ジガルデ,10-power-construct,１０％フォルム,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
718,ジガルデ,50-power-construct,５０％フォルム,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
718,ジガルデ,complete,パーフェクトフォルム,戦闘中フォーム,yes,no,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
735,デカグース,totem,ぬし,イベント専用個体,no,no,conditional,基礎種共有を原則とし、タイプまたは戦闘役割が変わる場合のみフォーム専用技を1～2個追加。,共有IDまたは専用ヘルパーID,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
738,クワガノン,totem,ぬし,イベント専用個体,no,no,conditional,基礎種共有を原則とし、タイプまたは戦闘役割が変わる場合のみフォーム専用技を1～2個追加。,共有IDまたは専用ヘルパーID,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
741,オドリドリ,pom-pom,ぱちぱちスタイル,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
741,オドリドリ,pau,ふらふらスタイル,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
741,オドリドリ,sensu,まいまいスタイル,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
745,ルガルガン,midnight,まよなかのすがた,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
746,ヨワシ,school,むれたすがた,戦闘中フォーム,yes,no,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
754,ラランテス,totem,ぬし,イベント専用個体,no,no,conditional,基礎種共有を原則とし、タイプまたは戦闘役割が変わる場合のみフォーム専用技を1～2個追加。,共有IDまたは専用ヘルパーID,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
758,エンニュート,totem,ぬし,イベント専用個体,no,no,conditional,基礎種共有を原則とし、タイプまたは戦闘役割が変わる場合のみフォーム専用技を1～2個追加。,共有IDまたは専用ヘルパーID,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
774,メテノ,orange-meteor,りゅうせいのすがた,戦闘中フォーム,yes,no,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
