evolution_chain_id,root_name,family,types_in_family,family_category,vega_inclusion,primary_role,recommended_level_up_core,recommended_tm_core,recommended_tutor_core,progression_rule,overcoverage_rule,manual_review_priority
311,フリージオ,フリージオ,こおり,人工・無機物,既存（トーホク図鑑312）,特殊アタッカー,こごえるかぜ / ゆきげしき,アイススピナー,トリプルアクセル,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
312,チョボマキ,チョボマキ → アギルダー,むし,通常生態,未収録・追加対象,特殊アタッカー,むしくい / ねばねばネット / かふんだんご,とんぼがえり,むしくい,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
313,マッギョ,マッギョ,じめん / でんき,通常生態,既存（トーホク図鑑326）,両刀・可変,どろかけ / マッドショット / スパーク / でんきショック,じならし / ボルトチェンジ,ねっさのだいち / エレキネット,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
314,コジョフー,コジョフー → コジョンド,かくとう,通常生態,既存（トーホク図鑑371）; 既存（トーホク図鑑372）,物理アタッカー,いわくだき / ビルドアップ / インファイト,ドレインパンチ,コーチング,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
315,クリムガン,クリムガン,ドラゴン,通常生態,未収録・追加対象,物理アタッカー,ドラゴンテール / りゅうのまい,ワイドブレイカー,りゅうせいぐん,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
316,ゴビット,ゴビット → ゴルーグ,じめん / ゴースト,人工・無機物,未収録・追加対象,物理アタッカー,どろかけ / マッドショット / かげうち / おどろかす / じしん / すなあらし / ポルターガイスト / おにび,じならし / シャドークロー,ねっさのだいち / ポルターガイスト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
317,コマタナ,コマタナ → キリキザン → ドドゲザン,あく / はがね,通常生態,未収録・追加対象,物理アタッカー,かみつく / ちょうはつ / メタルクロー / てっぺき / つじぎり / アイアンヘッド / ドゲザン / はたきおとす,バークアウト / ラスターカノン,はたきおとす / アイアンヘッド,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
318,バッフロン,バッフロン,ノーマル,通常生態,未収録・追加対象,物理アタッカー,ずつき / アンコール,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
319,ワシボン,ワシボン → ウォーグル,ひこう / ノーマル,通常生態,未収録・追加対象,物理アタッカー,ずつき / アンコール / つばさでうつ / おいかぜ / すてみタックル / ブレイブバード,まもる / アクロバット,てだすけ / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
320,バルチャイ,バルチャイ → バルジーナ,あく / ひこう,通常生態,未収録・追加対象,物理アタッカー,かみつく / ちょうはつ / つばさでうつ / おいかぜ / はたきおとす / ブレイブバード,バークアウト / アクロバット,はたきおとす / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
321,クイタラン,クイタラン,ほのお,通常生態,未収録・追加対象,特殊寄り,ひのこ / おにび,かえんほうしゃ,ねっぷう,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
322,アイアント,アイアント,はがね / むし,通常生態,未収録・追加対象,物理アタッカー,むしくい / ねばねばネット / メタルクロー / てっぺき,とんぼがえり / ラスターカノン,むしくい / アイアンヘッド,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
323,モノズ,モノズ → ジヘッド → サザンドラ,あく / ドラゴン,600族,未収録・追加対象,両刀・可変,かみつく / ちょうはつ / ドラゴンテール / りゅうのまい / つじぎり / ドラゴンクロー / あくのはどう,バークアウト / ワイドブレイカー,はたきおとす / りゅうせいぐん,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
324,メラルバ,メラルバ → ウルガモス,ほのお / むし,通常生態,未収録・追加対象,特殊アタッカー,むしくい / むしのていこう / ほのおのキバ / ひのこ / かふんだんご / ねばねばネット / だいもんじ / おにび,とんぼがえり / かえんほうしゃ,むしくい / ねっぷう,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
325,コバルオン,コバルオン,かくとう / はがね,伝説,未収録・追加対象,物理寄り,メタルクロー / てっぺき / いわくだき / ビルドアップ,ラスターカノン / ドレインパンチ,アイアンヘッド / コーチング,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
326,テラキオン,テラキオン,いわ / かくとう,伝説,未収録・追加対象,物理寄り,いわおとし / ステルスロック / いわくだき / ビルドアップ,ステルスロック / ドレインパンチ,メテオビーム / コーチング,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
327,ビリジオン,ビリジオン,かくとう / くさ,伝説,未収録・追加対象,両刀・可変,はっぱカッター / メガドレイン / いわくだき / しんくうは,くさむすび / ドレインパンチ,グラススライダー / コーチング,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
328,トルネロス,トルネロス,ひこう,伝説,未収録・追加対象,両刀・可変,つばさでうつ / かぜおこし,アクロバット,おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
329,ボルトロス,ボルトロス,でんき / ひこう,伝説,未収録・追加対象,特殊寄り,でんきショック / でんじは / かぜおこし / おいかぜ,ボルトチェンジ / アクロバット,エレキネット / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
330,レシラム,レシラム,ほのお / ドラゴン,伝説,未収録・追加対象,特殊アタッカー,りゅうのいぶき / りゅうのまい / ひのこ / おにび,ワイドブレイカー / かえんほうしゃ,りゅうせいぐん / ねっぷう,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
331,ゼクロム,ゼクロム,でんき / ドラゴン,伝説,未収録・追加対象,特殊アタッカー,りゅうのいぶき / りゅうのまい / でんきショック / でんじは,ワイドブレイカー / ボルトチェンジ,りゅうせいぐん / エレキネット,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
332,ランドロス,ランドロス,じめん / ひこう,伝説,未収録・追加対象,物理寄り,どろかけ / すなあらし / つばさでうつ / おいかぜ,じならし / アクロバット,ねっさのだいち / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
333,キュレム,キュレム,こおり / ドラゴン,伝説,未収録・追加対象,特殊アタッカー,りゅうのいぶき / りゅうのまい / こごえるかぜ / ゆきげしき,ワイドブレイカー / アイススピナー,りゅうせいぐん / トリプルアクセル,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
334,ケルディオ,ケルディオ,かくとう / みず,幻,未収録・追加対象,特殊アタッカー,みずのはどう / あまごい / しんくうは / ビルドアップ,アクアブレイク / ドレインパンチ,クイックターン / コーチング,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
335,メロエッタ,メロエッタ,エスパー / ノーマル,幻,未収録・追加対象,特殊アタッカー,スピードスター / アンコール / ねんりき / めいそう,まもる / サイコショック,てだすけ / トリック,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
336,ゲノセクト,ゲノセクト,はがね / むし,幻,未収録・追加対象,両刀・可変,むしくい / むしのていこう / メタルクロー / ミラーショット,とんぼがえり / ラスターカノン,むしくい / アイアンヘッド,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
337,ハリマロン,ハリマロン → ハリボーグ → ブリガロン,かくとう / くさ,御三家,未収録・追加対象,物理アタッカー,メガドレイン / やどりぎのタネ / ギガドレイン / ニードルガード / リーフブレード / インファイト,くさむすび / ドレインパンチ,グラススライダー / コーチング,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
338,フォッコ,フォッコ → テールナー → マフォクシー,ほのお / エスパー,御三家,未収録・追加対象,特殊アタッカー,ひのこ / おにび / かえんほうしゃ / マジカルフレイム / だいもんじ / サイコショック,かえんほうしゃ / サイコショック,ねっぷう / トリック,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
339,ケロマツ,ケロマツ → ゲコガシラ → ゲッコウガ,あく / みず,御三家,未収録・追加対象,両刀・可変,アクアジェット / みずのはどう / アクアブレイク / なみのり / みずしゅりけん / あまごい,アクアブレイク / バークアウト,クイックターン / はたきおとす,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
340,ホルビー,ホルビー → ホルード,じめん / ノーマル,通常生態,未収録・追加対象,物理アタッカー,ずつき / アンコール / すてみタックル / じしん / すなあらし,まもる / じならし,てだすけ / ねっさのだいち,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
341,ヤヤコマ,ヤヤコマ → ヒノヤコマ → ファイアロー,ひこう / ほのお / ノーマル,通常生態,未収録・追加対象,物理アタッカー,ずつき / アンコール / つばさでうつ / おいかぜ / かえんほうしゃ / おにび / エアスラッシュ / フレアドライブ,まもる / アクロバット / かえんほうしゃ,てだすけ / おいかぜ / ねっぷう,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
342,コフキムシ,コフキムシ → コフーライ → ビビヨン,ひこう / むし,通常生態,未収録・追加対象,特殊アタッカー,むしくい / ねばねばネット / シザークロス / かふんだんご / ぼうふう / おいかぜ,とんぼがえり / アクロバット,むしくい / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
343,シシコ,シシコ → カエンジシ,ほのお / ノーマル,通常生態,未収録・追加対象,物理アタッカー,ほのおのキバ / ひのこ / ずつき / スピードスター / フレアドライブ / おにび / すてみタックル / アンコール,かえんほうしゃ / まもる,ねっぷう / てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
344,フラベベ,フラベベ → フラエッテ → フラージェス,フェアリー,通常生態,未収録・追加対象,特殊アタッカー,ようせいのかぜ / あまえる / マジカルシャイン / ムーンフォース,マジカルシャイン,ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
345,メェークル,メェークル → ゴーゴート,くさ,通常生態,未収録・追加対象,特殊寄り,メガドレイン / やどりぎのタネ / エナジーボール,くさむすび,グラススライダー,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
346,ヤンチャム,ヤンチャム → ゴロンダ,あく / かくとう,通常生態,未収録・追加対象,物理アタッカー,いわくだき / ビルドアップ / インファイト / はたきおとす / ちょうはつ,ドレインパンチ / バークアウト,コーチング / はたきおとす,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
347,トリミアン,トリミアン,ノーマル,通常生態,未収録・追加対象,物理寄り,ずつき / アンコール,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
348,ニャスパー,ニャスパー → ニャオニクス,エスパー,通常生態,未収録・追加対象,特殊寄り,ねんりき / めいそう / サイコショック,サイコショック,トリック,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
349,ヒトツキ,ヒトツキ → ニダンギル → ギルガルド,はがね / ゴースト,通常生態,未収録・追加対象,両刀・可変,メタルクロー / ミラーショット / かげうち / おどろかす / アイアンヘッド / ラスターカノン / シャドークロー / たたりめ,ラスターカノン / シャドークロー,アイアンヘッド / ポルターガイスト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
350,シュシュプ,シュシュプ → フレフワン,フェアリー,通常生態,未収録・追加対象,特殊アタッカー,ようせいのかぜ / あまえる / ムーンフォース,マジカルシャイン,ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
351,ペロッパフ,ペロッパフ → ペロリーム,フェアリー,通常生態,未収録・追加対象,特殊アタッカー,ようせいのかぜ / あまえる / ムーンフォース,マジカルシャイン,ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
352,マーイーカ,マーイーカ → カラマネロ,あく / エスパー,通常生態,未収録・追加対象,特殊アタッカー,かみつく / バークアウト / サイコカッター / ねんりき / イカサマ / ちょうはつ / サイコショック / めいそう,バークアウト / サイコショック,はたきおとす / トリック,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
353,カメテテ,カメテテ → ガメノデス,いわ / みず,通常生態,未収録・追加対象,物理アタッカー,いわおとし / ステルスロック / アクアジェット / あまごい / ストーンエッジ / たきのぼり,ステルスロック / アクアブレイク,メテオビーム / クイックターン,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
354,クズモー,クズモー → ドラミドロ,どく / みず / ドラゴン,通常生態,未収録・追加対象,特殊アタッカー,どくばり / アシッドボム / アクアジェット / みずのはどう / ヘドロウェーブ / どくどく / りゅうせいぐん / りゅうのまい,ベノムショック / アクアブレイク / ワイドブレイカー,ダストシュート / クイックターン / りゅうせいぐん,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
355,ウデッポウ,ウデッポウ → ブロスター,みず,通常生態,未収録・追加対象,特殊アタッカー,アクアジェット / みずのはどう / ハイドロポンプ / あまごい,アクアブレイク,クイックターン,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
356,エリキテル,エリキテル → エレザード,でんき / ノーマル,通常生態,未収録・追加対象,特殊アタッカー,スパーク / でんきショック / ずつき / スピードスター / かみなり / でんじは / ばくおんぱ（音系のみ） / アンコール,ボルトチェンジ / まもる,エレキネット / てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
357,チゴラス,チゴラス → ガチゴラス,いわ / ドラゴン,化石,未収録・追加対象,物理アタッカー,いわおとし / ステルスロック / ドラゴンテール / りゅうのまい / ストーンエッジ / げきりん,ステルスロック / ワイドブレイカー,メテオビーム / りゅうせいぐん,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
358,アマルス,アマルス → アマルルガ,いわ / こおり,化石,未収録・追加対象,特殊アタッカー,いわおとし / げんしのちから / こおりのつぶて / こごえるかぜ / メテオビーム / ステルスロック / ふぶき / ゆきげしき,ステルスロック / アイススピナー,メテオビーム / トリプルアクセル,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
359,ルチャブル,ルチャブル,かくとう / ひこう,通常生態,未収録・追加対象,物理アタッカー,いわくだき / ビルドアップ / つばさでうつ / おいかぜ,ドレインパンチ / アクロバット,コーチング / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
360,デデンネ,デデンネ,でんき / フェアリー,通常生態,未収録・追加対象,特殊アタッカー,でんきショック / でんじは / ようせいのかぜ / あまえる,ボルトチェンジ / マジカルシャイン,エレキネット / ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
361,メレシー,メレシー,いわ / フェアリー,人工・無機物,未収録・追加対象,補助寄り両刀,いわおとし / げんしのちから / ほしがる / ようせいのかぜ,ステルスロック / マジカルシャイン,メテオビーム / ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
362,ヌメラ,ヌメラ → ヌメイル → ヌメルゴン,ドラゴン,600族,未収録・追加対象,両刀・可変,ドラゴンテール / りゅうのまい / ドラゴンクロー / りゅうのはどう,ワイドブレイカー,りゅうせいぐん,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
363,クレッフィ,クレッフィ,はがね / フェアリー,人工・無機物,未収録・追加対象,耐久・補助,メタルクロー / ミラーショット / ほしがる / ようせいのかぜ,ラスターカノン / マジカルシャイン,アイアンヘッド / ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
364,ボクレー,ボクレー → オーロット,くさ / ゴースト,通常生態,未収録・追加対象,物理アタッカー,おどろかす / おにび / メガドレイン / やどりぎのタネ / ポルターガイスト / リーフブレード,シャドークロー / くさむすび,ポルターガイスト / グラススライダー,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
365,バケッチャ,バケッチャ → パンプジン,くさ / ゴースト,通常生態,未収録・追加対象,特殊アタッカー,おどろかす / おにび / メガドレイン / やどりぎのタネ / シャドーボール / エナジーボール,シャドークロー / くさむすび,ポルターガイスト / グラススライダー,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
366,カチコール,カチコール → クレベース,こおり,通常生態,未収録・追加対象,物理アタッカー,こごえるかぜ / ゆきげしき / つららおとし,アイススピナー,トリプルアクセル,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
367,オンバット,オンバット → オンバーン,ひこう / ドラゴン,通常生態,未収録・追加対象,特殊アタッカー,つばさでうつ / おいかぜ / ドラゴンテール / りゅうのまい / ぼうふう / りゅうせいぐん,アクロバット / ワイドブレイカー,おいかぜ / りゅうせいぐん,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
368,ゼルネアス,ゼルネアス,フェアリー,伝説,未収録・追加対象,特殊アタッカー,ようせいのかぜ / あまえる,マジカルシャイン,ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
369,イベルタル,イベルタル,あく / ひこう,伝説,未収録・追加対象,特殊アタッカー,バークアウト / ちょうはつ / かぜおこし / おいかぜ,バークアウト / アクロバット,はたきおとす / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
370,ジガルデ,ジガルデ,じめん / ドラゴン,伝説,未収録・追加対象,物理寄り,ドラゴンテール / りゅうのまい / どろかけ / すなあらし,ワイドブレイカー / じならし,りゅうせいぐん / ねっさのだいち,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
371,ディアンシー,ディアンシー,いわ / フェアリー,幻,未収録・追加対象,特殊アタッカー,げんしのちから / ステルスロック / ようせいのかぜ / あまえる,ステルスロック / マジカルシャイン,メテオビーム / ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
372,フーパ,フーパ,エスパー / ゴースト,幻,未収録・追加対象,特殊アタッカー,ねんりき / めいそう / おどろかす / おにび,サイコショック / シャドークロー,トリック / ポルターガイスト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
373,ボルケニオン,ボルケニオン,ほのお / みず,幻,未収録・追加対象,特殊アタッカー,ひのこ / おにび / みずのはどう / あまごい,かえんほうしゃ / アクアブレイク,ねっぷう / クイックターン,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
