scope,species_key,name,types,role,stage,tohoku_planned_level,kanto_planned_level,recommended_move1,recommended_move2,recommended_move3,recommended_move4,safety_checks
公式,636,メラルバ,むし／ほのお,両刀・可変,基礎形,Lv.5～9,Lv.74～79,むしくい,むしのていこう,ほのおのキバ,ひのこ,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,637,ウルガモス,むし／ほのお,特殊アタッカー,進化先／最終形,Lv.5～9,Lv.74～79,むしのさざめき,かえんほうしゃ,ねばねばネット,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,638,コバルオン,はがね／かくとう,物理寄り,基礎形,イベント別,Lv.75,メタルクロー,いわくだき,てっぺき,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,639,テラキオン,いわ／かくとう,物理寄り,基礎形,イベント別,Lv.75,いわおとし,いわくだき,ステルスロック,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,640,ビリジオン,くさ／かくとう,両刀・可変,基礎形,イベント別,Lv.75,はっぱカッター,メガドレイン,いわくだき,しんくうは,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,641,トルネロス,ひこう,両刀・可変,基礎形,Lv.75,イベント別,つばさでうつ,かぜおこし,おいかぜ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,642,ボルトロス,でんき／ひこう,特殊寄り,基礎形,イベント別,Lv.75,でんきショック,かぜおこし,でんじは,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,643,レシラム,ドラゴン／ほのお,特殊アタッカー,基礎形,Lv.75,イベント別,りゅうのいぶき,ひのこ,りゅうのまい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,644,ゼクロム,ドラゴン／でんき,特殊アタッカー,基礎形,Lv.75,イベント別,りゅうのいぶき,でんきショック,りゅうのまい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,645,ランドロス,じめん／ひこう,物理寄り,基礎形,イベント別,Lv.75,どろかけ,つばさでうつ,すなあらし,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,646,キュレム,ドラゴン／こおり,特殊アタッカー,基礎形,Lv.75,イベント別,りゅうのいぶき,こごえるかぜ,りゅうのまい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,647,ケルディオ,みず／かくとう,特殊アタッカー,基礎形,イベント別,Lv.80,みずのはどう,しんくうは,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,648,メロエッタ,ノーマル／エスパー,特殊アタッカー,基礎形,イベント別,Lv.80,スピードスター,ねんりき,アンコール,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,649,ゲノセクト,むし／はがね,両刀・可変,基礎形,イベント別,Lv.80,むしくい,むしのていこう,メタルクロー,ミラーショット,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,650,ハリマロン,くさ,特殊寄り,基礎形,Lv.5,Lv.5,メガドレイン,やどりぎのタネ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,651,ハリボーグ,くさ,特殊寄り,中間進化,Lv.5,Lv.5,ギガドレイン,やどりぎのタネ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,652,ブリガロン,くさ／かくとう,物理アタッカー,進化先／最終形,Lv.5,Lv.5,タネばくだん,かわらわり,やどりぎのタネ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,653,フォッコ,ほのお,特殊寄り,基礎形,Lv.5,Lv.5,ひのこ,おにび,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,654,テールナー,ほのお,特殊寄り,中間進化,Lv.5,Lv.5,かえんほうしゃ,おにび,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,655,マフォクシー,ほのお／エスパー,特殊アタッカー,進化先／最終形,Lv.5,Lv.5,かえんほうしゃ,サイコキネシス,おにび,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,656,ケロマツ,みず,両刀・可変,基礎形,Lv.5,Lv.5,アクアジェット,みずのはどう,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,657,ゲコガシラ,みず,両刀・可変,中間進化,Lv.5,Lv.5,アクアブレイク,なみのり,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,658,ゲッコウガ,みず／あく,両刀・可変,進化先／最終形,Lv.5,Lv.5,アクアブレイク,なみのり,つじぎり,あくのはどう,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,659,ホルビー,ノーマル,物理寄り,基礎形,Lv.2～5,Lv.72～77,ずつき,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,660,ホルード,ノーマル／じめん,物理アタッカー,進化先／最終形,Lv.2～5,Lv.72～77,のしかかり,じならし,アンコール,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,661,ヤヤコマ,ノーマル／ひこう,物理寄り,基礎形,Lv.2～5,Lv.68～72,ずつき,つばさでうつ,アンコール,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,662,ヒノヤコマ,ほのお／ひこう,特殊寄り,中間進化,Lv.2～5,Lv.68～72,かえんほうしゃ,エアスラッシュ,おにび,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,663,ファイアロー,ほのお／ひこう,物理アタッカー,進化先／最終形,Lv.2～5,Lv.68～72,ニトロチャージ,ドリルくちばし,おにび,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,664,コフキムシ,むし,物理寄り,基礎形,Lv.10～14,Lv.74～79,むしくい,ねばねばネット,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,665,コフーライ,むし,物理寄り,中間進化,Lv.10～14,Lv.74～79,シザークロス,ねばねばネット,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,666,ビビヨン,むし／ひこう,特殊アタッカー,進化先／最終形,Lv.10～14,Lv.74～79,むしのさざめき,エアスラッシュ,ねばねばネット,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,667,シシコ,ほのお／ノーマル,両刀・可変,基礎形,Lv.5～9,Lv.83～89,ほのおのキバ,ひのこ,ずつき,スピードスター,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,668,カエンジシ,ほのお／ノーマル,物理アタッカー,進化先／最終形,Lv.5～9,Lv.83～89,ニトロチャージ,のしかかり,おにび,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,669,フラベベ,フェアリー,特殊寄り,基礎形,Lv.38～48／殿堂入り後Lv.50～65,Lv.82～90,ようせいのかぜ,あまえる,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,670,フラエッテ,フェアリー,特殊寄り,中間進化,Lv.38～48／殿堂入り後Lv.50～65,Lv.82～90,マジカルシャイン,あまえる,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,671,フラージェス,フェアリー,特殊アタッカー,進化先／最終形,Lv.38～48／殿堂入り後Lv.50～65,Lv.82～90,マジカルシャイン,あまえる,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,672,メェークル,くさ,特殊寄り,基礎形,Lv.38～45,Lv.70～76,メガドレイン,やどりぎのタネ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,673,ゴーゴート,くさ,特殊寄り,進化先／最終形,Lv.38～45,Lv.70～76,ギガドレイン,やどりぎのタネ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,674,ヤンチャム,かくとう,物理寄り,基礎形,Lv.44～54／殿堂入り後Lv.60～75,Lv.78～83,いわくだき,ビルドアップ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,675,ゴロンダ,かくとう／あく,物理アタッカー,進化先／最終形,Lv.44～54／殿堂入り後Lv.60～75,Lv.78～83,かわらわり,つじぎり,ビルドアップ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,676,トリミアン,ノーマル,物理寄り,基礎形,Lv.41～48,Lv.81～86,ずつき,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,677,ニャスパー,エスパー,特殊寄り,基礎形,Lv.8～13／殿堂入り後Lv.45～48,Lv.74～79,ねんりき,めいそう,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,678,ニャオニクス,エスパー,特殊寄り,進化先／最終形,Lv.8～13／殿堂入り後Lv.45～48,Lv.74～79,サイコキネシス,めいそう,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,679,ヒトツキ,はがね／ゴースト,両刀・可変,基礎形,Lv.44～54／殿堂入り後Lv.60～75,Lv.94～100,メタルクロー,ミラーショット,かげうち,おどろかす,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,680,ニダンギル,はがね／ゴースト,両刀・可変,中間進化,Lv.44～54／殿堂入り後Lv.60～75,Lv.94～100,アイアンヘッド,ラスターカノン,シャドークロー,たたりめ,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,681,ギルガルド,はがね／ゴースト,両刀・可変,進化先／最終形,Lv.44～54／殿堂入り後Lv.60～75,Lv.94～100,アイアンヘッド,ラスターカノン,シャドークロー,たたりめ,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,682,シュシュプ,フェアリー,特殊寄り,基礎形,Lv.38～48／殿堂入り後Lv.50～65,Lv.82～90,ようせいのかぜ,あまえる,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,683,フレフワン,フェアリー,特殊アタッカー,進化先／最終形,Lv.38～48／殿堂入り後Lv.50～65,Lv.82～90,マジカルシャイン,あまえる,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,684,ペロッパフ,フェアリー,特殊寄り,基礎形,Lv.38～45,Lv.85～94,ようせいのかぜ,あまえる,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,685,ペロリーム,フェアリー,特殊アタッカー,進化先／最終形,Lv.38～45,Lv.85～94,マジカルシャイン,あまえる,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,686,マーイーカ,あく／エスパー,補助寄り両刀,基礎形,Lv.33～40,Lv.79～84,かみつく,バークアウト,サイコカッター,ねんりき,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,687,カラマネロ,あく／エスパー,特殊アタッカー,進化先／最終形,Lv.33～40,Lv.79～84,あくのはどう,サイコキネシス,ちょうはつ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,688,カメテテ,いわ／みず,物理寄り,基礎形,Lv.20～30,Lv.89～94,いわおとし,アクアジェット,ステルスロック,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,689,ガメノデス,いわ／みず,物理アタッカー,進化先／最終形,Lv.20～30,Lv.89～94,いわなだれ,アクアブレイク,ステルスロック,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,690,クズモー,どく／みず,補助寄り両刀,基礎形,Lv.20～30,Lv.83～88,どくばり,アシッドボム,アクアジェット,みずのはどう,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,691,ドラミドロ,どく／ドラゴン,特殊アタッカー,進化先／最終形,Lv.20～30,Lv.83～88,ヘドロばくだん,りゅうのはどう,どくどく,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,692,ウデッポウ,みず,両刀・可変,基礎形,Lv.24～30,Lv.87～92,アクアジェット,みずのはどう,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,693,ブロスター,みず,特殊アタッカー,進化先／最終形,Lv.24～30,Lv.87～92,なみのり,あまごい,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,694,エリキテル,でんき／ノーマル,両刀・可変,基礎形,Lv.30～40／殿堂入り後Lv.55～70,Lv.78～84,スパーク,でんきショック,ずつき,スピードスター,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,695,エレザード,でんき／ノーマル,特殊アタッカー,進化先／最終形,Lv.30～40／殿堂入り後Lv.55～70,Lv.78～84,10まんボルト,ハイパーボイス,でんじは,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,696,チゴラス,いわ／ドラゴン,物理寄り,基礎形,Lv.20,Lv.30,いわおとし,ドラゴンテール,ステルスロック,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,697,ガチゴラス,いわ／ドラゴン,物理アタッカー,進化先／最終形,Lv.20,Lv.30,いわなだれ,ドラゴンクロー,ステルスロック,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,698,アマルス,いわ／こおり,両刀・可変,基礎形,Lv.20,Lv.30,いわおとし,げんしのちから,こおりのつぶて,こごえるかぜ,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,699,アマルルガ,いわ／こおり,特殊アタッカー,進化先／最終形,Lv.20,Lv.30,パワージェム,れいとうビーム,ステルスロック,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,700,ニンフィア,フェアリー,特殊アタッカー,進化先／最終形,Lv.30～40／殿堂入り後Lv.55～70,Lv.82～90,マジカルシャイン,あまえる,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,701,ルチャブル,かくとう／ひこう,物理アタッカー,基礎形,Lv.10～14,Lv.77～82,いわくだき,つばさでうつ,ビルドアップ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,702,デデンネ,でんき／フェアリー,特殊アタッカー,基礎形,Lv.30～40／殿堂入り後Lv.55～70,Lv.82～90,でんきショック,ようせいのかぜ,でんじは,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,703,メレシー,いわ／フェアリー,補助寄り両刀,基礎形,Lv.6～9／殿堂入り後Lv.44～48,Lv.73～80,いわおとし,げんしのちから,ほしがる,ようせいのかぜ,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,704,ヌメラ,ドラゴン,物理寄り,基礎形,Lv.58～66／殿堂入り後Lv.70～88,Lv.95～100,ドラゴンテール,りゅうのまい,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,705,ヌメイル,ドラゴン,物理寄り,中間進化,Lv.58～66／殿堂入り後Lv.70～88,Lv.95～100,ドラゴンクロー,りゅうのまい,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,706,ヌメルゴン,ドラゴン,両刀・可変,進化先／最終形,Lv.58～66／殿堂入り後Lv.70～88,Lv.95～100,ドラゴンクロー,りゅうのはどう,りゅうのまい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,707,クレッフィ,はがね／フェアリー,耐久・補助,基礎形,Lv.42～55／殿堂入り後Lv.62～78,Lv.90～97（異常遭遇）,メタルクロー,ミラーショット,ほしがる,ようせいのかぜ,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,708,ボクレー,ゴースト／くさ,特殊寄り,基礎形,Lv.8～13／殿堂入り後Lv.45～48,Lv.70～76,おどろかす,メガドレイン,おにび,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,709,オーロット,ゴースト／くさ,物理アタッカー,進化先／最終形,Lv.8～13／殿堂入り後Lv.45～48,Lv.70～76,シャドークロー,タネばくだん,おにび,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,710,バケッチャ,ゴースト／くさ,特殊寄り,基礎形,Lv.8～13／殿堂入り後Lv.45～48,Lv.69～73,おどろかす,メガドレイン,おにび,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,711,パンプジン,ゴースト／くさ,特殊アタッカー,進化先／最終形,Lv.8～13／殿堂入り後Lv.45～48,Lv.69～73,たたりめ,ギガドレイン,おにび,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,712,カチコール,こおり,特殊寄り,基礎形,Lv.30～40／殿堂入り後Lv.55～70,Lv.88～96,こごえるかぜ,ゆきげしき,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,713,クレベース,こおり,物理アタッカー,進化先／最終形,Lv.30～40／殿堂入り後Lv.55～70,Lv.88～96,アイススピナー,ゆきげしき,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,714,オンバット,ひこう／ドラゴン,物理寄り,基礎形,Lv.10～14,Lv.76～82,つばさでうつ,ドラゴンテール,おいかぜ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,715,オンバーン,ひこう／ドラゴン,特殊アタッカー,進化先／最終形,Lv.10～14,Lv.76～82,エアスラッシュ,りゅうのはどう,おいかぜ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,716,ゼルネアス,フェアリー,特殊アタッカー,基礎形,Lv.75,イベント別,ようせいのかぜ,あまえる,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,717,イベルタル,あく／ひこう,特殊アタッカー,基礎形,イベント別,Lv.75,バークアウト,かぜおこし,ちょうはつ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,718,ジガルデ,ドラゴン／じめん,物理寄り,基礎形,Lv.75,イベント別,ドラゴンテール,どろかけ,りゅうのまい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,719,ディアンシー,いわ／フェアリー,特殊アタッカー,基礎形,Lv.80,イベント別,げんしのちから,ようせいのかぜ,ステルスロック,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,720,フーパ,エスパー／ゴースト,特殊アタッカー,基礎形,イベント別,Lv.80,ねんりき,おどろかす,めいそう,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,721,ボルケニオン,ほのお／みず,特殊アタッカー,基礎形,Lv.80,イベント別,ひのこ,みずのはどう,おにび,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,722,モクロー,くさ／ひこう,特殊寄り,基礎形,Lv.5,Lv.5,メガドレイン,かぜおこし,やどりぎのタネ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,723,フクスロー,くさ／ひこう,特殊寄り,中間進化,Lv.5,Lv.5,ギガドレイン,エアスラッシュ,やどりぎのタネ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,724,ジュナイパー,くさ／ゴースト,両刀・可変,進化先／最終形,Lv.5,Lv.5,タネばくだん,ギガドレイン,シャドークロー,たたりめ,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,725,ニャビー,ほのお,特殊寄り,基礎形,Lv.5,Lv.5,ひのこ,おにび,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,726,ニャヒート,ほのお,特殊寄り,中間進化,Lv.5,Lv.5,かえんほうしゃ,おにび,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,727,ガオガエン,ほのお／あく,両刀・可変,進化先／最終形,Lv.5,Lv.5,ニトロチャージ,かえんほうしゃ,つじぎり,あくのはどう,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,728,アシマリ,みず,両刀・可変,基礎形,Lv.5,Lv.5,アクアジェット,みずのはどう,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,729,オシャマリ,みず,両刀・可変,中間進化,Lv.5,Lv.5,アクアブレイク,なみのり,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,730,アシレーヌ,みず／フェアリー,特殊アタッカー,進化先／最終形,Lv.5,Lv.5,なみのり,マジカルシャイン,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,731,ツツケラ,ノーマル／ひこう,物理寄り,基礎形,Lv.2～5,Lv.75～80,ずつき,つばさでうつ,アンコール,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,732,ケララッパ,ノーマル／ひこう,物理寄り,中間進化,Lv.2～5,Lv.75～80,のしかかり,ドリルくちばし,アンコール,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,733,ドデカバシ,ノーマル／ひこう,特殊アタッカー,進化先／最終形,Lv.2～5,Lv.75～80,ハイパーボイス,エアスラッシュ,アンコール,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,734,ヤングース,ノーマル,物理寄り,基礎形,Lv.9～13,Lv.84～90,ずつき,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,735,デカグース,ノーマル,物理アタッカー,進化先／最終形,Lv.9～13,Lv.84～90,のしかかり,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,736,アゴジムシ,むし,物理寄り,基礎形,Lv.38～48／殿堂入り後Lv.55～70,Lv.85～94,むしくい,ねばねばネット,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,737,デンヂムシ,むし／でんき,両刀・可変,中間進化,Lv.38～48／殿堂入り後Lv.55～70,Lv.85～94,シザークロス,むしのさざめき,かみなりパンチ,10まんボルト,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,738,クワガノン,むし／でんき,特殊アタッカー,進化先／最終形,Lv.38～48／殿堂入り後Lv.55～70,Lv.85～94,むしのさざめき,10まんボルト,ねばねばネット,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,739,マケンカニ,かくとう,物理寄り,基礎形,Lv.36～46／殿堂入り後Lv.58～72,Lv.88～93,いわくだき,ビルドアップ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
