national_no,name,group,vega_existing,event_arc,primary_capture_region,primary_capture_location,secondary_clue_region,secondary_clue_location,unlock_requirement,event_flow,capture_level,primary_reward,secondary_reward,repeatability,capture_safety,shared_flag_policy,design_note
905,ラブトロス,伝説,no,四風の石柱,トーホク,三島＋521ばんどうろ,カントー,9・10・17・20ばんどうろ観測柱,殿堂入り＋天候観測器,天候を切替えて固定戦。うつしかがみを同時入手。,Lv.75,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,1回／倒した場合は殿堂入り再更新で復活,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_0905_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
984,イダイナキバ,パラドックス,no,時代裂け目調査,カントー,ハナダのどうくつ・共鳴裂け目,トーホク,スフィアいせき・裂け目区画,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_0984_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
985,サケブシッポ,パラドックス,no,時代裂け目調査,トーホク,スフィアいせき・裂け目区画,カントー,ハナダのどうくつ・共鳴裂け目,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_0985_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
986,アラブルタケ,パラドックス,no,時代裂け目調査,カントー,ハナダのどうくつ・共鳴裂け目,トーホク,スフィアいせき・裂け目区画,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_0986_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
987,ハバタクカミ,パラドックス,no,時代裂け目調査,トーホク,スフィアいせき・裂け目区画,カントー,ハナダのどうくつ・共鳴裂け目,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_0987_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
988,チヲハウハネ,パラドックス,no,時代裂け目調査,カントー,ハナダのどうくつ・共鳴裂け目,トーホク,スフィアいせき・裂け目区画,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_0988_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
989,スナノケガワ,パラドックス,no,時代裂け目調査,トーホク,スフィアいせき・裂け目区画,カントー,ハナダのどうくつ・共鳴裂け目,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_0989_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
990,テツノワダチ,パラドックス,no,時代裂け目調査,カントー,ハナダのどうくつ・共鳴裂け目,トーホク,スフィアいせき・裂け目区画,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_0990_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
991,テツノツツミ,パラドックス,no,時代裂け目調査,トーホク,スフィアいせき・裂け目区画,カントー,ハナダのどうくつ・共鳴裂け目,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_0991_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
992,テツノカイナ,パラドックス,no,時代裂け目調査,カントー,ハナダのどうくつ・共鳴裂け目,トーホク,スフィアいせき・裂け目区画,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_0992_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
993,テツノコウベ,パラドックス,no,時代裂け目調査,トーホク,スフィアいせき・裂け目区画,カントー,ハナダのどうくつ・共鳴裂け目,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_0993_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
994,テツノドクガ,パラドックス,no,時代裂け目調査,カントー,ハナダのどうくつ・共鳴裂け目,トーホク,スフィアいせき・裂け目区画,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_0994_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
995,テツノイバラ,パラドックス,no,時代裂け目調査,トーホク,スフィアいせき・裂け目区画,カントー,ハナダのどうくつ・共鳴裂け目,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_0995_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1001,チオンジェン,伝説,no,災いの四封,トーホク,トーホク各地の封印祠,カントー,カントー四祠（森・雪・洞窟・火山）,スフィアいせき後,杭は8本×4ではなく、各祠の封印札3枚に圧縮。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,1回／倒した場合は殿堂入り再更新で復活,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1001_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1002,パオジアン,伝説,no,災いの四封,トーホク,トーホク各地の封印祠,カントー,カントー四祠（森・雪・洞窟・火山）,スフィアいせき後,杭は8本×4ではなく、各祠の封印札3枚に圧縮。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,1回／倒した場合は殿堂入り再更新で復活,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1002_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1003,ディンルー,伝説,no,災いの四封,トーホク,トーホク各地の封印祠,カントー,カントー四祠（森・雪・洞窟・火山）,スフィアいせき後,杭は8本×4ではなく、各祠の封印札3枚に圧縮。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,1回／倒した場合は殿堂入り再更新で復活,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1003_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1004,イーユイ,伝説,no,災いの四封,トーホク,トーホク各地の封印祠,カントー,カントー四祠（森・雪・洞窟・火山）,スフィアいせき後,杭は8本×4ではなく、各祠の封印札3枚に圧縮。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,1回／倒した場合は殿堂入り再更新で復活,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1004_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1005,トドロクツキ,パラドックス,no,時代裂け目調査,トーホク,スフィアいせき・裂け目区画,カントー,ハナダのどうくつ・共鳴裂け目,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1005_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1006,テツノブジン,パラドックス,no,時代裂け目調査,カントー,ハナダのどうくつ・共鳴裂け目,トーホク,スフィアいせき・裂け目区画,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1006_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1007,コライドン,伝説,no,過去と未来の走者,トーホク,D・H時空観測室,カントー,17ばんどうろ・時空レース区間,スフィアいせき後＋パラドックス調査,二つの時代座標を安定化し、それぞれ固定戦。,Lv.100,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,1回／倒した場合は殿堂入り再更新で復活,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1007_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1008,ミライドン,伝説,no,過去と未来の走者,カントー,17ばんどうろ・時空レース区間,トーホク,D・H時空観測室,スフィアいせき後＋パラドックス調査,二つの時代座標を安定化し、それぞれ固定戦。,Lv.100,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,1回／倒した場合は殿堂入り再更新で復活,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1008_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1009,ウネルミナモ,パラドックス,no,時代裂け目調査,トーホク,スフィアいせき・裂け目区画,カントー,ハナダのどうくつ・共鳴裂け目,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1009_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1010,テツノイサハ,パラドックス,no,時代裂け目調査,カントー,ハナダのどうくつ・共鳴裂け目,トーホク,スフィアいせき・裂け目区画,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1010_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1014,イイネイヌ,伝説,no,仮面祭とくさりもち,トーホク,ハクジタウン祭会場＋ハクジのもり,カントー,タマムシ広場＋トキワのもり,殿堂入り＋研究ランク5,オーガポンを先に保護し、三体、最後にモモワロウ。仮面はイベント中に入手。,Lv.75,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,1回／倒した場合は殿堂入り再更新で復活,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1014_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1015,マシマシラ,伝説,no,仮面祭とくさりもち,トーホク,ハクジタウン祭会場＋ハクジのもり,カントー,タマムシ広場＋トキワのもり,殿堂入り＋研究ランク5,オーガポンを先に保護し、三体、最後にモモワロウ。仮面はイベント中に入手。,Lv.75,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,1回／倒した場合は殿堂入り再更新で復活,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1015_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1016,キチキギス,伝説,no,仮面祭とくさりもち,トーホク,ハクジタウン祭会場＋ハクジのもり,カントー,タマムシ広場＋トキワのもり,殿堂入り＋研究ランク5,オーガポンを先に保護し、三体、最後にモモワロウ。仮面はイベント中に入手。,Lv.75,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,1回／倒した場合は殿堂入り再更新で復活,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1016_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1017,オーガポン,伝説,no,仮面祭とくさりもち,トーホク,ハクジタウン祭会場＋ハクジのもり,カントー,タマムシ広場＋トキワのもり,殿堂入り＋研究ランク5,オーガポンを先に保護し、三体、最後にモモワロウ。仮面はイベント中に入手。,Lv.75,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,1回／倒した場合は殿堂入り再更新で復活,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1017_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1020,ウガツホムラ,パラドックス,no,時代裂け目調査,カントー,ハナダのどうくつ・共鳴裂け目,トーホク,スフィアいせき・裂け目区画,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1020_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1021,タケルライコ,パラドックス,no,時代裂け目調査,トーホク,スフィアいせき・裂け目区画,カントー,ハナダのどうくつ・共鳴裂け目,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1021_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1022,テツノイワオ,パラドックス,no,時代裂け目調査,カントー,ハナダのどうくつ・共鳴裂け目,トーホク,スフィアいせき・裂け目区画,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1022_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1023,テツノカシラ,パラドックス,no,時代裂け目調査,トーホク,スフィアいせき・裂け目区画,カントー,ハナダのどうくつ・共鳴裂け目,スフィアいせき後,過去・未来チケットで出現群を切替。バージョン排他は設けない。,Lv.90,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,反復可,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1023_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1024,テラパゴス,伝説,no,結晶の中心,トーホク,スフィアいせき結晶層,カントー,ハナダのどうくつ結晶層,テラオーブ解禁＋研究ランク5,結晶を3箇所安定化して固定戦。,Lv.100,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,1回／倒した場合は殿堂入り再更新で復活,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1024_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1025,モモワロウ,幻,no,仮面祭とくさりもち,トーホク,ハクジタウン祭会場＋ハクジのもり,カントー,タマムシ広場＋トキワのもり,殿堂入り＋研究ランク5,オーガポンを先に保護し、三体、最後にモモワロウ。仮面はイベント中に入手。,Lv.80,捕獲個体＋図鑑登録＋専用素材,共鳴記録／専用技素材／再戦解禁。重複個体は与えない。,1回／倒した場合は殿堂入り再更新で復活,倒した場合の復活フラグ、捕獲後の重複防止、手持ち満杯時のPC送付を共通処理,FLAG_SPECIAL_1025_CAUGHT を両地方で共有,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
