national_no,name,identifier,generation,types,evolution_chain_id,family_category,is_legendary,is_mythical,vega_status,integration_action,earliest_gate,primary_area,acquisition_method,encounter_rate_or_limit,conditions,dex_policy,id_policy,root_name,family,integration_mode,tohoku_map_code,tohoku_location,tohoku_method,tohoku_level,tohoku_rate,tohoku_condition,kanto_map_code,kanto_location,kanto_method,kanto_level,kanto_rate,kanto_condition,dual_region_role,table_policy,implementation_priority,tohoku_acquisition_summary,tohoku_final_location,tohoku_final_method,tohoku_final_rate,tohoku_final_condition,kanto_acquisition_summary,kanto_final_location,kanto_final_method,kanto_final_rate,kanto_final_condition,cross_region_completion_rule,source_design
699,アマルルガ,aurorus,6,いわ／こおり,358,化石,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,進化,―,レベルアップ＋Lv.39以上＋夜（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0699（新規16bit ID）,アマルス,アマルス → アマルルガ,化石復元追加,T_FOSSIL,ヒスイシティ考古学室,発掘片2個を納品して復元,Lv.20,反復採掘可,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,K45,グレン研究所,博物館鑑定後に復元,Lv.30,月石片／火山灰を消費して反復可,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは早期の復元、カントーは高個体値・隠れ特性の再復元を担当。,通常野生表には入れない,P2,アマルスを復元して進化,ヒスイシティ考古学室,進化,野生追加なし,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,アマルスを復元して進化,グレン研究所,進化,野生追加なし,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
700,ニンフィア,sylveon,6,フェアリー,67,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,全国生態保護区（サファリ増設区画）,進化,―,なかよし度をなつき度220以上へ統合し、条件技を覚えた状態でレベルアップ。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0700（新規16bit ID）,イーブイ,イーブイ → シャワーズ → サンダース → ブースター → エーフィ → ブラッキー → リーフィア → グレイシア → ニンフィア,外来生態レイヤーへ追加,T029,かみなりのしま,夜間オーバーレイ,Lv.30～40／殿堂入り後Lv.55～70,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K33,タマムシ温室,ずつき／朝昼オーバーレイ,Lv.82～90,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,イーブイをトーホクで捕獲して進化,かみなりのしま,進化／殿堂入り後DexNavで中間進化が稀に出現,通常野生は基礎種のみ,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,イーブイをカントーで捕獲して進化,タマムシ温室,進化／認定章6個以降は中間進化がDexNav希少枠,通常野生は基礎種中心,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
701,ルチャブル,hawlucha,6,かくとう／ひこう,359,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,全国生態保護区（サファリ増設区画）,生態保護区ローテーション,対象日10～20%（チケットで固定可）,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0701（新規16bit ID）,ルチャブル,ルチャブル,外来生態レイヤーへ追加,T505,505ばんどうろ／すいどう,草むらオーバーレイ,Lv.10～14,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K09,9ばんどうろ,草むらオーバーレイ,Lv.77～82,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,トーホク野生生態,505ばんどうろ／すいどう,草むらオーバーレイ,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,カントー高レベル野生生態,9ばんどうろ,草むらオーバーレイ,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
702,デデンネ,dedenne,6,でんき／フェアリー,360,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,サファリゾーン中央,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0702（新規16bit ID）,デデンネ,デデンネ,外来生態レイヤーへ追加,T029,かみなりのしま,大量発生,Lv.30～40／殿堂入り後Lv.55～70,通常0%／発生中20～35%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K33,タマムシ温室,草むらオーバーレイ,Lv.82～90,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,トーホク野生生態,かみなりのしま,大量発生,通常0%／発生中20～35%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,カントー高レベル野生生態,タマムシ温室,草むらオーバーレイ,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
703,メレシー,carbink,6,いわ／フェアリー,361,人工・無機物,no,no,未収録・追加対象,新IDへ追加,バッジ1～2個,ちえのどうくつ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0703（新規16bit ID）,メレシー,メレシー,外来生態レイヤーへ追加,T024,ちえのどうくつ,いわくだき／DexNav,Lv.6～9／殿堂入り後Lv.44～48,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K27,おつきみやま,いわくだき／DexNav,Lv.73～80,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,トーホク野生生態,ちえのどうくつ,いわくだき／DexNav,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,カントー高レベル野生生態,おつきみやま,いわくだき／DexNav,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
704,ヌメラ,goomy,6,ドラゴン,362,600族,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,ポケモンじょう,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0704（新規16bit ID）,ヌメラ,ヌメラ → ヌメイル → ヌメルゴン,外来生態レイヤーへ追加,T042,チャンピオンロード,DexNav隠し枠,Lv.58～66／殿堂入り後Lv.70～88,通常0%／DexNav 1～2%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K43,ハナダのどうくつ,DexNav隠し枠,Lv.95～100,通常0%／DexNav 1～2%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,トーホク野生生態,チャンピオンロード,DexNav隠し枠,通常0%／DexNav 1～2%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,カントー高レベル野生生態,ハナダのどうくつ,DexNav隠し枠,通常0%／DexNav 1～2%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
705,ヌメイル,sliggoo,6,ドラゴン,362,600族,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ポケモンじょう,進化,―,レベルアップ＋Lv.40以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0705（新規16bit ID）,ヌメラ,ヌメラ → ヌメイル → ヌメルゴン,外来生態レイヤーへ追加,T042,チャンピオンロード,DexNav隠し枠,Lv.58～66／殿堂入り後Lv.70～88,通常0%／DexNav 1～2%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K43,ハナダのどうくつ,DexNav隠し枠,Lv.95～100,通常0%／DexNav 1～2%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,ヌメラをトーホクで捕獲して進化,チャンピオンロード,進化／殿堂入り後DexNavで中間進化が稀に出現,通常野生は基礎種のみ,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,ヌメラをカントーで捕獲して進化,ハナダのどうくつ,進化／認定章6個以降は中間進化がDexNav希少枠,通常野生は基礎種中心,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
706,ヌメルゴン,goodra,6,ドラゴン,362,600族,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ポケモンじょう,進化,―,雨天時にレベルアップ。RTC・天候固定が使えない場合は「あめのしずく」を使用。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0706（新規16bit ID）,ヌメラ,ヌメラ → ヌメイル → ヌメルゴン,外来生態レイヤーへ追加,T042,チャンピオンロード,DexNav隠し枠,Lv.58～66／殿堂入り後Lv.70～88,通常0%／DexNav 1～2%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K43,ハナダのどうくつ,DexNav隠し枠,Lv.95～100,通常0%／DexNav 1～2%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,ヌメラをトーホクで捕獲して進化,チャンピオンロード,進化／殿堂入り後DexNavで中間進化が稀に出現,通常野生は基礎種のみ,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,ヌメラをカントーで捕獲して進化,ハナダのどうくつ,進化／認定章6個以降は中間進化がDexNav希少枠,通常野生は基礎種中心,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
707,クレッフィ,klefki,6,はがね／フェアリー,363,人工・無機物,no,no,未収録・追加対象,新IDへ追加,バッジ5～6個,D・Hビル／D・Hだんアジト,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0707（新規16bit ID）,クレッフィ,クレッフィ,外来生態レイヤーへ追加,T034,D・Hビル,屋内異常遭遇／DexNav,Lv.42～55／殿堂入り後Lv.62～78,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K41,シルフカンパニー,屋内異常遭遇／DexNav,Lv.90～97（異常遭遇）,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,トーホク野生生態,D・Hビル,屋内異常遭遇／DexNav,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,カントー高レベル野生生態,シルフカンパニー,屋内異常遭遇／DexNav,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
708,ボクレー,phantump,6,ゴースト／くさ,364,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,全国生態保護区（サファリ増設区画）,生態保護区ローテーション,対象日10～20%（チケットで固定可）,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0708（新規16bit ID）,ボクレー,ボクレー → オーロット,外来生態レイヤーへ追加,T025,こころのやかた,夜間オーバーレイ,Lv.8～13／殿堂入り後Lv.45～48,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K26,トキワのもり,夜間オーバーレイ,Lv.70～76,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,トーホク野生生態,こころのやかた,夜間オーバーレイ,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,カントー高レベル野生生態,トキワのもり,夜間オーバーレイ,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
709,オーロット,trevenant,6,ゴースト／くさ,364,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,全国生態保護区（サファリ増設区画）,進化,―,「つながりのヒモ」を使用。通信交換でも従来通り進化。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0709（新規16bit ID）,ボクレー,ボクレー → オーロット,外来生態レイヤーへ追加,T025,こころのやかた,夜間オーバーレイ,Lv.8～13／殿堂入り後Lv.45～48,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K26,トキワのもり,夜間オーバーレイ,Lv.70～76,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,ボクレーをトーホクで捕獲して進化,こころのやかた,進化／殿堂入り後DexNavで中間進化が稀に出現,通常野生は基礎種のみ,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,ボクレーをカントーで捕獲して進化,トキワのもり,進化／認定章6個以降は中間進化がDexNav希少枠,通常野生は基礎種中心,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
710,バケッチャ,pumpkaboo,6,ゴースト／くさ,365,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,こころのやかた,草むらオーバーレイ,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0710（新規16bit ID）,バケッチャ,バケッチャ → パンプジン,外来生態レイヤーへ追加,T025,こころのやかた,夜間オーバーレイ,Lv.8～13／殿堂入り後Lv.45～48,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K02,2ばんどうろ,夜間オーバーレイ,Lv.69～73,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,トーホク野生生態,こころのやかた,夜間オーバーレイ,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,カントー高レベル野生生態,2ばんどうろ,夜間オーバーレイ,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
711,パンプジン,gourgeist,6,ゴースト／くさ,365,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,こころのやかた,進化,―,「つながりのヒモ」を使用。通信交換でも従来通り進化。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0711（新規16bit ID）,バケッチャ,バケッチャ → パンプジン,外来生態レイヤーへ追加,T025,こころのやかた,夜間オーバーレイ,Lv.8～13／殿堂入り後Lv.45～48,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K02,2ばんどうろ,夜間オーバーレイ,Lv.69～73,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,バケッチャをトーホクで捕獲して進化,こころのやかた,進化／殿堂入り後DexNavで中間進化が稀に出現,通常野生は基礎種のみ,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,バケッチャをカントーで捕獲して進化,2ばんどうろ,進化／認定章6個以降は中間進化がDexNav希少枠,通常野生は基礎種中心,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
712,カチコール,bergmite,6,こおり,366,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ7～8個,514～516ばんどうろ,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0712（新規16bit ID）,カチコール,カチコール → クレベース,外来生態レイヤーへ追加,T030,こおりのしま,洞窟・屋内オーバーレイ,Lv.30～40／殿堂入り後Lv.55～70,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K38,ふたごじま,洞窟・屋内オーバーレイ,Lv.88～96,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1,トーホク野生生態,こおりのしま,洞窟・屋内オーバーレイ,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,カントー高レベル野生生態,ふたごじま,洞窟・屋内オーバーレイ,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
713,クレベース,avalugg,6,こおり,366,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ7～8個,514～516ばんどうろ,進化,―,レベルアップ＋Lv.37以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0713（新規16bit ID）,カチコール,カチコール → クレベース,外来生態レイヤーへ追加,T030,こおりのしま,洞窟・屋内オーバーレイ,Lv.30～40／殿堂入り後Lv.55～70,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K38,ふたごじま,洞窟・屋内オーバーレイ,Lv.88～96,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1,カチコールをトーホクで捕獲して進化,こおりのしま,進化／殿堂入り後DexNavで中間進化が稀に出現,通常野生は基礎種のみ,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,カチコールをカントーで捕獲して進化,ふたごじま,進化／認定章6個以降は中間進化がDexNav希少枠,通常野生は基礎種中心,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
714,オンバット,noibat,6,ひこう／ドラゴン,367,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ5～6個,501ばんどうろ,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0714（新規16bit ID）,オンバット,オンバット → オンバーン,外来生態レイヤーへ追加,T505,505ばんどうろ／すいどう,草むらオーバーレイ,Lv.10～14,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K11,11ばんどうろ,草むらオーバーレイ,Lv.76～82,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1,トーホク野生生態,505ばんどうろ／すいどう,草むらオーバーレイ,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,カントー高レベル野生生態,11ばんどうろ,草むらオーバーレイ,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
715,オンバーン,noivern,6,ひこう／ドラゴン,367,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ5～6個,501ばんどうろ,進化,―,レベルアップ＋Lv.48以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0715（新規16bit ID）,オンバット,オンバット → オンバーン,外来生態レイヤーへ追加,T505,505ばんどうろ／すいどう,草むらオーバーレイ,Lv.10～14,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K11,11ばんどうろ,草むらオーバーレイ,Lv.76～82,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1,オンバットをトーホクで捕獲して進化,505ばんどうろ／すいどう,進化／殿堂入り後DexNavで中間進化が稀に出現,通常野生は基礎種のみ,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,オンバットをカントーで捕獲して進化,11ばんどうろ,進化／認定章6個以降は中間進化がDexNav希少枠,通常野生は基礎種中心,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
