evolution_chain_id,root_national_no,family,root_name,generation_first,types,category,vega_existing_members,new_members_to_import,integration_mode,tohoku_map_code,tohoku_location,tohoku_method,tohoku_level,tohoku_rate,tohoku_condition,kanto_map_code,kanto_location,kanto_method,kanto_level,kanto_rate,kanto_condition,dual_region_role,table_policy,implementation_priority
72,446,ゴンベ → カビゴン,ゴンベ,1,ノーマル,ベビィ含有,なし,カビゴン・ゴンベ,外来生態レイヤーへ追加,T506,506ばんどうろ／すいどう,DexNav隠し枠／低確率タマゴ,Lv.12～17,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K12,12ばんどうろ,DexNav隠し枠／低確率タマゴ,Lv.82～87,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
232,447,リオル → ルカリオ,リオル,4,かくとう／はがね,ベビィ含有,リオル・ルカリオ,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K42,チャンピオンロード,DexNav隠し枠／低確率タマゴ,Lv.94～100,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
233,449,ヒポポタス → カバルドン,ヒポポタス,4,じめん,通常生態,なし,ヒポポタス・カバルドン,外来生態レイヤーへ追加,T031,ユキユキやま,いわくだき／DexNav,Lv.36～46／殿堂入り後Lv.58～72,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K30,イワヤマトンネル,いわくだき／DexNav,Lv.80～87,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
234,451,スコルピ → ドラピオン,スコルピ,4,どく／むし／あく,通常生態,スコルピ・ドラピオン,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K26,トキワのもり,夜間オーバーレイ,Lv.70～76,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
235,453,グレッグル → ドクロッグ,グレッグル,4,かくとう／どく,通常生態,なし,グレッグル・ドクロッグ,外来生態レイヤーへ追加,T518,518ばんどうろ／すいどう,草むらオーバーレイ,Lv.40～47,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K06,6ばんどうろ,草むらオーバーレイ,Lv.75～80,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
236,455,マスキッパ,マスキッパ,4,くさ,通常生態,マスキッパ,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K35,サファリゾーン東,ずつき／朝昼オーバーレイ,Lv.85～94,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
237,456,ケイコウオ → ネオラント,ケイコウオ,4,みず,通常生態,なし,ケイコウオ・ネオラント,外来生態レイヤーへ追加,T512,512ばんどうろ／すいどう,釣りオーバーレイ,Lv.27～33,追加抽選4～8%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K13,13ばんどうろ,釣りオーバーレイ,Lv.83～88,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
116,458,タマンタ → マンタイン,タマンタ,2,ひこう／みず,ベビィ含有,なし,マンタイン・タマンタ,外来生態レイヤーへ追加,T508,508ばんどうろ／すいどう,DexNav隠し枠／低確率タマゴ,Lv.19～25,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K11,11ばんどうろ,DexNav隠し枠／低確率タマゴ,Lv.76～82,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
239,459,ユキカブリ → ユキノオー,ユキカブリ,4,くさ／こおり,通常生態,ユキカブリ・ユキノオー,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K24,24ばんどうろ,草むらオーバーレイ,Lv.74～79,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
240,479,ロトム,ロトム,4,ゴースト／でんき,人工・無機物,なし,ロトム,外来生態レイヤーへ追加,T035,D・Hだんアジト,夜間オーバーレイ,Lv.44～57／殿堂入り後Lv.65～80,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K39,ポケモンやしき,夜間オーバーレイ,Lv.91～98,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
241,480,ユクシー,ユクシー,4,エスパー,伝説,なし,ユクシー,固定イベント追加,EVENT_T,シオウ湖畔／サファリ北湖／ニューアイランド湖,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,殿堂入り＋三湖の調査＋主地方の捕獲フラグ共有,EVENT_K,24ばんどうろ河岸／サファリ北／ハナダのどうくつ水晶湖,固定シンボル／専用クエスト,Lv.75,原則1体・撃破時復活,殿堂入り＋三湖の調査,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
242,481,エムリット,エムリット,4,エスパー,伝説,なし,エムリット,固定イベント追加,EVENT_T,シオウ湖畔／サファリ北湖／ニューアイランド湖,固定シンボル／専用クエスト,Lv.75,原則1体・撃破時復活,殿堂入り＋三湖の調査,EVENT_K,24ばんどうろ河岸／サファリ北／ハナダのどうくつ水晶湖,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,殿堂入り＋三湖の調査＋主地方の捕獲フラグ共有,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
243,482,アグノム,アグノム,4,エスパー,伝説,なし,アグノム,固定イベント追加,EVENT_T,シオウ湖畔／サファリ北湖／ニューアイランド湖,固定シンボル／専用クエスト,Lv.75,原則1体・撃破時復活,殿堂入り＋三湖の調査,EVENT_K,24ばんどうろ河岸／サファリ北／ハナダのどうくつ水晶湖,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,殿堂入り＋三湖の調査＋主地方の捕獲フラグ共有,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
244,483,ディアルガ,ディアルガ,4,はがね／ドラゴン,伝説,ディアルガ,なし,ベガ既存特殊個体を保持＋他地方共鳴,EVENT_T,ベガ既存地点,ベガ既存入手法＋捕獲救済,Lv.70,原則1体・撃破時復活,既存条件,EVENT_K,カントー共鳴碑／研究記録,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,既存条件＋主地方の捕獲フラグ共有,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P0
245,484,パルキア,パルキア,4,みず／ドラゴン,伝説,パルキア,なし,ベガ既存特殊個体を保持＋他地方共鳴,EVENT_T,ベガ既存地点,ベガ既存入手法＋捕獲救済,Lv.70,原則1体・撃破時復活,既存条件,EVENT_K,カントー共鳴碑／研究記録,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,既存条件＋主地方の捕獲フラグ共有,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P0
246,485,ヒードラン,ヒードラン,4,はがね／ほのお,伝説,ヒードラン,なし,ベガ既存特殊個体を保持＋他地方共鳴,EVENT_T,ベガ既存地点,ベガ既存入手法＋捕獲救済,Lv.70,原則1体・撃破時復活,既存条件,EVENT_K,カントー共鳴碑／研究記録,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,既存条件＋主地方の捕獲フラグ共有,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P0
247,486,レジギガス,レジギガス,4,ノーマル,伝説,なし,レジギガス,固定イベント追加,EVENT_T,スフィアいせき・巨人の間,固定シンボル／専用クエスト,Lv.75,原則1体・撃破時復活,6体のレジ系登録,EVENT_K,セキエイ高原・石門,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,6体のレジ系登録＋主地方の捕獲フラグ共有,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
248,487,ギラティナ,ギラティナ,4,ゴースト／ドラゴン,伝説,なし,ギラティナ,固定イベント追加,EVENT_T,ときのようかん／スフィアいせき裏回廊,固定シンボル／専用クエスト,Lv.75,原則1体・撃破時復活,殿堂入り＋時空イベント完了,EVENT_K,ポケモンタワー屋上／ハナダのどうくつ反転層,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,殿堂入り＋時空イベント完了＋主地方の捕獲フラグ共有,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
249,488,クレセリア,クレセリア,4,エスパー,伝説,なし,クレセリア,固定イベント追加,EVENT_T,ときのようかん／スフィアいせき裏回廊,固定シンボル／専用クエスト,Lv.75,原則1体・撃破時復活,殿堂入り＋時空イベント完了,EVENT_K,ポケモンタワー屋上／ハナダのどうくつ反転層,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,殿堂入り＋時空イベント完了＋主地方の捕獲フラグ共有,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
250,489,フィオネ → マナフィ,フィオネ,4,みず,幻,フィオネ・マナフィ,なし,ベガ既存特殊個体を保持＋他地方共鳴,EVENT_T,ベガ既存地点,ベガ既存入手法＋捕獲救済,Lv.70,原則1体・撃破時復活,既存条件,EVENT_K,カントー共鳴碑／研究記録,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,既存条件＋主地方の捕獲フラグ共有,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P0
252,491,ダークライ,ダークライ,4,あく,幻,ダークライ,なし,ベガ既存特殊個体を保持＋他地方共鳴,EVENT_T,ベガ既存地点,ベガ既存入手法＋捕獲救済,Lv.70,原則1体・撃破時復活,既存条件,EVENT_K,カントー共鳴碑／研究記録,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,既存条件＋主地方の捕獲フラグ共有,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P0
253,492,シェイミ,シェイミ,4,くさ,幻,なし,シェイミ,固定イベント追加,EVENT_T,ハクジのもり奥,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,全国研究ランク3＋主地方の捕獲フラグ共有,EVENT_K,タマムシ温室・花園,固定シンボル／専用クエスト,Lv.80,原則1体・撃破時復活,全国研究ランク3,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
254,493,アルセウス,アルセウス,4,ノーマル,幻,なし,アルセウス,固定イベント追加,EVENT_T,スフィアいせき最深部,固定シンボル／専用クエスト,Lv.100,原則1体・撃破時復活,各世代伝説アーク10件完了,EVENT_K,ハナダのどうくつ・創世門,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,各世代伝説アーク10件完了＋主地方の捕獲フラグ共有,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
255,494,ビクティニ,ビクティニ,5,ほのお／エスパー,幻,なし,ビクティニ,固定イベント追加,EVENT_T,ポケモンじょう小塔,固定シンボル／専用クエスト,Lv.80,原則1体・撃破時復活,殿堂入り＋連勝10,EVENT_K,セキエイ高原・勝利碑,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,殿堂入り＋連勝10＋主地方の捕獲フラグ共有,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
256,495,ツタージャ → ジャノビー → ジャローダ,ツタージャ,5,くさ,御三家,なし,ツタージャ・ジャノビー・ジャローダ,地方研究タマゴ追加,T_LAB,ハクジタウン・ヒイラギ研究所,地域別研究依頼の報酬タマゴ,Lv.5,研究チケット1枚／系統選択・反復可,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,K47,マサラタウン・オーキド研究所,オーキド研究所の生態交換タマゴ,Lv.5,カントー認定章2個ごとに1系統、最終的に全系統反復可,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,御三家を野生化せず、両地方の研究所を巡る収集導線にする。,通常野生表には入れない,P2
257,498,ポカブ → チャオブー → エンブオー,ポカブ,5,かくとう／ほのお,御三家,なし,ポカブ・チャオブー・エンブオー,地方研究タマゴ追加,T_LAB,ハクジタウン・ヒイラギ研究所,地域別研究依頼の報酬タマゴ,Lv.5,研究チケット1枚／系統選択・反復可,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,K47,マサラタウン・オーキド研究所,オーキド研究所の生態交換タマゴ,Lv.5,カントー認定章2個ごとに1系統、最終的に全系統反復可,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,御三家を野生化せず、両地方の研究所を巡る収集導線にする。,通常野生表には入れない,P2
258,501,ミジュマル → フタチマル → ダイケンキ,ミジュマル,5,みず,御三家,なし,ミジュマル・フタチマル・ダイケンキ,地方研究タマゴ追加,T_LAB,ハクジタウン・ヒイラギ研究所,地域別研究依頼の報酬タマゴ,Lv.5,研究チケット1枚／系統選択・反復可,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,K47,マサラタウン・オーキド研究所,オーキド研究所の生態交換タマゴ,Lv.5,カントー認定章2個ごとに1系統、最終的に全系統反復可,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,御三家を野生化せず、両地方の研究所を巡る収集導線にする。,通常野生表には入れない,P2
259,504,ミネズミ → ミルホッグ,ミネズミ,5,ノーマル,通常生態,なし,ミネズミ・ミルホッグ,外来生態レイヤーへ追加,T501,501ばんどうろ／すいどう,草むらオーバーレイ,Lv.2～5,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K16,16ばんどうろ,草むらオーバーレイ,Lv.81～86,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
260,506,ヨーテリー → ハーデリア → ムーランド,ヨーテリー,5,ノーマル,通常生態,なし,ヨーテリー・ハーデリア・ムーランド,外来生態レイヤーへ追加,T503,503ばんどうろ／すいどう,草むらオーバーレイ,Lv.5～9,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K01,1ばんどうろ,草むらオーバーレイ,Lv.68～72,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
261,509,チョロネコ → レパルダス,チョロネコ,5,あく,通常生態,なし,チョロネコ・レパルダス,外来生態レイヤーへ追加,T035,D・Hだんアジト,夜間オーバーレイ,Lv.44～57／殿堂入り後Lv.65～80,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K32,ロケットだんアジト跡,夜間オーバーレイ,Lv.83～91,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
262,511,ヤナップ → ヤナッキー,ヤナップ,5,くさ,通常生態,なし,ヤナップ・ヤナッキー,外来生態レイヤーへ追加,T517,517ばんどうろ／すいどう,草むらオーバーレイ,Lv.38～45,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K26,トキワのもり,ずつき／朝昼オーバーレイ,Lv.70～76,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
263,513,バオップ → バオッキー,バオップ,5,ほのお,通常生態,なし,バオップ・バオッキー,外来生態レイヤーへ追加,T521,521ばんどうろ／すいどう,草むらオーバーレイ,Lv.45～52,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K17,17ばんどうろ,草むらオーバーレイ,Lv.83～89,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
264,515,ヒヤップ → ヒヤッキー,ヒヤップ,5,みず,通常生態,なし,ヒヤップ・ヒヤッキー,外来生態レイヤーへ追加,T510,510ばんどうろ／すいどう,釣りオーバーレイ,Lv.24～30,追加抽選4～8%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K36,サファリゾーン北,釣りオーバーレイ,Lv.85～94,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
265,517,ムンナ → ムシャーナ,ムンナ,5,エスパー,通常生態,なし,ムンナ・ムシャーナ,外来生態レイヤーへ追加,T025,こころのやかた,洞窟・屋内オーバーレイ,Lv.8～13／殿堂入り後Lv.45～48,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K08,8ばんどうろ,草むらオーバーレイ,Lv.79～84,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
266,519,マメパト → ハトーボー → ケンホロウ,マメパト,5,ノーマル／ひこう,通常生態,なし,マメパト・ハトーボー・ケンホロウ,外来生態レイヤーへ追加,T501,501ばんどうろ／すいどう,草むらオーバーレイ,Lv.2～5,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K25,25ばんどうろ,草むらオーバーレイ,Lv.75～80,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
267,522,シママ → ゼブライカ,シママ,5,でんき,通常生態,なし,シママ・ゼブライカ,外来生態レイヤーへ追加,T029,かみなりのしま,草むらオーバーレイ,Lv.30～40／殿堂入り後Lv.55～70,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K10,10ばんどうろ,草むらオーバーレイ,Lv.78～84,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
268,524,ダンゴロ → ガントル → ギガイアス,ダンゴロ,5,いわ,通常生態,なし,ダンゴロ・ガントル・ギガイアス,外来生態レイヤーへ追加,T031,ユキユキやま,いわくだき／DexNav,Lv.36～46／殿堂入り後Lv.58～72,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K30,イワヤマトンネル,いわくだき／DexNav,Lv.80～87,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
269,527,コロモリ → ココロモリ,コロモリ,5,ひこう／エスパー,通常生態,なし,コロモリ・ココロモリ,外来生態レイヤーへ追加,T505,505ばんどうろ／すいどう,大量発生,Lv.10～14,通常0%／発生中20～35%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K23,23ばんどうろ,草むらオーバーレイ,Lv.92～98,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
270,529,モグリュー → ドリュウズ,モグリュー,5,じめん／はがね,通常生態,なし,モグリュー・ドリュウズ,外来生態レイヤーへ追加,T024,ちえのどうくつ,いわくだき／DexNav,Lv.6～9／殿堂入り後Lv.44～48,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K28,ディグダのあな,いわくだき／DexNav,Lv.76～83,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
271,531,タブンネ,タブンネ,5,ノーマル,通常生態,なし,タブンネ,外来生態レイヤーへ追加,T504,504ばんどうろ／すいどう,草むらオーバーレイ,Lv.9～13,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K18,18ばんどうろ,草むらオーバーレイ,Lv.84～90,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
272,532,ドッコラー → ドテッコツ → ローブシン,ドッコラー,5,かくとう,通常生態,なし,ドッコラー・ドテッコツ・ローブシン,外来生態レイヤーへ追加,T514,514ばんどうろ／すいどう,草むらオーバーレイ,Lv.31～38,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K09,9ばんどうろ,草むらオーバーレイ,Lv.77～82,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
273,535,オタマロ → ガマガル → ガマゲロゲ,オタマロ,5,じめん／みず,通常生態,なし,オタマロ・ガマガル・ガマゲロゲ,外来生態レイヤーへ追加,T027,かいていトンネル,釣りオーバーレイ,Lv.20～30,追加抽選4～8%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K15,15ばんどうろ,釣りオーバーレイ,Lv.85～90,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
274,538,ナゲキ,ナゲキ,5,かくとう,通常生態,なし,ナゲキ,外来生態レイヤーへ追加,T042,チャンピオンロード,洞窟・屋内オーバーレイ,Lv.58～66／殿堂入り後Lv.70～88,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K09,9ばんどうろ,草むらオーバーレイ,Lv.77～82,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
