evolution_id,from_national_no,from_name,to_national_no,to_name,official_condition,vega_integrated_condition,requires_new_item_or_counter,implementation_note
261,519,マメパト,520,ハトーボー,レベルアップ＋Lv.21以上,レベルアップ＋Lv.21以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
262,520,ハトーボー,521,ケンホロウ,レベルアップ＋Lv.32以上,レベルアップ＋Lv.32以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
263,522,シママ,523,ゼブライカ,レベルアップ＋Lv.27以上,レベルアップ＋Lv.27以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
264,524,ダンゴロ,525,ガントル,レベルアップ＋Lv.25以上,レベルアップ＋Lv.25以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
265,525,ガントル,526,ギガイアス,通信交換,「つながりのヒモ」を使用。通信交換でも従来通り進化。,はい,DPE拡張系統内で接続
266,527,コロモリ,528,ココロモリ,レベルアップ＋なつき度160以上,レベルアップ＋なつき度160以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
267,529,モグリュー,530,ドリュウズ,レベルアップ＋Lv.31以上,レベルアップ＋Lv.31以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
268,532,ドッコラー,533,ドテッコツ,レベルアップ＋Lv.25以上,レベルアップ＋Lv.25以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
269,533,ドテッコツ,534,ローブシン,通信交換,「つながりのヒモ」を使用。通信交換でも従来通り進化。,はい,DPE拡張系統内で接続
270,535,オタマロ,536,ガマガル,レベルアップ＋Lv.25以上,レベルアップ＋Lv.25以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
271,536,ガマガル,537,ガマゲロゲ,レベルアップ＋Lv.36以上,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
272,540,クルミル,541,クルマユ,レベルアップ＋Lv.20以上,レベルアップ＋Lv.20以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
273,541,クルマユ,542,ハハコモリ,レベルアップ＋なつき度220以上,レベルアップ＋なつき度220以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
274,543,フシデ,544,ホイーガ,レベルアップ＋Lv.22以上,レベルアップ＋Lv.22以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
275,544,ホイーガ,545,ペンドラー,レベルアップ＋Lv.30以上,レベルアップ＋Lv.30以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
276,546,モンメン,547,エルフーン,道具使用＋たいようのいしを使う,道具使用＋たいようのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
277,548,チュリネ,549,ドレディア,道具使用＋たいようのいしを使う,道具使用＋たいようのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
278,551,メグロコ,552,ワルビル,レベルアップ＋Lv.29以上,レベルアップ＋Lv.29以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
279,552,ワルビル,553,ワルビアル,レベルアップ＋Lv.40以上,レベルアップ＋Lv.40以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
280,554,ダルマッカ,555,ヒヒダルマ,レベルアップ＋Lv.35以上,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
281,557,イシズマイ,558,イワパレス,レベルアップ＋Lv.34以上,レベルアップ＋Lv.34以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
282,559,ズルッグ,560,ズルズキン,レベルアップ＋Lv.39以上,レベルアップ＋Lv.39以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
283,562,デスマス,563,デスカーン,レベルアップ＋Lv.34以上,レベルアップ＋Lv.34以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
284,564,プロトーガ,565,アバゴーラ,レベルアップ＋Lv.37以上,レベルアップ＋Lv.37以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
285,566,アーケン,567,アーケオス,レベルアップ＋Lv.37以上,レベルアップ＋Lv.37以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
286,568,ヤブクロン,569,ダストダス,レベルアップ＋Lv.36以上,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
287,570,ゾロア,571,ゾロアーク,レベルアップ＋Lv.30以上,レベルアップ＋Lv.30以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
288,572,チラーミィ,573,チラチーノ,道具使用＋ひかりのいしを使う,道具使用＋ひかりのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
289,574,ゴチム,575,ゴチミル,レベルアップ＋Lv.32以上,レベルアップ＋Lv.32以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
290,575,ゴチミル,576,ゴチルゼル,レベルアップ＋Lv.41以上,レベルアップ＋Lv.41以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
291,577,ユニラン,578,ダブラン,レベルアップ＋Lv.32以上,レベルアップ＋Lv.32以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
292,578,ダブラン,579,ランクルス,レベルアップ＋Lv.41以上,レベルアップ＋Lv.41以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
293,580,コアルヒー,581,スワンナ,レベルアップ＋Lv.35以上,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
294,582,バニプッチ,583,バニリッチ,レベルアップ＋Lv.35以上,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
295,583,バニリッチ,584,バイバニラ,レベルアップ＋Lv.47以上,レベルアップ＋Lv.47以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
296,585,シキジカ,586,メブキジカ,レベルアップ＋Lv.34以上,レベルアップ＋Lv.34以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
297,588,カブルモ,589,シュバルゴ,通信交換＋チョボマキと交換,指定交換は残すが、図鑑完成用にハクジ研究所の「交換シミュレータ」でも進化可能。,はい,DPE拡張系統内で接続
298,590,タマゲタケ,591,モロバレル,レベルアップ＋Lv.39以上,レベルアップ＋Lv.39以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
299,592,プルリル,593,ブルンゲル,レベルアップ＋Lv.40以上,レベルアップ＋Lv.40以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
300,595,バチュル,596,デンチュラ,レベルアップ＋Lv.36以上,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
301,597,テッシード,598,ナットレイ,レベルアップ＋Lv.40以上,レベルアップ＋Lv.40以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
302,599,ギアル,600,ギギアル,レベルアップ＋Lv.38以上,レベルアップ＋Lv.38以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
303,600,ギギアル,601,ギギギアル,レベルアップ＋Lv.49以上,レベルアップ＋Lv.49以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
304,602,シビシラス,603,シビビール,レベルアップ＋Lv.39以上,レベルアップ＋Lv.39以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
305,603,シビビール,604,シビルドン,道具使用＋かみなりのいしを使う,道具使用＋かみなりのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
306,605,リグレー,606,オーベム,レベルアップ＋Lv.42以上,レベルアップ＋Lv.42以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
307,607,ヒトモシ,608,ランプラー,レベルアップ＋Lv.41以上,レベルアップ＋Lv.41以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
308,608,ランプラー,609,シャンデラ,道具使用＋やみのいしを使う,道具使用＋やみのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
309,610,キバゴ,611,オノンド,レベルアップ＋Lv.38以上,レベルアップ＋Lv.38以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
310,611,オノンド,612,オノノクス,レベルアップ＋Lv.48以上,レベルアップ＋Lv.48以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
311,613,クマシュン,614,ツンベアー,レベルアップ＋Lv.37以上,レベルアップ＋Lv.37以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
312,616,チョボマキ,617,アギルダー,通信交換＋カブルモと交換,指定交換は残すが、図鑑完成用にハクジ研究所の「交換シミュレータ」でも進化可能。,はい,DPE拡張系統内で接続
313,619,コジョフー,620,コジョンド,レベルアップ＋Lv.50以上,レベルアップ＋Lv.50以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
314,622,ゴビット,623,ゴルーグ,レベルアップ＋Lv.43以上,レベルアップ＋Lv.43以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
315,624,コマタナ,625,キリキザン,レベルアップ＋Lv.52以上,レベルアップ＋Lv.52以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
316,627,ワシボン,628,ウォーグル,レベルアップ＋Lv.54以上,レベルアップ＋Lv.54以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
317,629,バルチャイ,630,バルジーナ,レベルアップ＋Lv.54以上,レベルアップ＋Lv.54以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
318,633,モノズ,634,ジヘッド,レベルアップ＋Lv.50以上,レベルアップ＋Lv.50以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
319,634,ジヘッド,635,サザンドラ,レベルアップ＋Lv.64以上,レベルアップ＋Lv.64以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
320,636,メラルバ,637,ウルガモス,レベルアップ＋Lv.59以上,レベルアップ＋Lv.59以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
321,349,ヒンバス,350,ミロカロス,通信交換＋きれいなウロコを持たせる,きれいなウロコを持たせて「つながりのヒモ」を使用。NPC交換でも進化可。,はい,DPE拡張系統内で接続
322,82,レアコイル,462,ジバコイル,レベルアップ＋指定場所ID 379,「じばのコア」を持たせてレベルアップ。かみなりのしま／D・H炉心でも可。,はい,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
323,299,ノズパス,476,ダイノーズ,レベルアップ＋指定場所ID 379,「じばのコア」を持たせてレベルアップ。かみなりのしま／D・H炉心でも可。,はい,DPE拡張系統内で接続
324,133,イーブイ,470,リーフィア,レベルアップ＋指定場所ID 375＋特殊な岩の近く,「コケのコア」を持たせて昼にレベルアップ。ハクジのもりでも可。,はい,DPE拡張系統内で接続
325,133,イーブイ,471,グレイシア,レベルアップ＋指定場所ID 380＋特殊な岩の近く,「こおりのコア」を持たせて夜にレベルアップ。こおりのしまでも可。,はい,DPE拡張系統内で接続
327,682,シュシュプ,683,フレフワン,通信交換＋においぶくろを持たせる,においぶくろを持たせて「つながりのヒモ」を使用。NPC交換でも進化可。,はい,DPE拡張系統内で接続
328,661,ヤヤコマ,662,ヒノヤコマ,レベルアップ＋Lv.17以上,レベルアップ＋Lv.17以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
329,708,ボクレー,709,オーロット,通信交換,「つながりのヒモ」を使用。通信交換でも従来通り進化。,はい,DPE拡張系統内で接続
330,662,ヒノヤコマ,663,ファイアロー,レベルアップ＋Lv.35以上,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
331,653,フォッコ,654,テールナー,レベルアップ＋Lv.16以上,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
332,686,マーイーカ,687,カラマネロ,レベルアップ＋Lv.30以上＋本体を上下反転,「さかさまのしるし」を持たせてレベルアップ。,はい,DPE拡張系統内で接続
333,654,テールナー,655,マフォクシー,レベルアップ＋Lv.36以上,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
334,650,ハリマロン,651,ハリボーグ,レベルアップ＋Lv.16以上,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
335,692,ウデッポウ,693,ブロスター,レベルアップ＋Lv.37以上,レベルアップ＋Lv.37以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
336,651,ハリボーグ,652,ブリガロン,レベルアップ＋Lv.36以上,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
337,656,ケロマツ,657,ゲコガシラ,レベルアップ＋Lv.16以上,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
338,657,ゲコガシラ,658,ゲッコウガ,レベルアップ＋Lv.36以上,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
339,679,ヒトツキ,680,ニダンギル,レベルアップ＋Lv.35以上,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
340,704,ヌメラ,705,ヌメイル,レベルアップ＋Lv.40以上,レベルアップ＋Lv.40以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
341,665,コフーライ,666,ビビヨン,レベルアップ＋Lv.12以上,レベルアップ＋Lv.12以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
342,664,コフキムシ,665,コフーライ,レベルアップ＋Lv.9以上,レベルアップ＋Lv.9以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
343,688,カメテテ,689,ガメノデス,レベルアップ＋Lv.39以上,レベルアップ＋Lv.39以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
344,710,バケッチャ,711,パンプジン,通信交換,「つながりのヒモ」を使用。通信交換でも従来通り進化。,はい,DPE拡張系統内で接続
345,659,ホルビー,660,ホルード,レベルアップ＋Lv.20以上,レベルアップ＋Lv.20以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
346,669,フラベベ,670,フラエッテ,レベルアップ＋Lv.19以上,レベルアップ＋Lv.19以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
347,670,フラエッテ,671,フラージェス,道具使用＋ひかりのいしを使う,道具使用＋ひかりのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
348,680,ニダンギル,681,ギルガルド,道具使用＋やみのいしを使う,道具使用＋やみのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
349,674,ヤンチャム,675,ゴロンダ,レベルアップ＋Lv.32以上＋手持ちにあくタイプ,レベルアップ＋Lv.32以上＋手持ちにあくタイプ（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
350,684,ペロッパフ,685,ペロリーム,通信交換＋ホイップポップを持たせる,ホイップポップを持たせて「つながりのヒモ」を使用。NPC交換でも進化可。,はい,DPE拡張系統内で接続
351,690,クズモー,691,ドラミドロ,レベルアップ＋Lv.48以上,レベルアップ＋Lv.48以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
352,696,チゴラス,697,ガチゴラス,レベルアップ＋Lv.39以上＋昼,レベルアップ＋Lv.39以上＋昼（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
353,698,アマルス,699,アマルルガ,レベルアップ＋Lv.39以上＋夜,レベルアップ＋Lv.39以上＋夜（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
354,712,カチコール,713,クレベース,レベルアップ＋Lv.37以上,レベルアップ＋Lv.37以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
355,694,エリキテル,695,エレザード,道具使用＋たいようのいしを使う,道具使用＋たいようのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
356,667,シシコ,668,カエンジシ,レベルアップ＋Lv.35以上,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
357,672,メェークル,673,ゴーゴート,レベルアップ＋Lv.32以上,レベルアップ＋Lv.32以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
358,705,ヌメイル,706,ヌメルゴン,レベルアップ＋Lv.50以上＋フィールドが雨,雨天時にレベルアップ。RTC・天候固定が使えない場合は「あめのしずく」を使用。,いいえ,DPE拡張系統内で接続
359,714,オンバット,715,オンバーン,レベルアップ＋Lv.48以上,レベルアップ＋Lv.48以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
360,677,ニャスパー,678,ニャオニクス,レベルアップ＋Lv.25以上,レベルアップ＋Lv.25以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
361,133,イーブイ,700,ニンフィア,レベルアップ＋なかよし度2以上＋フェアリー技を覚えている,なかよし度をなつき度220以上へ統合し、条件技を覚えた状態でレベルアップ。,いいえ,DPE拡張系統内で接続
362,82,レアコイル,462,ジバコイル,レベルアップ＋指定場所ID 629,「じばのコア」を持たせてレベルアップ。かみなりのしま／D・H炉心でも可。,はい,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
363,133,イーブイ,470,リーフィア,レベルアップ＋指定場所ID 650＋特殊な岩の近く,「コケのコア」を持たせて昼にレベルアップ。ハクジのもりでも可。,はい,DPE拡張系統内で接続
364,133,イーブイ,471,グレイシア,レベルアップ＋指定場所ID 640＋特殊な岩の近く,「こおりのコア」を持たせて夜にレベルアップ。こおりのしまでも可。,はい,DPE拡張系統内で接続
365,299,ノズパス,476,ダイノーズ,レベルアップ＋指定場所ID 629,「じばのコア」を持たせてレベルアップ。かみなりのしま／D・H炉心でも可。,はい,DPE拡張系統内で接続
366,82,レアコイル,462,ジバコイル,レベルアップ＋指定場所ID 771,「じばのコア」を持たせてレベルアップ。かみなりのしま／D・H炉心でも可。,はい,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
367,104,カラカラ,105,ガラガラ,レベルアップ＋Lv.28以上＋夜,レベルアップ＋Lv.28以上＋夜（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
368,82,レアコイル,462,ジバコイル,レベルアップ＋指定場所ID 789,「じばのコア」を持たせてレベルアップ。かみなりのしま／D・H炉心でも可。,はい,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
369,299,ノズパス,476,ダイノーズ,レベルアップ＋指定場所ID 771,「じばのコア」を持たせてレベルアップ。かみなりのしま／D・H炉心でも可。,はい,DPE拡張系統内で接続
370,299,ノズパス,476,ダイノーズ,レベルアップ＋指定場所ID 789,「じばのコア」を持たせてレベルアップ。かみなりのしま／D・H炉心でも可。,はい,DPE拡張系統内で接続
371,737,デンヂムシ,738,クワガノン,レベルアップ＋指定場所ID 789,指定場所をトーホクの対応バイオームへ置換。場所依存を避ける救済用「フィールドコア」も用意。,はい,DPE拡張系統内で接続
373,722,モクロー,723,フクスロー,レベルアップ＋Lv.17以上,レベルアップ＋Lv.17以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
374,723,フクスロー,724,ジュナイパー,レベルアップ＋Lv.34以上,レベルアップ＋Lv.34以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
375,725,ニャビー,726,ニャヒート,レベルアップ＋Lv.17以上,レベルアップ＋Lv.17以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
376,726,ニャヒート,727,ガオガエン,レベルアップ＋Lv.34以上,レベルアップ＋Lv.34以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
377,728,アシマリ,729,オシャマリ,レベルアップ＋Lv.17以上,レベルアップ＋Lv.17以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
378,729,オシャマリ,730,アシレーヌ,レベルアップ＋Lv.34以上,レベルアップ＋Lv.34以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
379,731,ツツケラ,732,ケララッパ,レベルアップ＋Lv.14以上,レベルアップ＋Lv.14以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
380,732,ケララッパ,733,ドデカバシ,レベルアップ＋Lv.28以上,レベルアップ＋Lv.28以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
381,734,ヤングース,735,デカグース,レベルアップ＋Lv.20以上＋昼,レベルアップ＋Lv.20以上＋昼（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
382,736,アゴジムシ,737,デンヂムシ,レベルアップ＋Lv.20以上,レベルアップ＋Lv.20以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
383,737,デンヂムシ,738,クワガノン,レベルアップ＋指定場所ID 771,指定場所をトーホクの対応バイオームへ置換。場所依存を避ける救済用「フィールドコア」も用意。,はい,DPE拡張系統内で接続
384,739,マケンカニ,740,ケケンカニ,レベルアップ＋指定場所ID 775,指定場所をトーホクの対応バイオームへ置換。場所依存を避ける救済用「フィールドコア」も用意。,はい,DPE拡張系統内で接続
385,742,アブリー,743,アブリボン,レベルアップ＋Lv.25以上,レベルアップ＋Lv.25以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
386,744,イワンコ,745,ルガルガン,レベルアップ＋Lv.25以上＋昼,レベルアップ＋Lv.25以上＋昼（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
387,744,イワンコ,745,ルガルガン,レベルアップ＋Lv.25以上＋夜,レベルアップ＋Lv.25以上＋夜（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
388,747,ヒドイデ,748,ドヒドイデ,レベルアップ＋Lv.38以上,レベルアップ＋Lv.38以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
389,749,ドロバンコ,750,バンバドロ,レベルアップ＋Lv.30以上,レベルアップ＋Lv.30以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
390,751,シズクモ,752,オニシズクモ,レベルアップ＋Lv.22以上,レベルアップ＋Lv.22以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
391,753,カリキリ,754,ラランテス,レベルアップ＋Lv.34以上＋昼,レベルアップ＋Lv.34以上＋昼（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
392,755,ネマシュ,756,マシェード,レベルアップ＋Lv.24以上,レベルアップ＋Lv.24以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
393,757,ヤトウモリ,758,エンニュート,レベルアップ＋Lv.33以上＋♀,レベルアップ＋Lv.33以上＋♀（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
394,759,ヌイコグマ,760,キテルグマ,レベルアップ＋Lv.27以上,レベルアップ＋Lv.27以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
395,761,アマカジ,762,アママイコ,レベルアップ＋Lv.18以上,レベルアップ＋Lv.18以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
396,762,アママイコ,763,アマージョ,レベルアップ＋ふみつけを覚えている,レベルアップ＋ふみつけを覚えている（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
397,767,コソクムシ,768,グソクムシャ,レベルアップ＋Lv.30以上,レベルアップ＋Lv.30以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
