form_id_source,source_scope,pokemon_id_source,species_national_no,species_name,pokemon_identifier,form_identifier,japanese_form_name,class,battle_only,mega,acquisition_policy,integration_method,storage_policy,dex_policy,verification
PokeAPI:10147,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10047,214,ヘラクロス,heracross-mega,mega,メガヘラクロス,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10148,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10048,229,ヘルガー,houndoom-mega,mega,メガヘルガー,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10149,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10049,248,バンギラス,tyranitar-mega,mega,メガバンギラス,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10150,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10050,257,バシャーモ,blaziken-mega,mega,メガバシャーモ,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10151,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10051,282,サーナイト,gardevoir-mega,mega,メガサーナイト,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10152,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10052,303,クチート,mawile-mega,mega,メガクチート,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10153,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10053,306,ボスゴドラ,aggron-mega,mega,メガボスゴドラ,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10154,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10054,308,チャーレム,medicham-mega,mega,メガチャーレム,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10155,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10055,310,ライボルト,manectric-mega,mega,メガライボルト,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10156,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10056,354,ジュペッタ,banette-mega,mega,メガジュペッタ,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10157,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10057,359,アブソル,absol-mega,mega,メガアブソル,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10158,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10058,445,ガブリアス,garchomp-mega,mega,メガガブリアス,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10159,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10059,448,ルカリオ,lucario-mega,mega,メガルカリオ,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10160,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10060,460,ユキノオー,abomasnow-mega,mega,メガユキノオー,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10163,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10061,670,フラエッテ,floette-eternal,eternal,えいえんのはな,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10164,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10062,380,ラティアス,latias-mega,mega,メガラティアス,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10165,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10063,381,ラティオス,latios-mega,mega,メガラティオス,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10166,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10064,260,ラグラージ,swampert-mega,mega,メガラグラージ,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10167,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10065,254,ジュカイン,sceptile-mega,mega,メガジュカイン,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10168,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10066,302,ヤミラミ,sableye-mega,mega,メガヤミラミ,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10169,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10067,334,チルタリス,altaria-mega,mega,メガチルタリス,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10170,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10068,475,エルレイド,gallade-mega,mega,メガエルレイド,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10171,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10069,531,タブンネ,audino-mega,mega,メガタブンネ,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10172,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10070,319,サメハダー,sharpedo-mega,mega,メガサメハダー,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10173,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10071,80,ヤドラン,slowbro-mega,mega,メガヤドラン,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10174,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10072,208,ハガネール,steelix-mega,mega,メガハガネール,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10175,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10073,18,ピジョット,pidgeot-mega,mega,メガピジョット,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10176,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10074,362,オニゴーリ,glalie-mega,mega,メガオニゴーリ,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10177,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10075,719,ディアンシー,diancie-mega,mega,メガディアンシー,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10178,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10076,376,メタグロス,metagross-mega,mega,メガメタグロス,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10179,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10077,382,カイオーガ,kyogre-primal,primal,ゲンシカイキのすがた,戦闘中フォーム,yes,no,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10180,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10078,383,グラードン,groudon-primal,primal,ゲンシカイキのすがた,戦闘中フォーム,yes,no,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10181,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10079,384,レックウザ,rayquaza-mega,mega,メガレックウザ,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10182,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10080,25,ピカチュウ,pikachu-rock-star,rock-star,ハードロック・ピカチュウ,衣装・特別個体,no,no,イベント配布,ミラージュバトル／研究ランク報酬。繁殖・進化可否を個別設定。,基礎種ID＋FormIdを優先,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10183,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10081,25,ピカチュウ,pikachu-belle,belle,マダム・ピカチュウ,衣装・特別個体,no,no,イベント配布,ミラージュバトル／研究ランク報酬。繁殖・進化可否を個別設定。,基礎種ID＋FormIdを優先,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10184,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10082,25,ピカチュウ,pikachu-pop-star,pop-star,アイドル・ピカチュウ,衣装・特別個体,no,no,イベント配布,ミラージュバトル／研究ランク報酬。繁殖・進化可否を個別設定。,基礎種ID＋FormIdを優先,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10185,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10083,25,ピカチュウ,pikachu-phd,phd,ドクター・ピカチュウ,衣装・特別個体,no,no,イベント配布,ミラージュバトル／研究ランク報酬。繁殖・進化可否を個別設定。,基礎種ID＋FormIdを優先,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10186,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10084,25,ピカチュウ,pikachu-libre,libre,マスクド・ピカチュウ,衣装・特別個体,no,no,イベント配布,ミラージュバトル／研究ランク報酬。繁殖・進化可否を個別設定。,基礎種ID＋FormIdを優先,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10187,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10085,25,ピカチュウ,pikachu-cosplay,cosplay,おきがえピカチュウ,衣装・特別個体,no,no,イベント配布,ミラージュバトル／研究ランク報酬。繁殖・進化可否を個別設定。,基礎種ID＋FormIdを優先,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10188,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10086,720,フーパ,hoopa-unbound,unbound,ときはなたれしフーパ,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10189,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10087,323,バクーダ,camerupt-mega,mega,メガバクーダ,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10190,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10088,428,ミミロップ,lopunny-mega,mega,メガミミロップ,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10191,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10089,373,ボーマンダ,salamence-mega,mega,メガボーマンダ,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10192,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10090,15,スピアー,beedrill-mega,mega,メガスピアー,メガシンカ,yes,yes,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10193,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10091,19,コラッタ,rattata-alola,alola,アローラのすがた,リージョンフォーム,no,no,捕獲・孵化・進化で恒常入手,対応バイオームの図鑑ナビ／NPCタマゴ。進化先は進化地点または「地方のおこう」で明示分岐。,独立内部ID（恒常個体）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10194,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10092,20,ラッタ,raticate-alola,alola,アローラのすがた,リージョンフォーム,no,no,捕獲・孵化・進化で恒常入手,対応バイオームの図鑑ナビ／NPCタマゴ。進化先は進化地点または「地方のおこう」で明示分岐。,独立内部ID（恒常個体）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10195,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10093,20,ラッタ,raticate-totem-alola,totem-alola,アローラのぬし,リージョンフォーム,no,no,捕獲・孵化・進化で恒常入手,対応バイオームの図鑑ナビ／NPCタマゴ。進化先は進化地点または「地方のおこう」で明示分岐。,独立内部ID（恒常個体）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10196,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10094,25,ピカチュウ,pikachu-original-cap,original-cap,オリジナルキャップ,衣装・特別個体,no,no,イベント配布,ミラージュバトル／研究ランク報酬。繁殖・進化可否を個別設定。,基礎種ID＋FormIdを優先,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10197,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10095,25,ピカチュウ,pikachu-hoenn-cap,hoenn-cap,ホウエンキャップ,衣装・特別個体,no,no,イベント配布,ミラージュバトル／研究ランク報酬。繁殖・進化可否を個別設定。,基礎種ID＋FormIdを優先,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10198,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10096,25,ピカチュウ,pikachu-sinnoh-cap,sinnoh-cap,シンオウキャップ,衣装・特別個体,no,no,イベント配布,ミラージュバトル／研究ランク報酬。繁殖・進化可否を個別設定。,基礎種ID＋FormIdを優先,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10199,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10097,25,ピカチュウ,pikachu-unova-cap,unova-cap,イッシュキャップ,衣装・特別個体,no,no,イベント配布,ミラージュバトル／研究ランク報酬。繁殖・進化可否を個別設定。,基礎種ID＋FormIdを優先,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10200,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10098,25,ピカチュウ,pikachu-kalos-cap,kalos-cap,カロスキャップ,衣装・特別個体,no,no,イベント配布,ミラージュバトル／研究ランク報酬。繁殖・進化可否を個別設定。,基礎種ID＋FormIdを優先,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10201,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10099,25,ピカチュウ,pikachu-alola-cap,alola-cap,アローラキャップ,リージョンフォーム,no,no,捕獲・孵化・進化で恒常入手,対応バイオームの図鑑ナビ／NPCタマゴ。進化先は進化地点または「地方のおこう」で明示分岐。,独立内部ID（恒常個体）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10202,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,10100,26,ライチュウ,raichu-alola,alola,アローラのすがた,リージョンフォーム,no,no,捕獲・孵化・進化で恒常入手,対応バイオームの図鑑ナビ／NPCタマゴ。進化先は進化地点または「地方のおこう」で明示分岐。,独立内部ID（恒常個体）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
