symbol,source_kind,vega_dex_no,national_no,display_name,protected_old_id,assigned_new_id,graphics_key,cry_key,dex_seen_bit,dex_caught_bit,status,notes
NATIONAL_EXT_0361,DPE official import,,361,ユキワラシ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0361_GFX,NATIONAL_EXT_0361_CRY,NATIONAL_SEEN_0361,NATIONAL_CAUGHT_0361,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0362,DPE official import,,362,オニゴーリ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0362_GFX,NATIONAL_EXT_0362_CRY,NATIONAL_SEEN_0362,NATIONAL_CAUGHT_0362,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0366,DPE official import,,366,パールル,―,リンカ／ID割当後に確定,NATIONAL_EXT_0366_GFX,NATIONAL_EXT_0366_CRY,NATIONAL_SEEN_0366,NATIONAL_CAUGHT_0366,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0367,DPE official import,,367,ハンテール,―,リンカ／ID割当後に確定,NATIONAL_EXT_0367_GFX,NATIONAL_EXT_0367_CRY,NATIONAL_SEEN_0367,NATIONAL_CAUGHT_0367,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0368,DPE official import,,368,サクラビス,―,リンカ／ID割当後に確定,NATIONAL_EXT_0368_GFX,NATIONAL_EXT_0368_CRY,NATIONAL_SEEN_0368,NATIONAL_CAUGHT_0368,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0371,DPE official import,,371,タツベイ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0371_GFX,NATIONAL_EXT_0371_CRY,NATIONAL_SEEN_0371,NATIONAL_CAUGHT_0371,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0372,DPE official import,,372,コモルー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0372_GFX,NATIONAL_EXT_0372_CRY,NATIONAL_SEEN_0372,NATIONAL_CAUGHT_0372,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0373,DPE official import,,373,ボーマンダ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0373_GFX,NATIONAL_EXT_0373_CRY,NATIONAL_SEEN_0373,NATIONAL_CAUGHT_0373,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0377,DPE official import,,377,レジロック,―,リンカ／ID割当後に確定,NATIONAL_EXT_0377_GFX,NATIONAL_EXT_0377_CRY,NATIONAL_SEEN_0377,NATIONAL_CAUGHT_0377,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0378,DPE official import,,378,レジアイス,―,リンカ／ID割当後に確定,NATIONAL_EXT_0378_GFX,NATIONAL_EXT_0378_CRY,NATIONAL_SEEN_0378,NATIONAL_CAUGHT_0378,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0379,DPE official import,,379,レジスチル,―,リンカ／ID割当後に確定,NATIONAL_EXT_0379_GFX,NATIONAL_EXT_0379_CRY,NATIONAL_SEEN_0379,NATIONAL_CAUGHT_0379,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0382,DPE official import,,382,カイオーガ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0382_GFX,NATIONAL_EXT_0382_CRY,NATIONAL_SEEN_0382,NATIONAL_CAUGHT_0382,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0383,DPE official import,,383,グラードン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0383_GFX,NATIONAL_EXT_0383_CRY,NATIONAL_SEEN_0383,NATIONAL_CAUGHT_0383,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0384,DPE official import,,384,レックウザ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0384_GFX,NATIONAL_EXT_0384_CRY,NATIONAL_SEEN_0384,NATIONAL_CAUGHT_0384,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0385,DPE official import,,385,ジラーチ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0385_GFX,NATIONAL_EXT_0385_CRY,NATIONAL_SEEN_0385,NATIONAL_CAUGHT_0385,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0386,DPE official import,,386,デオキシス,―,リンカ／ID割当後に確定,NATIONAL_EXT_0386_GFX,NATIONAL_EXT_0386_CRY,NATIONAL_SEEN_0386,NATIONAL_CAUGHT_0386,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0387,DPE official import,,387,ナエトル,―,リンカ／ID割当後に確定,NATIONAL_EXT_0387_GFX,NATIONAL_EXT_0387_CRY,NATIONAL_SEEN_0387,NATIONAL_CAUGHT_0387,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0388,DPE official import,,388,ハヤシガメ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0388_GFX,NATIONAL_EXT_0388_CRY,NATIONAL_SEEN_0388,NATIONAL_CAUGHT_0388,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0389,DPE official import,,389,ドダイトス,―,リンカ／ID割当後に確定,NATIONAL_EXT_0389_GFX,NATIONAL_EXT_0389_CRY,NATIONAL_SEEN_0389,NATIONAL_CAUGHT_0389,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0390,DPE official import,,390,ヒコザル,―,リンカ／ID割当後に確定,NATIONAL_EXT_0390_GFX,NATIONAL_EXT_0390_CRY,NATIONAL_SEEN_0390,NATIONAL_CAUGHT_0390,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0391,DPE official import,,391,モウカザル,―,リンカ／ID割当後に確定,NATIONAL_EXT_0391_GFX,NATIONAL_EXT_0391_CRY,NATIONAL_SEEN_0391,NATIONAL_CAUGHT_0391,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0392,DPE official import,,392,ゴウカザル,―,リンカ／ID割当後に確定,NATIONAL_EXT_0392_GFX,NATIONAL_EXT_0392_CRY,NATIONAL_SEEN_0392,NATIONAL_CAUGHT_0392,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0393,DPE official import,,393,ポッチャマ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0393_GFX,NATIONAL_EXT_0393_CRY,NATIONAL_SEEN_0393,NATIONAL_CAUGHT_0393,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0394,DPE official import,,394,ポッタイシ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0394_GFX,NATIONAL_EXT_0394_CRY,NATIONAL_SEEN_0394,NATIONAL_CAUGHT_0394,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0395,DPE official import,,395,エンペルト,―,リンカ／ID割当後に確定,NATIONAL_EXT_0395_GFX,NATIONAL_EXT_0395_CRY,NATIONAL_SEEN_0395,NATIONAL_CAUGHT_0395,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0396,DPE official import,,396,ムックル,―,リンカ／ID割当後に確定,NATIONAL_EXT_0396_GFX,NATIONAL_EXT_0396_CRY,NATIONAL_SEEN_0396,NATIONAL_CAUGHT_0396,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0397,DPE official import,,397,ムクバード,―,リンカ／ID割当後に確定,NATIONAL_EXT_0397_GFX,NATIONAL_EXT_0397_CRY,NATIONAL_SEEN_0397,NATIONAL_CAUGHT_0397,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0398,DPE official import,,398,ムクホーク,―,リンカ／ID割当後に確定,NATIONAL_EXT_0398_GFX,NATIONAL_EXT_0398_CRY,NATIONAL_SEEN_0398,NATIONAL_CAUGHT_0398,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0399,DPE official import,,399,ビッパ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0399_GFX,NATIONAL_EXT_0399_CRY,NATIONAL_SEEN_0399,NATIONAL_CAUGHT_0399,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0400,DPE official import,,400,ビーダル,―,リンカ／ID割当後に確定,NATIONAL_EXT_0400_GFX,NATIONAL_EXT_0400_CRY,NATIONAL_SEEN_0400,NATIONAL_CAUGHT_0400,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0401,DPE official import,,401,コロボーシ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0401_GFX,NATIONAL_EXT_0401_CRY,NATIONAL_SEEN_0401,NATIONAL_CAUGHT_0401,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0402,DPE official import,,402,コロトック,―,リンカ／ID割当後に確定,NATIONAL_EXT_0402_GFX,NATIONAL_EXT_0402_CRY,NATIONAL_SEEN_0402,NATIONAL_CAUGHT_0402,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0403,DPE official import,,403,コリンク,―,リンカ／ID割当後に確定,NATIONAL_EXT_0403_GFX,NATIONAL_EXT_0403_CRY,NATIONAL_SEEN_0403,NATIONAL_CAUGHT_0403,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0404,DPE official import,,404,ルクシオ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0404_GFX,NATIONAL_EXT_0404_CRY,NATIONAL_SEEN_0404,NATIONAL_CAUGHT_0404,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0405,DPE official import,,405,レントラー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0405_GFX,NATIONAL_EXT_0405_CRY,NATIONAL_SEEN_0405,NATIONAL_CAUGHT_0405,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0406,DPE official import,,406,スボミー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0406_GFX,NATIONAL_EXT_0406_CRY,NATIONAL_SEEN_0406,NATIONAL_CAUGHT_0406,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0407,DPE official import,,407,ロズレイド,―,リンカ／ID割当後に確定,NATIONAL_EXT_0407_GFX,NATIONAL_EXT_0407_CRY,NATIONAL_SEEN_0407,NATIONAL_CAUGHT_0407,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0408,DPE official import,,408,ズガイドス,―,リンカ／ID割当後に確定,NATIONAL_EXT_0408_GFX,NATIONAL_EXT_0408_CRY,NATIONAL_SEEN_0408,NATIONAL_CAUGHT_0408,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0409,DPE official import,,409,ラムパルド,―,リンカ／ID割当後に確定,NATIONAL_EXT_0409_GFX,NATIONAL_EXT_0409_CRY,NATIONAL_SEEN_0409,NATIONAL_CAUGHT_0409,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0410,DPE official import,,410,タテトプス,―,リンカ／ID割当後に確定,NATIONAL_EXT_0410_GFX,NATIONAL_EXT_0410_CRY,NATIONAL_SEEN_0410,NATIONAL_CAUGHT_0410,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0411,DPE official import,,411,トリデプス,―,リンカ／ID割当後に確定,NATIONAL_EXT_0411_GFX,NATIONAL_EXT_0411_CRY,NATIONAL_SEEN_0411,NATIONAL_CAUGHT_0411,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0412,DPE official import,,412,ミノムッチ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0412_GFX,NATIONAL_EXT_0412_CRY,NATIONAL_SEEN_0412,NATIONAL_CAUGHT_0412,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0413,DPE official import,,413,ミノマダム,―,リンカ／ID割当後に確定,NATIONAL_EXT_0413_GFX,NATIONAL_EXT_0413_CRY,NATIONAL_SEEN_0413,NATIONAL_CAUGHT_0413,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0414,DPE official import,,414,ガーメイル,―,リンカ／ID割当後に確定,NATIONAL_EXT_0414_GFX,NATIONAL_EXT_0414_CRY,NATIONAL_SEEN_0414,NATIONAL_CAUGHT_0414,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0415,DPE official import,,415,ミツハニー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0415_GFX,NATIONAL_EXT_0415_CRY,NATIONAL_SEEN_0415,NATIONAL_CAUGHT_0415,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0416,DPE official import,,416,ビークイン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0416_GFX,NATIONAL_EXT_0416_CRY,NATIONAL_SEEN_0416,NATIONAL_CAUGHT_0416,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0420,DPE official import,,420,チェリンボ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0420_GFX,NATIONAL_EXT_0420_CRY,NATIONAL_SEEN_0420,NATIONAL_CAUGHT_0420,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0421,DPE official import,,421,チェリム,―,リンカ／ID割当後に確定,NATIONAL_EXT_0421_GFX,NATIONAL_EXT_0421_CRY,NATIONAL_SEEN_0421,NATIONAL_CAUGHT_0421,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0422,DPE official import,,422,カラナクシ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0422_GFX,NATIONAL_EXT_0422_CRY,NATIONAL_SEEN_0422,NATIONAL_CAUGHT_0422,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0423,DPE official import,,423,トリトドン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0423_GFX,NATIONAL_EXT_0423_CRY,NATIONAL_SEEN_0423,NATIONAL_CAUGHT_0423,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0424,DPE official import,,424,エテボース,―,リンカ／ID割当後に確定,NATIONAL_EXT_0424_GFX,NATIONAL_EXT_0424_CRY,NATIONAL_SEEN_0424,NATIONAL_CAUGHT_0424,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0425,DPE official import,,425,フワンテ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0425_GFX,NATIONAL_EXT_0425_CRY,NATIONAL_SEEN_0425,NATIONAL_CAUGHT_0425,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0426,DPE official import,,426,フワライド,―,リンカ／ID割当後に確定,NATIONAL_EXT_0426_GFX,NATIONAL_EXT_0426_CRY,NATIONAL_SEEN_0426,NATIONAL_CAUGHT_0426,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0427,DPE official import,,427,ミミロル,―,リンカ／ID割当後に確定,NATIONAL_EXT_0427_GFX,NATIONAL_EXT_0427_CRY,NATIONAL_SEEN_0427,NATIONAL_CAUGHT_0427,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0428,DPE official import,,428,ミミロップ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0428_GFX,NATIONAL_EXT_0428_CRY,NATIONAL_SEEN_0428,NATIONAL_CAUGHT_0428,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0429,DPE official import,,429,ムウマージ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0429_GFX,NATIONAL_EXT_0429_CRY,NATIONAL_SEEN_0429,NATIONAL_CAUGHT_0429,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0431,DPE official import,,431,ニャルマー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0431_GFX,NATIONAL_EXT_0431_CRY,NATIONAL_SEEN_0431,NATIONAL_CAUGHT_0431,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0432,DPE official import,,432,ブニャット,―,リンカ／ID割当後に確定,NATIONAL_EXT_0432_GFX,NATIONAL_EXT_0432_CRY,NATIONAL_SEEN_0432,NATIONAL_CAUGHT_0432,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0433,DPE official import,,433,リーシャン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0433_GFX,NATIONAL_EXT_0433_CRY,NATIONAL_SEEN_0433,NATIONAL_CAUGHT_0433,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0434,DPE official import,,434,スカンプー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0434_GFX,NATIONAL_EXT_0434_CRY,NATIONAL_SEEN_0434,NATIONAL_CAUGHT_0434,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0435,DPE official import,,435,スカタンク,―,リンカ／ID割当後に確定,NATIONAL_EXT_0435_GFX,NATIONAL_EXT_0435_CRY,NATIONAL_SEEN_0435,NATIONAL_CAUGHT_0435,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0436,DPE official import,,436,ドーミラー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0436_GFX,NATIONAL_EXT_0436_CRY,NATIONAL_SEEN_0436,NATIONAL_CAUGHT_0436,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0437,DPE official import,,437,ドータクン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0437_GFX,NATIONAL_EXT_0437_CRY,NATIONAL_SEEN_0437,NATIONAL_CAUGHT_0437,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0438,DPE official import,,438,ウソハチ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0438_GFX,NATIONAL_EXT_0438_CRY,NATIONAL_SEEN_0438,NATIONAL_CAUGHT_0438,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0439,DPE official import,,439,マネネ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0439_GFX,NATIONAL_EXT_0439_CRY,NATIONAL_SEEN_0439,NATIONAL_CAUGHT_0439,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0442,DPE official import,,442,ミカルゲ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0442_GFX,NATIONAL_EXT_0442_CRY,NATIONAL_SEEN_0442,NATIONAL_CAUGHT_0442,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0446,DPE official import,,446,ゴンベ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0446_GFX,NATIONAL_EXT_0446_CRY,NATIONAL_SEEN_0446,NATIONAL_CAUGHT_0446,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0449,DPE official import,,449,ヒポポタス,―,リンカ／ID割当後に確定,NATIONAL_EXT_0449_GFX,NATIONAL_EXT_0449_CRY,NATIONAL_SEEN_0449,NATIONAL_CAUGHT_0449,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0450,DPE official import,,450,カバルドン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0450_GFX,NATIONAL_EXT_0450_CRY,NATIONAL_SEEN_0450,NATIONAL_CAUGHT_0450,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0453,DPE official import,,453,グレッグル,―,リンカ／ID割当後に確定,NATIONAL_EXT_0453_GFX,NATIONAL_EXT_0453_CRY,NATIONAL_SEEN_0453,NATIONAL_CAUGHT_0453,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0454,DPE official import,,454,ドクロッグ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0454_GFX,NATIONAL_EXT_0454_CRY,NATIONAL_SEEN_0454,NATIONAL_CAUGHT_0454,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0456,DPE official import,,456,ケイコウオ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0456_GFX,NATIONAL_EXT_0456_CRY,NATIONAL_SEEN_0456,NATIONAL_CAUGHT_0456,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0457,DPE official import,,457,ネオラント,―,リンカ／ID割当後に確定,NATIONAL_EXT_0457_GFX,NATIONAL_EXT_0457_CRY,NATIONAL_SEEN_0457,NATIONAL_CAUGHT_0457,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0458,DPE official import,,458,タマンタ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0458_GFX,NATIONAL_EXT_0458_CRY,NATIONAL_SEEN_0458,NATIONAL_CAUGHT_0458,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0465,DPE official import,,465,モジャンボ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0465_GFX,NATIONAL_EXT_0465_CRY,NATIONAL_SEEN_0465,NATIONAL_CAUGHT_0465,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0469,DPE official import,,469,メガヤンマ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0469_GFX,NATIONAL_EXT_0469_CRY,NATIONAL_SEEN_0469,NATIONAL_CAUGHT_0469,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0470,DPE official import,,470,リーフィア,―,リンカ／ID割当後に確定,NATIONAL_EXT_0470_GFX,NATIONAL_EXT_0470_CRY,NATIONAL_SEEN_0470,NATIONAL_CAUGHT_0470,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0471,DPE official import,,471,グレイシア,―,リンカ／ID割当後に確定,NATIONAL_EXT_0471_GFX,NATIONAL_EXT_0471_CRY,NATIONAL_SEEN_0471,NATIONAL_CAUGHT_0471,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0472,DPE official import,,472,グライオン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0472_GFX,NATIONAL_EXT_0472_CRY,NATIONAL_SEEN_0472,NATIONAL_CAUGHT_0472,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0476,DPE official import,,476,ダイノーズ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0476_GFX,NATIONAL_EXT_0476_CRY,NATIONAL_SEEN_0476,NATIONAL_CAUGHT_0476,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0478,DPE official import,,478,ユキメノコ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0478_GFX,NATIONAL_EXT_0478_CRY,NATIONAL_SEEN_0478,NATIONAL_CAUGHT_0478,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0479,DPE official import,,479,ロトム,―,リンカ／ID割当後に確定,NATIONAL_EXT_0479_GFX,NATIONAL_EXT_0479_CRY,NATIONAL_SEEN_0479,NATIONAL_CAUGHT_0479,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0480,DPE official import,,480,ユクシー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0480_GFX,NATIONAL_EXT_0480_CRY,NATIONAL_SEEN_0480,NATIONAL_CAUGHT_0480,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0481,DPE official import,,481,エムリット,―,リンカ／ID割当後に確定,NATIONAL_EXT_0481_GFX,NATIONAL_EXT_0481_CRY,NATIONAL_SEEN_0481,NATIONAL_CAUGHT_0481,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0482,DPE official import,,482,アグノム,―,リンカ／ID割当後に確定,NATIONAL_EXT_0482_GFX,NATIONAL_EXT_0482_CRY,NATIONAL_SEEN_0482,NATIONAL_CAUGHT_0482,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0486,DPE official import,,486,レジギガス,―,リンカ／ID割当後に確定,NATIONAL_EXT_0486_GFX,NATIONAL_EXT_0486_CRY,NATIONAL_SEEN_0486,NATIONAL_CAUGHT_0486,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0487,DPE official import,,487,ギラティナ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0487_GFX,NATIONAL_EXT_0487_CRY,NATIONAL_SEEN_0487,NATIONAL_CAUGHT_0487,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0488,DPE official import,,488,クレセリア,―,リンカ／ID割当後に確定,NATIONAL_EXT_0488_GFX,NATIONAL_EXT_0488_CRY,NATIONAL_SEEN_0488,NATIONAL_CAUGHT_0488,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0492,DPE official import,,492,シェイミ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0492_GFX,NATIONAL_EXT_0492_CRY,NATIONAL_SEEN_0492,NATIONAL_CAUGHT_0492,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0493,DPE official import,,493,アルセウス,―,リンカ／ID割当後に確定,NATIONAL_EXT_0493_GFX,NATIONAL_EXT_0493_CRY,NATIONAL_SEEN_0493,NATIONAL_CAUGHT_0493,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0494,DPE official import,,494,ビクティニ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0494_GFX,NATIONAL_EXT_0494_CRY,NATIONAL_SEEN_0494,NATIONAL_CAUGHT_0494,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0495,DPE official import,,495,ツタージャ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0495_GFX,NATIONAL_EXT_0495_CRY,NATIONAL_SEEN_0495,NATIONAL_CAUGHT_0495,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0496,DPE official import,,496,ジャノビー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0496_GFX,NATIONAL_EXT_0496_CRY,NATIONAL_SEEN_0496,NATIONAL_CAUGHT_0496,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0497,DPE official import,,497,ジャローダ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0497_GFX,NATIONAL_EXT_0497_CRY,NATIONAL_SEEN_0497,NATIONAL_CAUGHT_0497,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0498,DPE official import,,498,ポカブ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0498_GFX,NATIONAL_EXT_0498_CRY,NATIONAL_SEEN_0498,NATIONAL_CAUGHT_0498,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0499,DPE official import,,499,チャオブー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0499_GFX,NATIONAL_EXT_0499_CRY,NATIONAL_SEEN_0499,NATIONAL_CAUGHT_0499,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0500,DPE official import,,500,エンブオー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0500_GFX,NATIONAL_EXT_0500_CRY,NATIONAL_SEEN_0500,NATIONAL_CAUGHT_0500,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
