national_no,name,identifier,generation,types,evolution_chain_id,family_category,is_legendary,is_mythical,vega_status,integration_action,earliest_gate,primary_area,acquisition_method,encounter_rate_or_limit,conditions,dex_policy,id_policy
561,シンボラー,sigilyph,5,エスパー／ひこう,286,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,ニューアイランド,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0561（新規16bit ID）
562,デスマス,yamask,5,ゴースト,287,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,全国生態保護区（サファリ増設区画）,生態保護区ローテーション,対象日10～20%（チケットで固定可）,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0562（新規16bit ID）
563,デスカーン,cofagrigus,5,ゴースト,287,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,全国生態保護区（サファリ増設区画）,進化,―,レベルアップ＋Lv.34以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0563（新規16bit ID）
564,プロトーガ,tirtouga,5,みず／いわ,288,化石,no,no,未収録・追加対象,新IDへ追加,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,化石・復元部品を納品,―,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0564（新規16bit ID）
565,アバゴーラ,carracosta,5,みず／いわ,288,化石,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,進化,―,レベルアップ＋Lv.37以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0565（新規16bit ID）
566,アーケン,archen,5,いわ／ひこう,289,化石,no,no,未収録・追加対象,新IDへ追加,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,化石・復元部品を納品,―,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0566（新規16bit ID）
567,アーケオス,archeops,5,いわ／ひこう,289,化石,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,進化,―,レベルアップ＋Lv.37以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0567（新規16bit ID）
568,ヤブクロン,trubbish,5,どく,290,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ1～2個,503ばんどうろ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0568（新規16bit ID）
569,ダストダス,garbodor,5,どく,290,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ1～2個,503ばんどうろ,進化,―,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0569（新規16bit ID）
570,ゾロア,zorua,5,あく,291,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,こころのやかた,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0570（新規16bit ID）
571,ゾロアーク,zoroark,5,あく,291,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,こころのやかた,進化,―,レベルアップ＋Lv.30以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0571（新規16bit ID）
572,チラーミィ,minccino,5,ノーマル,292,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,501ばんどうろ,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0572（新規16bit ID）
573,チラチーノ,cinccino,5,ノーマル,292,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,501ばんどうろ,進化,―,道具使用＋ひかりのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0573（新規16bit ID）
574,ゴチム,gothita,5,エスパー,293,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,スフィアいせき,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0574（新規16bit ID）
575,ゴチミル,gothorita,5,エスパー,293,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,スフィアいせき,進化,―,レベルアップ＋Lv.32以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0575（新規16bit ID）
576,ゴチルゼル,gothitelle,5,エスパー,293,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,スフィアいせき,進化,―,レベルアップ＋Lv.41以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0576（新規16bit ID）
577,ユニラン,solosis,5,エスパー,294,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ3～4個,こころのやかた,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0577（新規16bit ID）
578,ダブラン,duosion,5,エスパー,294,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ3～4個,こころのやかた,進化,―,レベルアップ＋Lv.32以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0578（新規16bit ID）
579,ランクルス,reuniclus,5,エスパー,294,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ3～4個,こころのやかた,進化,―,レベルアップ＋Lv.41以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0579（新規16bit ID）
580,コアルヒー,ducklett,5,みず／ひこう,295,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,サファリゾーン北,釣り,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0580（新規16bit ID）
581,スワンナ,swanna,5,みず／ひこう,295,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,サファリゾーン北,進化,―,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0581（新規16bit ID）
582,バニプッチ,vanillite,5,こおり,296,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ3～4個,こおりのしま,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0582（新規16bit ID）
583,バニリッチ,vanillish,5,こおり,296,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ3～4個,こおりのしま,進化,―,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0583（新規16bit ID）
584,バイバニラ,vanilluxe,5,こおり,296,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ3～4個,こおりのしま,進化,―,レベルアップ＋Lv.47以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0584（新規16bit ID）
585,シキジカ,deerling,5,ノーマル／くさ,297,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,サファリゾーン東,ずつき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0585（新規16bit ID）
586,メブキジカ,sawsbuck,5,ノーマル／くさ,297,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,サファリゾーン東,進化,―,レベルアップ＋Lv.34以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0586（新規16bit ID）
587,エモンガ,emolga,5,でんき／ひこう,298,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ5～6個,かみなりのしま,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0587（新規16bit ID）
588,カブルモ,karrablast,5,むし,299,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,ハクジのもり,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0588（新規16bit ID）
589,シュバルゴ,escavalier,5,むし／はがね,299,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ハクジのもり,進化,―,指定交換は残すが、図鑑完成用にハクジ研究所の「交換シミュレータ」でも進化可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0589（新規16bit ID）
590,タマゲタケ,foongus,5,くさ／どく,300,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,503ばんどうろ,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0590（新規16bit ID）
591,モロバレル,amoonguss,5,くさ／どく,300,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,503ばんどうろ,進化,―,レベルアップ＋Lv.39以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0591（新規16bit ID）
592,プルリル,frillish,5,みず／ゴースト,301,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ3～4個,かいていトンネル,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0592（新規16bit ID）
593,ブルンゲル,jellicent,5,みず／ゴースト,301,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ3～4個,かいていトンネル,進化,―,レベルアップ＋Lv.40以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0593（新規16bit ID）
594,ママンボウ,alomomola,5,みず,302,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ3～4個,シオウ近海,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0594（新規16bit ID）
595,バチュル,joltik,5,むし／でんき,303,通常生態,no,no,既存（トーホク図鑑274）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.274。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_274（実ROMから確定）
596,デンチュラ,galvantula,5,むし／でんき,303,通常生態,no,no,既存（トーホク図鑑275）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.275。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_275（実ROMから確定）
597,テッシード,ferroseed,5,くさ／はがね,304,通常生態,no,no,既存（トーホク図鑑354）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.354。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_354（実ROMから確定）
598,ナットレイ,ferrothorn,5,くさ／はがね,304,通常生態,no,no,既存（トーホク図鑑355）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.355。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_355（実ROMから確定）
599,ギアル,klink,5,はがね,305,人工・無機物,no,no,既存（トーホク図鑑334）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.334。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_334（実ROMから確定）
600,ギギアル,klang,5,はがね,305,人工・無機物,no,no,既存（トーホク図鑑335）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.335。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_335（実ROMから確定）
601,ギギギアル,klinklang,5,はがね,305,人工・無機物,no,no,既存（トーホク図鑑336）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.336。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_336（実ROMから確定）
602,シビシラス,tynamo,5,でんき,306,通常生態,no,no,既存（トーホク図鑑356）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.356。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_356（実ROMから確定）
603,シビビール,eelektrik,5,でんき,306,通常生態,no,no,既存（トーホク図鑑357）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.357。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_357（実ROMから確定）
604,シビルドン,eelektross,5,でんき,306,通常生態,no,no,既存（トーホク図鑑358）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.358。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_358（実ROMから確定）
605,リグレー,elgyem,5,エスパー,307,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,ポケモンじょう,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0605（新規16bit ID）
606,オーベム,beheeyem,5,エスパー,307,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ポケモンじょう,進化,―,レベルアップ＋Lv.42以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0606（新規16bit ID）
607,ヒトモシ,litwick,5,ゴースト／ほのお,308,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ1～2個,こころのやかた,屋内オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0607（新規16bit ID）
608,ランプラー,lampent,5,ゴースト／ほのお,308,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ1～2個,こころのやかた,進化,―,レベルアップ＋Lv.41以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0608（新規16bit ID）
609,シャンデラ,chandelure,5,ゴースト／ほのお,308,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ1～2個,こころのやかた,進化,―,道具使用＋やみのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0609（新規16bit ID）
610,キバゴ,axew,5,ドラゴン,309,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,514～516ばんどうろ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0610（新規16bit ID）
611,オノンド,fraxure,5,ドラゴン,309,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,514～516ばんどうろ,進化,―,レベルアップ＋Lv.38以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0611（新規16bit ID）
612,オノノクス,haxorus,5,ドラゴン,309,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,514～516ばんどうろ,進化,―,レベルアップ＋Lv.48以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0612（新規16bit ID）
613,クマシュン,cubchoo,5,こおり,310,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,514～516ばんどうろ,時間帯オーバーレイ,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0613（新規16bit ID）
614,ツンベアー,beartic,5,こおり,310,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,514～516ばんどうろ,進化,―,レベルアップ＋Lv.37以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0614（新規16bit ID）
615,フリージオ,cryogonal,5,こおり,311,人工・無機物,no,no,既存（トーホク図鑑312）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.312。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_312（実ROMから確定）
616,チョボマキ,shelmet,5,むし,312,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ1～2個,ハクジのもり,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0616（新規16bit ID）
617,アギルダー,accelgor,5,むし,312,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ1～2個,ハクジのもり,進化,―,指定交換は残すが、図鑑完成用にハクジ研究所の「交換シミュレータ」でも進化可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0617（新規16bit ID）
618,マッギョ,stunfisk,5,じめん／でんき,313,通常生態,no,no,既存（トーホク図鑑326）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.326。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_326（実ROMから確定）
619,コジョフー,mienfoo,5,かくとう,314,通常生態,no,no,既存（トーホク図鑑371）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.371。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_371（実ROMから確定）
620,コジョンド,mienshao,5,かくとう,314,通常生態,no,no,既存（トーホク図鑑372）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.372。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_372（実ROMから確定）
621,クリムガン,druddigon,5,ドラゴン,315,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,510～513ばんどうろ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0621（新規16bit ID）
622,ゴビット,golett,5,じめん／ゴースト,316,人工・無機物,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,D・Hビル／D・Hだんアジト,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0622（新規16bit ID）
623,ゴルーグ,golurk,5,じめん／ゴースト,316,人工・無機物,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,D・Hビル／D・Hだんアジト,進化,―,レベルアップ＋Lv.43以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0623（新規16bit ID）
624,コマタナ,pawniard,5,あく／はがね,317,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,ダークタワー,夜間オーバーレイ,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0624（新規16bit ID）
625,キリキザン,bisharp,5,あく／はがね,317,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ダークタワー,進化,―,レベルアップ＋Lv.52以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0625（新規16bit ID）
626,バッフロン,bouffalant,5,ノーマル,318,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ1～2個,502ばんどうろ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0626（新規16bit ID）
627,ワシボン,rufflet,5,ノーマル／ひこう,319,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,521～523ばんどうろ,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0627（新規16bit ID）
628,ウォーグル,braviary,5,ノーマル／ひこう,319,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,521～523ばんどうろ,進化,―,レベルアップ＋Lv.54以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0628（新規16bit ID）
629,バルチャイ,vullaby,5,あく／ひこう,320,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,ダークタワー,屋内オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0629（新規16bit ID）
630,バルジーナ,mandibuzz,5,あく／ひこう,320,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ダークタワー,進化,―,レベルアップ＋Lv.54以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0630（新規16bit ID）
631,クイタラン,heatmor,5,ほのお,321,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,510～513ばんどうろ,草むらオーバーレイ,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0631（新規16bit ID）
632,アイアント,durant,5,むし／はがね,322,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ3～4個,503ばんどうろ,草むらオーバーレイ,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0632（新規16bit ID）
633,モノズ,deino,5,あく／ドラゴン,323,600族,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,D・H異常生態区画（新規小部屋）,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0633（新規16bit ID）
634,ジヘッド,zweilous,5,あく／ドラゴン,323,600族,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,D・H異常生態区画（新規小部屋）,進化,―,レベルアップ＋Lv.50以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0634（新規16bit ID）
635,サザンドラ,hydreigon,5,あく／ドラゴン,323,600族,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,D・H異常生態区画（新規小部屋）,進化,―,レベルアップ＋Lv.64以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0635（新規16bit ID）
