evolution_chain_id,root_national_no,family,generation_first,types,category,vega_existing_members,new_members_to_import,integration_mode,earliest_gate,primary_area,primary_method,suggested_rate,condition_design,table_policy,implementation_priority
289,566,アーケン → アーケオス,5,ひこう／いわ,化石,なし,アーケン・アーケオス,化石復元追加,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,化石・復元部品を納品,―,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,通常野生表には入れない,P2
290,568,ヤブクロン → ダストダス,5,どく,通常生態,なし,ヤブクロン・ダストダス,外来生態レイヤーへ追加,バッジ1～2個,503ばんどうろ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
291,570,ゾロア → ゾロアーク,5,あく,通常生態,なし,ゾロア・ゾロアーク,外来生態レイヤーへ追加,殿堂入り後,こころのやかた,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
292,572,チラーミィ → チラチーノ,5,ノーマル,通常生態,なし,チラーミィ・チラチーノ,外来生態レイヤーへ追加,殿堂入り後,501ばんどうろ,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
293,574,ゴチム → ゴチミル → ゴチルゼル,5,エスパー,通常生態,なし,ゴチム・ゴチミル・ゴチルゼル,外来生態レイヤーへ追加,殿堂入り後,スフィアいせき,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
294,577,ユニラン → ダブラン → ランクルス,5,エスパー,通常生態,なし,ユニラン・ダブラン・ランクルス,外来生態レイヤーへ追加,バッジ3～4個,こころのやかた,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
295,580,コアルヒー → スワンナ,5,ひこう／みず,通常生態,なし,コアルヒー・スワンナ,外来生態レイヤーへ追加,殿堂入り後,サファリゾーン北,釣り,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
296,582,バニプッチ → バニリッチ → バイバニラ,5,こおり,通常生態,なし,バニプッチ・バニリッチ・バイバニラ,外来生態レイヤーへ追加,バッジ3～4個,こおりのしま,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
297,585,シキジカ → メブキジカ,5,ノーマル／くさ,通常生態,なし,シキジカ・メブキジカ,外来生態レイヤーへ追加,殿堂入り後,サファリゾーン東,ずつき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
298,587,エモンガ,5,ひこう／でんき,通常生態,なし,エモンガ,外来生態レイヤーへ追加,バッジ5～6個,かみなりのしま,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
299,588,カブルモ → シュバルゴ,5,むし／はがね,通常生態,なし,カブルモ・シュバルゴ,外来生態レイヤーへ追加,殿堂入り後,ハクジのもり,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
300,590,タマゲタケ → モロバレル,5,どく／くさ,通常生態,なし,タマゲタケ・モロバレル,外来生態レイヤーへ追加,殿堂入り後,503ばんどうろ,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
301,592,プルリル → ブルンゲル,5,ゴースト／みず,通常生態,なし,プルリル・ブルンゲル,外来生態レイヤーへ追加,バッジ3～4個,かいていトンネル,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
302,594,ママンボウ,5,みず,通常生態,なし,ママンボウ,外来生態レイヤーへ追加,バッジ3～4個,シオウ近海,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
303,595,バチュル → デンチュラ,5,むし／でんき,通常生態,バチュル・デンチュラ,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
304,597,テッシード → ナットレイ,5,はがね／くさ,通常生態,テッシード・ナットレイ,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
305,599,ギアル → ギギアル → ギギギアル,5,はがね,人工・無機物,ギアル・ギギアル・ギギギアル,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
306,602,シビシラス → シビビール → シビルドン,5,でんき,通常生態,シビシラス・シビビール・シビルドン,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
307,605,リグレー → オーベム,5,エスパー,通常生態,なし,リグレー・オーベム,外来生態レイヤーへ追加,殿堂入り後,ポケモンじょう,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
308,607,ヒトモシ → ランプラー → シャンデラ,5,ゴースト／ほのお,通常生態,なし,ヒトモシ・ランプラー・シャンデラ,外来生態レイヤーへ追加,バッジ1～2個,こころのやかた,屋内オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
309,610,キバゴ → オノンド → オノノクス,5,ドラゴン,通常生態,なし,キバゴ・オノンド・オノノクス,外来生態レイヤーへ追加,殿堂入り後,514～516ばんどうろ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
310,613,クマシュン → ツンベアー,5,こおり,通常生態,なし,クマシュン・ツンベアー,外来生態レイヤーへ追加,殿堂入り後,514～516ばんどうろ,時間帯オーバーレイ,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
311,615,フリージオ,5,こおり,人工・無機物,フリージオ,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
312,616,チョボマキ → アギルダー,5,むし,通常生態,なし,チョボマキ・アギルダー,外来生態レイヤーへ追加,バッジ1～2個,ハクジのもり,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
313,618,マッギョ,5,じめん／でんき,通常生態,マッギョ,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
314,619,コジョフー → コジョンド,5,かくとう,通常生態,コジョフー・コジョンド,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
315,621,クリムガン,5,ドラゴン,通常生態,なし,クリムガン,外来生態レイヤーへ追加,殿堂入り後,510～513ばんどうろ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
316,622,ゴビット → ゴルーグ,5,じめん／ゴースト,人工・無機物,なし,ゴビット・ゴルーグ,外来生態レイヤーへ追加,殿堂入り後,D・Hビル／D・Hだんアジト,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
317,624,コマタナ → キリキザン → ドドゲザン,5,はがね／あく,通常生態,なし,コマタナ・キリキザン・ドドゲザン,外来生態レイヤーへ追加,殿堂入り後,ダークタワー,夜間オーバーレイ,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
318,626,バッフロン,5,ノーマル,通常生態,なし,バッフロン,外来生態レイヤーへ追加,バッジ1～2個,502ばんどうろ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
319,627,ワシボン → ウォーグル,5,ノーマル／ひこう,通常生態,なし,ワシボン・ウォーグル,外来生態レイヤーへ追加,殿堂入り後,521～523ばんどうろ,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
320,629,バルチャイ → バルジーナ,5,ひこう／あく,通常生態,なし,バルチャイ・バルジーナ,外来生態レイヤーへ追加,殿堂入り後,ダークタワー,屋内オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
321,631,クイタラン,5,ほのお,通常生態,なし,クイタラン,外来生態レイヤーへ追加,殿堂入り後,510～513ばんどうろ,草むらオーバーレイ,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
322,632,アイアント,5,むし／はがね,通常生態,なし,アイアント,外来生態レイヤーへ追加,バッジ3～4個,503ばんどうろ,草むらオーバーレイ,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
323,633,モノズ → ジヘッド → サザンドラ,5,ドラゴン／あく,600族,なし,モノズ・ジヘッド・サザンドラ,外来生態レイヤーへ追加,殿堂入り後,D・H異常生態区画（新規小部屋）,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
324,636,メラルバ → ウルガモス,5,むし／ほのお,通常生態,なし,メラルバ・ウルガモス,外来生態レイヤーへ追加,殿堂入り後,サファリゾーン西,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
325,638,コバルオン,5,かくとう／はがね,伝説,なし,コバルオン,固定イベント追加,殿堂入り＋格闘調査,チャンピオンロード増設道場,固定シンボル／専用クエスト,―,三つの実戦課題をクリアして順番に固定戦。,野生通常表には入れない,P2
326,639,テラキオン,5,かくとう／いわ,伝説,なし,テラキオン,固定イベント追加,殿堂入り＋格闘調査,チャンピオンロード増設道場,固定シンボル／専用クエスト,―,三つの実戦課題をクリアして順番に固定戦。,野生通常表には入れない,P2
327,640,ビリジオン,5,かくとう／くさ,伝説,なし,ビリジオン,固定イベント追加,殿堂入り＋格闘調査,チャンピオンロード増設道場,固定シンボル／専用クエスト,―,三つの実戦課題をクリアして順番に固定戦。,野生通常表には入れない,P2
328,641,トルネロス,5,ひこう,伝説,なし,トルネロス,固定イベント追加,殿堂入り＋天候観測器,各島＋521ばんどうろ,固定シンボル／専用クエスト,―,天候を切替えて固定戦。うつしかがみを同時入手。,野生通常表には入れない,P2
329,642,ボルトロス,5,ひこう／でんき,伝説,なし,ボルトロス,固定イベント追加,殿堂入り＋天候観測器,各島＋521ばんどうろ,固定シンボル／専用クエスト,―,天候を切替えて固定戦。うつしかがみを同時入手。,野生通常表には入れない,P2
330,643,レシラム,5,ほのお／ドラゴン,伝説,なし,レシラム,固定イベント追加,スフィアいせき後,D・Hビル地下反応炉,固定シンボル／専用クエスト,―,二つのエネルギーセルを停止し、キュレムを含む三連イベント。合体器具も解禁。,野生通常表には入れない,P2
331,644,ゼクロム,5,でんき／ドラゴン,伝説,なし,ゼクロム,固定イベント追加,スフィアいせき後,D・Hビル地下反応炉,固定シンボル／専用クエスト,―,二つのエネルギーセルを停止し、キュレムを含む三連イベント。合体器具も解禁。,野生通常表には入れない,P2
332,645,ランドロス,5,ひこう／じめん,伝説,なし,ランドロス,固定イベント追加,殿堂入り＋天候観測器,各島＋521ばんどうろ,固定シンボル／専用クエスト,―,天候を切替えて固定戦。うつしかがみを同時入手。,野生通常表には入れない,P2
333,646,キュレム,5,こおり／ドラゴン,伝説,なし,キュレム,固定イベント追加,スフィアいせき後,D・Hビル地下反応炉,固定シンボル／専用クエスト,―,二つのエネルギーセルを停止し、キュレムを含む三連イベント。合体器具も解禁。,野生通常表には入れない,P2
334,647,ケルディオ,5,かくとう／みず,幻,なし,ケルディオ,固定イベント追加,聖剣3体登録,シオウ近海,固定シンボル／専用クエスト,―,水上のリングを巡るタイムアタック後に固定戦。,野生通常表には入れない,P2
335,648,メロエッタ,5,ノーマル／エスパー,幻,なし,メロエッタ,固定イベント追加,殿堂入り＋音符アイテム4個,カラスバシティ劇場（既存建物NPC追加）,固定シンボル／専用クエスト,―,地方各地の演奏家から音符を集め、舞台で固定戦。,野生通常表には入れない,P2
336,649,ゲノセクト,5,むし／はがね,幻,なし,ゲノセクト,固定イベント追加,殿堂入り＋研究ランク4,D・H異常生態区画,固定シンボル／専用クエスト,―,復元端末にカセット4種を登録して固定戦。,野生通常表には入れない,P2
337,650,ハリマロン → ハリボーグ → ブリガロン,6,かくとう／くさ,御三家,なし,ハリマロン・ハリボーグ・ブリガロン,地方研究タマゴ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,通常野生表には入れない,P2
338,653,フォッコ → テールナー → マフォクシー,6,ほのお／エスパー,御三家,なし,フォッコ・テールナー・マフォクシー,地方研究タマゴ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,通常野生表には入れない,P2
339,656,ケロマツ → ゲコガシラ → ゲッコウガ,6,みず／あく,御三家,なし,ケロマツ・ゲコガシラ・ゲッコウガ,地方研究タマゴ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,通常野生表には入れない,P2
340,659,ホルビー → ホルード,6,ノーマル／じめん,通常生態,なし,ホルビー・ホルード,外来生態レイヤーへ追加,殿堂入り後,サファリゾーン西,いわくだき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
341,661,ヤヤコマ → ヒノヤコマ → ファイアロー,6,ノーマル／ひこう／ほのお,通常生態,なし,ヤヤコマ・ヒノヤコマ・ファイアロー,外来生態レイヤーへ追加,殿堂入り後,510～513ばんどうろ,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
342,664,コフキムシ → コフーライ → ビビヨン,6,ひこう／むし,通常生態,なし,コフキムシ・コフーライ・ビビヨン,外来生態レイヤーへ追加,バッジ5～6個,504～506ばんどうろ,ずつき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
343,667,シシコ → カエンジシ,6,ノーマル／ほのお,通常生態,なし,シシコ・カエンジシ,外来生態レイヤーへ追加,殿堂入り後,ひのしま,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
344,669,フラベベ → フラエッテ → フラージェス,6,フェアリー,通常生態,なし,フラベベ・フラエッテ・フラージェス,外来生態レイヤーへ追加,殿堂入り後,ときのようかん,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
345,672,メェークル → ゴーゴート,6,くさ,通常生態,なし,メェークル・ゴーゴート,外来生態レイヤーへ追加,殿堂入り後,サファリゾーン東,ずつき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
346,674,ヤンチャム → ゴロンダ,6,かくとう／あく,通常生態,なし,ヤンチャム・ゴロンダ,外来生態レイヤーへ追加,バッジ5～6個,D・Hビル／D・Hだんアジト,屋内オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
347,676,トリミアン,6,ノーマル,通常生態,なし,トリミアン,外来生態レイヤーへ追加,バッジ1～2個,502ばんどうろ,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
348,677,ニャスパー → ニャオニクス,6,エスパー,通常生態,なし,ニャスパー・ニャオニクス,外来生態レイヤーへ追加,殿堂入り後,スフィアいせき,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
349,679,ヒトツキ → ニダンギル → ギルガルド,6,ゴースト／はがね,通常生態,なし,ヒトツキ・ニダンギル・ギルガルド,外来生態レイヤーへ追加,バッジ7～8個,ダークタワー,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
350,682,シュシュプ → フレフワン,6,フェアリー,通常生態,なし,シュシュプ・フレフワン,外来生態レイヤーへ追加,殿堂入り後,スフィアいせき,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
351,684,ペロッパフ → ペロリーム,6,フェアリー,通常生態,なし,ペロッパフ・ペロリーム,外来生態レイヤーへ追加,殿堂入り後,ニューアイランド,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
352,686,マーイーカ → カラマネロ,6,エスパー／あく,通常生態,なし,マーイーカ・カラマネロ,外来生態レイヤーへ追加,バッジ5～6個,ときのようかん,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
353,688,カメテテ → ガメノデス,6,いわ／みず,通常生態,なし,カメテテ・ガメノデス,外来生態レイヤーへ追加,バッジ7～8個,サファリゾーン北,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
354,690,クズモー → ドラミドロ,6,どく／みず／ドラゴン,通常生態,なし,クズモー・ドラミドロ,外来生態レイヤーへ追加,殿堂入り後,507～509ばんどうろ・水道,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
355,692,ウデッポウ → ブロスター,6,みず,通常生態,なし,ウデッポウ・ブロスター,外来生態レイヤーへ追加,殿堂入り後,こおりのしま,水上,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
356,694,エリキテル → エレザード,6,ノーマル／でんき,通常生態,なし,エリキテル・エレザード,外来生態レイヤーへ追加,殿堂入り後,517～520ばんどうろ,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
357,696,チゴラス → ガチゴラス,6,いわ／ドラゴン,化石,なし,チゴラス・ガチゴラス,化石復元追加,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,化石・復元部品を納品,―,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,通常野生表には入れない,P2
358,698,アマルス → アマルルガ,6,いわ／こおり,化石,なし,アマルス・アマルルガ,化石復元追加,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,化石・復元部品を納品,―,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,通常野生表には入れない,P2
359,701,ルチャブル,6,かくとう／ひこう,通常生態,なし,ルチャブル,外来生態レイヤーへ追加,殿堂入り後,全国生態保護区（サファリ増設区画）,生態保護区ローテーション,対象日10～20%（チケットで固定可）,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
360,702,デデンネ,6,でんき／フェアリー,通常生態,なし,デデンネ,外来生態レイヤーへ追加,殿堂入り後,サファリゾーン中央,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
361,703,メレシー,6,いわ／フェアリー,人工・無機物,なし,メレシー,外来生態レイヤーへ追加,バッジ1～2個,ちえのどうくつ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
362,704,ヌメラ → ヌメイル → ヌメルゴン,6,ドラゴン,600族,なし,ヌメラ・ヌメイル・ヌメルゴン,外来生態レイヤーへ追加,殿堂入り後,ポケモンじょう,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
363,707,クレッフィ,6,はがね／フェアリー,人工・無機物,なし,クレッフィ,外来生態レイヤーへ追加,バッジ5～6個,D・Hビル／D・Hだんアジト,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
